respiratory_season,tester,site_type,name_of_sampling_location,7_day_average_of_sars-cov-2_concentration,number_of_samples_in_the_last_7_days,sars-cov-2_detected,sample_collection_date,units_(measuring_concentration),city_of_sampling_location,state_of_sampling_location,county_of_sampling_location,date_data_last_updated,date,source
2024-2025,BioBot,Municipal,Northampton WWTP,787356.7578179638,1,Detected,2024-07-10T00:00:00Z,copies/L,Northampton,MA,Hampshire,2025-02-20T00:00:00Z,2024-07-10,current
2024-2025,BioBot,Municipal,Greenfield WPCF,3071081.6382196615,1,Detected,2025-01-08T00:00:00Z,copies/L,Greenfield,MA,Franklin,2025-02-20T00:00:00Z,2025-01-08,current
2024-2025,BioBot,Municipal,Billerica Treatment Plant,1474831.416403418,2,Detected,2024-08-28T00:00:00Z,copies/L,Billerica,MA,Middlesex,2025-02-20T00:00:00Z,2024-08-28,current
2024-2025,BioBot,Municipal,Brockton/ Abington,1205402.0975320623,4,Detected,2024-08-11T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-02-20T00:00:00Z,2024-08-11,current
2024-2025,BioBot,Municipal,Amherst WWTP,853459.2894717335,2,Detected,2024-08-29T00:00:00Z,copies/L,Hadley,MA,Hampshire,2025-02-20T00:00:00Z,2024-08-29,current
2024-2025,BioBot,Municipal,Springfield WWTP,1059355.535897825,2,Detected,2025-01-23T00:00:00Z,copies/L,Agawam,MA,Hampden,2025-02-20T00:00:00Z,2025-01-23,current
2024-2025,BioBot,Municipal,SESD-Peabody Metering Station,1133596.9576389191,3,Detected,2024-10-01T00:00:00Z,copies/L,Salem,MA,Essex,2025-02-20T00:00:00Z,2024-10-01,current
2024-2025,BioBot,Municipal,South Hadley Div. of WPC,1136605.685702252,4,Detected,2024-08-19T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-02-20T00:00:00Z,2024-08-19,current
2024-2025,BioBot,Municipal,Billerica Treatment Plant,1378779.0593479574,2,Detected,2024-09-11T00:00:00Z,copies/L,Billerica,MA,Middlesex,2025-02-20T00:00:00Z,2024-09-11,current
2024-2025,BioBot,Municipal,MFN Regional Wastewater District,194636.62440938392,2,Detected,2024-10-14T00:00:00Z,copies/L,Norton,MA,Bristol,2025-02-20T00:00:00Z,2024-10-14,current
2024-2025,BioBot,Municipal,New Bedford WWTF,1005580.0319506462,1,Detected,2024-12-10T00:00:00Z,copies/L,New Bedford,MA,Bristol,2025-02-20T00:00:00Z,2024-12-10,current
2024-2025,BioBot,Municipal,Whitman,3448639.9448405057,3,Detected,2024-08-27T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-02-20T00:00:00Z,2024-08-27,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,927482.0419911591,4,Detected,2025-01-12T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-02-20T00:00:00Z,2025-01-12,current
2024-2025,BioBot,Municipal,South Hadley Div. of WPC,964070.7070625217,4,Detected,2025-01-27T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-02-20T00:00:00Z,2025-01-27,current
2024-2025,BioBot,Municipal,Greenfield WPCF,1774652.0778955412,2,Detected,2025-02-05T00:00:00Z,copies/L,Greenfield,MA,Franklin,2025-02-20T00:00:00Z,2025-02-05,current
2024-2025,BioBot,Municipal,SESD-Peabody/Salem Pump,726773.7788808418,4,Detected,2024-09-01T00:00:00Z,copies/L,Salem,MA,Essex,2025-02-20T00:00:00Z,2024-09-01,current
2024-2025,BioBot,Municipal,Greenfield WPCF,1953239.70908798,2,Detected,2024-08-02T00:00:00Z,copies/L,Greenfield,MA,Franklin,2025-02-20T00:00:00Z,2024-08-02,current
2024-2025,BioBot,Municipal,Billerica Treatment Plant,1685286.2267045681,2,Detected,2024-08-26T00:00:00Z,copies/L,Billerica,MA,Middlesex,2025-02-20T00:00:00Z,2024-08-26,current
2024-2025,BioBot,Municipal,Hopedale WWTP,1675689.4318354586,2,Detected,2024-12-16T00:00:00Z,copies/L,Hopedale,MA,Worcester,2025-02-20T00:00:00Z,2024-12-16,current
2024-2025,BioBot,Municipal,Hopedale WWTP,3579355.3049714984,2,Detected,2025-01-20T00:00:00Z,copies/L,Hopedale,MA,Worcester,2025-02-20T00:00:00Z,2025-01-20,current
2024-2025,BioBot,Municipal,Billerica Treatment Plant,872916.8071779178,2,Detected,2025-01-29T00:00:00Z,copies/L,Billerica,MA,Middlesex,2025-02-20T00:00:00Z,2025-01-29,current
2024-2025,BioBot,Municipal,Northbridge Sewer Department,1357900.1501995453,2,Detected,2024-12-19T00:00:00Z,copies/L,Northbridge,MA,Worcester,2025-02-20T00:00:00Z,2024-12-19,current
2024-2025,BioBot,Municipal,SESD-Peabody Metering Station,2849236.6652889918,3,Detected,2024-12-30T00:00:00Z,copies/L,Salem,MA,Essex,2025-02-20T00:00:00Z,2024-12-30,current
2024-2025,BioBot,Municipal,SESD-Peabody/Salem Pump,2366823.365311336,4,Detected,2025-01-13T00:00:00Z,copies/L,Salem,MA,Essex,2025-02-20T00:00:00Z,2025-01-13,current
2024-2025,BioBot,Municipal,Billerica Treatment Plant,2041337.2243219353,2,Detected,2024-08-12T00:00:00Z,copies/L,Billerica,MA,Middlesex,2025-02-20T00:00:00Z,2024-08-12,current
2024-2025,BioBot,Municipal,South Hadley Div. of WPC,1390576.6442282302,4,Detected,2024-07-24T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-02-20T00:00:00Z,2024-07-24,current
2024-2025,BioBot,Municipal,Gloucester WWTP,1146485.4878645327,1,Detected,2025-02-11T00:00:00Z,copies/L,Gloucester,MA,Essex,2025-02-20T00:00:00Z,2025-02-11,current
2024-2025,BioBot,Municipal,Greenfield WPCF,83478.86031166666,2,Detected,2024-11-13T00:00:00Z,copies/L,Greenfield,MA,Franklin,2025-02-20T00:00:00Z,2024-11-13,current
2024-2025,BioBot,Municipal,Amherst WWTP,462539.7532705706,2,Detected,2024-10-01T00:00:00Z,copies/L,Hadley,MA,Hampshire,2025-02-20T00:00:00Z,2024-10-01,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,321206.90928680456,3,Detected,2024-10-14T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-02-20T00:00:00Z,2024-10-14,current
2024-2025,BioBot,Municipal,SESD-Peabody/Salem Pump,1648841.7993600331,4,Detected,2025-01-29T00:00:00Z,copies/L,Salem,MA,Essex,2025-02-20T00:00:00Z,2025-01-29,current
2024-2025,BioBot,Municipal,Northampton WWTP,769983.2948,1,Detected,2024-12-04T00:00:00Z,copies/L,Northampton,MA,Hampshire,2025-02-20T00:00:00Z,2024-12-04,current
2024-2025,BioBot,Municipal,Sunderland WWTP,550380.3633442326,1,Detected,2024-07-10T00:00:00Z,copies/L,Sunderland,MA,Franklin,2025-02-20T00:00:00Z,2024-07-10,current
2024-2025,BioBot,Municipal,SESD-Peabody Metering Station,1306314.3556089192,4,Detected,2024-08-22T00:00:00Z,copies/L,Salem,MA,Essex,2025-02-20T00:00:00Z,2024-08-22,current
2024-2025,BioBot,Municipal,SESD-Peabody/Salem Pump,2424639.0293709068,4,Detected,2024-09-19T00:00:00Z,copies/L,Salem,MA,Essex,2025-02-20T00:00:00Z,2024-09-19,current
2024-2025,BioBot,Municipal,Billerica Treatment Plant,824242.6479663982,2,Detected,2024-07-01T00:00:00Z,copies/L,Billerica,MA,Middlesex,2025-02-20T00:00:00Z,2024-07-01,current
2024-2025,BioBot,Municipal,Lynn WWTF,283105.9728751183,3,Detected,2024-11-12T00:00:00Z,copies/L,Lynn,MA,Essex,2025-02-20T00:00:00Z,2024-11-12,current
2024-2025,BioBot,Municipal,Billerica Treatment Plant,2162802.130009737,2,Detected,2024-08-07T00:00:00Z,copies/L,Billerica,MA,Middlesex,2025-02-20T00:00:00Z,2024-08-07,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,183098.2631626311,4,Detected,2024-11-17T00:00:00Z,copies/L,North Andover,MA,Essex,2025-02-20T00:00:00Z,2024-11-17,current
2024-2025,BioBot,Municipal,New Bedford WWTF,189202.05619857123,2,Detected,2024-09-24T00:00:00Z,copies/L,New Bedford,MA,Bristol,2025-02-20T00:00:00Z,2024-09-24,current
2024-2025,BioBot,Municipal,Hopedale WWTP,636043.281074686,2,Detected,2025-01-30T00:00:00Z,copies/L,Hopedale,MA,Worcester,2025-02-20T00:00:00Z,2025-01-30,current
2024-2025,BioBot,Municipal,Wareham WPCF,155754.21976400877,4,Detected,2024-10-14T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-02-20T00:00:00Z,2024-10-14,current
2024-2025,BioBot,Municipal,Wareham WPCF,128902.84920300418,4,Detected,2024-10-14T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-02-20T00:00:00Z,2024-10-14,current
2024-2025,BioBot,Municipal,Uxbridge WWTF,906547.7493065703,3,Detected,2024-12-11T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2025-02-20T00:00:00Z,2024-12-11,current
2024-2025,BioBot,Municipal,Northampton WWTP,816694.8107090889,1,Detected,2024-08-21T00:00:00Z,copies/L,Northampton,MA,Hampshire,2025-02-20T00:00:00Z,2024-08-21,current
2024-2025,BioBot,Municipal,Uxbridge WWTF,1175865.8345369378,3,Detected,2024-09-25T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2025-02-20T00:00:00Z,2024-09-25,current
2024-2025,BioBot,Municipal,S.Deerfield WWTP,612277.2706402309,3,Detected,2024-08-19T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-02-20T00:00:00Z,2024-08-19,current
2024-2025,BioBot,Municipal,South Hadley Div. of WPC,246144.2815056939,5,Detected,2024-11-08T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-02-20T00:00:00Z,2024-11-08,current
2024-2025,BioBot,Municipal,SESD-Peabody Metering Station,856128.6549636773,4,Detected,2024-10-05T00:00:00Z,copies/L,Salem,MA,Essex,2025-02-20T00:00:00Z,2024-10-05,current
2024-2025,BioBot,Municipal,Surfside WTF,1088399.5008700006,2,Detected,2024-07-15T00:00:00Z,copies/L,Nantucket,MA,Nantucket,2025-02-20T00:00:00Z,2024-07-15,current
2024-2025,BioBot,Municipal,South Hadley Div. of WPC,531911.7417631765,4,Detected,2024-10-07T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-02-20T00:00:00Z,2024-10-07,current
2024-2025,BioBot,Municipal,SESD-Peabody/Salem Pump,1934793.4982596333,4,Detected,2024-12-26T00:00:00Z,copies/L,Salem,MA,Essex,2025-02-20T00:00:00Z,2024-12-26,current
2024-2025,BioBot,Municipal,Greenfield WPCF,1445111.4469844077,2,Detected,2025-02-12T00:00:00Z,copies/L,Greenfield,MA,Franklin,2025-02-20T00:00:00Z,2025-02-12,current
2024-2025,BioBot,Municipal,S.Deerfield WWTP,4157753.030376442,3,Detected,2025-01-06T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-02-20T00:00:00Z,2025-01-06,current
2024-2025,BioBot,Municipal,Uxbridge WWTF,709380.69683607,2,Detected,2024-07-10T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2025-02-20T00:00:00Z,2024-07-10,current
2024-2025,BioBot,Municipal,MFN Regional Wastewater District,996555.9253770983,2,Detected,2025-01-13T00:00:00Z,copies/L,Norton,MA,Bristol,2025-02-20T00:00:00Z,2025-01-13,current
2024-2025,BioBot,Municipal,Wareham WPCF,873457.549439811,4,Detected,2025-01-27T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-02-20T00:00:00Z,2025-01-27,current
2024-2025,BioBot,Municipal,Hopedale WWTP,459597.88999693457,1,Detected,2025-02-13T00:00:00Z,copies/L,Hopedale,MA,Worcester,2025-02-20T00:00:00Z,2025-02-13,current
2024-2025,BioBot,Municipal,Hopedale WWTP,180972.61809727966,2,Detected,2024-10-10T00:00:00Z,copies/L,Hopedale,MA,Worcester,2025-02-20T00:00:00Z,2024-10-10,current
2024-2025,BioBot,Municipal,Sunderland WWTP,775900.2545628628,1,Detected,2024-08-21T00:00:00Z,copies/L,Sunderland,MA,Franklin,2025-02-20T00:00:00Z,2024-08-21,current
2024-2025,BioBot,Municipal,Sunderland WWTP,303414.90523692104,1,Detected,2024-12-11T00:00:00Z,copies/L,Sunderland,MA,Franklin,2025-02-20T00:00:00Z,2024-12-11,current
2024-2025,BioBot,Municipal,Hull WWTF,986759.249671959,3,Detected,2024-08-13T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-02-20T00:00:00Z,2024-08-13,current
2024-2025,BioBot,Municipal,Douglas WWTP,3456233.9233588874,2,Detected,2024-08-06T00:00:00Z,copies/L,East Douglas,MA,Worcester,2025-02-20T00:00:00Z,2024-08-06,current
2024-2025,BioBot,Municipal,Sunderland WWTP,37529.589482758616,1,Detected,2024-10-30T00:00:00Z,copies/L,Sunderland,MA,Franklin,2025-02-20T00:00:00Z,2024-10-30,current
2024-2025,BioBot,Municipal,Plymouth Headworks Influent,829704.2651097135,3,Detected,2024-07-15T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2025-02-20T00:00:00Z,2024-07-15,current
2024-2025,BioBot,Municipal,South Hadley Div. of WPC,1073843.026353499,4,Detected,2025-01-24T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-02-20T00:00:00Z,2025-01-24,current
2024-2025,BioBot,Municipal,Northampton WWTP,1712270.7173579596,1,Detected,2024-09-04T00:00:00Z,copies/L,Northampton,MA,Hampshire,2025-02-20T00:00:00Z,2024-09-04,current
2024-2025,BioBot,Municipal,Northampton WWTP,1103345.290372598,1,Detected,2024-08-07T00:00:00Z,copies/L,Northampton,MA,Hampshire,2025-02-20T00:00:00Z,2024-08-07,current
2024-2025,BioBot,Municipal,South Hadley Div. of WPC,1168910.5021553705,4,Detected,2024-09-23T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-02-20T00:00:00Z,2024-09-23,current
2024-2025,BioBot,Municipal,SESD-Peabody/Salem Pump,464142.93939800723,4,Detected,2024-10-15T00:00:00Z,copies/L,Salem,MA,Essex,2025-02-20T00:00:00Z,2024-10-15,current
2024-2025,BioBot,Municipal,Greenfield WPCF,1004720.1165465396,2,Detected,2024-08-28T00:00:00Z,copies/L,Greenfield,MA,Franklin,2025-02-20T00:00:00Z,2024-08-28,current
2024-2025,BioBot,Municipal,Greenfield WPCF,1752583.3654408464,3,Detected,2024-12-25T00:00:00Z,copies/L,Greenfield,MA,Franklin,2025-02-20T00:00:00Z,2024-12-25,current
2024-2025,BioBot,Municipal,SESD-Peabody/Salem Pump,853013.2873718893,4,Detected,2024-07-21T00:00:00Z,copies/L,Salem,MA,Essex,2025-02-20T00:00:00Z,2024-07-21,current
2024-2025,BioBot,Municipal,SESD-Peabody Metering Station,2237348.950618921,4,Detected,2024-09-15T00:00:00Z,copies/L,Salem,MA,Essex,2025-02-20T00:00:00Z,2024-09-15,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,764315.2036779086,4,Detected,2024-07-08T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-02-20T00:00:00Z,2024-07-08,current
2024-2025,BioBot,Municipal,Whitman,928082.0241992595,3,Detected,2025-02-10T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-02-20T00:00:00Z,2025-02-10,current
2024-2025,BioBot,Municipal,Whitman,537610.5933607962,3,Detected,2025-02-10T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-02-20T00:00:00Z,2025-02-10,current
2024-2025,BioBot,Municipal,Amherst WWTP,242602.47306960696,1,Detected,2024-10-17T00:00:00Z,copies/L,Hadley,MA,Hampshire,2025-02-20T00:00:00Z,2024-10-17,current
2024-2025,BioBot,Municipal,Wareham WPCF,933001.1915380387,3,Detected,2024-12-02T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-02-20T00:00:00Z,2024-12-02,current
2024-2025,BioBot,Municipal,Wareham WPCF,839791.5779484889,3,Detected,2024-12-02T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-02-20T00:00:00Z,2024-12-02,current
2024-2025,BioBot,Municipal,Greenfield WPCF,383814.9146298835,2,Detected,2024-07-03T00:00:00Z,copies/L,Greenfield,MA,Franklin,2025-02-20T00:00:00Z,2024-07-03,current
2024-2025,BioBot,Municipal,Sunderland WWTP,64345.332662045934,1,Detected,2025-01-29T00:00:00Z,copies/L,Sunderland,MA,Franklin,2025-02-20T00:00:00Z,2025-01-29,current
2024-2025,BioBot,Municipal,Billerica Treatment Plant,642718.3898515622,2,Detected,2024-11-20T00:00:00Z,copies/L,Billerica,MA,Middlesex,2025-02-20T00:00:00Z,2024-11-20,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,896711.5367821925,4,Detected,2025-02-09T00:00:00Z,copies/L,North Andover,MA,Essex,2025-02-20T00:00:00Z,2025-02-09,current
2024-2025,BioBot,Municipal,Northampton WWTP,1618044.8874273235,1,Detected,2024-12-11T00:00:00Z,copies/L,Northampton,MA,Hampshire,2025-02-20T00:00:00Z,2024-12-11,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,1759217.9832525428,4,Detected,2024-08-18T00:00:00Z,copies/L,North Andover,MA,Essex,2025-02-20T00:00:00Z,2024-08-18,current
2024-2025,BioBot,Municipal,Billerica Treatment Plant,834970.6320972237,2,Detected,2024-07-15T00:00:00Z,copies/L,Billerica,MA,Middlesex,2025-02-20T00:00:00Z,2024-07-15,current
2024-2025,BioBot,Municipal,Springfield WWTP,1259461.0084999502,2,Detected,2025-01-03T00:00:00Z,copies/L,Agawam,MA,Hampden,2025-02-20T00:00:00Z,2025-01-03,current
2024-2025,BioBot,Municipal,Brockton/ Abington,166675.44885661418,4,Detected,2024-10-20T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-02-20T00:00:00Z,2024-10-20,current
2024-2025,BioBot,Municipal,Lowell Regional WWTF,829640.2805404519,1,Detected,2025-01-21T00:00:00Z,copies/L,Lowell,MA,Middlesex,2025-02-20T00:00:00Z,2025-01-21,current
2024-2025,BioBot,Municipal,SESD-Peabody Metering Station,839358.573668999,3,Detected,2024-10-03T00:00:00Z,copies/L,Salem,MA,Essex,2025-02-20T00:00:00Z,2024-10-03,current
2024-2025,BioBot,Municipal,Uxbridge WWTF,843581.5791889713,3,Detected,2024-08-12T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2025-02-20T00:00:00Z,2024-08-12,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,285649.2469701727,3,Detected,2024-11-10T00:00:00Z,copies/L,North Andover,MA,Essex,2025-02-20T00:00:00Z,2024-11-10,current
2024-2025,BioBot,Municipal,SESD-Peabody Metering Station,7932062.009811249,4,Detected,2025-01-13T00:00:00Z,copies/L,Salem,MA,Essex,2025-02-20T00:00:00Z,2025-01-13,current
2024-2025,BioBot,Municipal,MFN Regional Wastewater District,311181.894273111,2,Detected,2024-10-11T00:00:00Z,copies/L,Norton,MA,Bristol,2025-02-20T00:00:00Z,2024-10-11,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,776640.1072011695,4,Detected,2024-07-29T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-02-20T00:00:00Z,2024-07-29,current
2024-2025,BioBot,Municipal,SESD-Peabody Metering Station,1041409.8137296052,4,Detected,2024-07-19T00:00:00Z,copies/L,Salem,MA,Essex,2025-02-20T00:00:00Z,2024-07-19,current
2024-2025,BioBot,Municipal,MFN Regional Wastewater District,649278.9239306808,2,Detected,2024-08-26T00:00:00Z,copies/L,Norton,MA,Bristol,2025-02-20T00:00:00Z,2024-08-26,current
2024-2025,BioBot,Municipal,SESD-Peabody/Salem Pump,356629.12379989773,4,Detected,2024-11-28T00:00:00Z,copies/L,Salem,MA,Essex,2025-02-20T00:00:00Z,2024-11-28,current
2024-2025,BioBot,Municipal,SESD-Peabody/Salem Pump,326284.5479925384,4,Detected,2024-11-26T00:00:00Z,copies/L,Salem,MA,Essex,2025-02-20T00:00:00Z,2024-11-26,current
2024-2025,BioBot,Municipal,Springfield WWTP,934049.1796123993,2,Detected,2025-02-07T00:00:00Z,copies/L,Agawam,MA,Hampden,2025-02-20T00:00:00Z,2025-02-07,current
2024-2025,BioBot,Municipal,Uxbridge WWTF,870156.4372749943,3,Detected,2024-10-07T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2025-02-20T00:00:00Z,2024-10-07,current
2024-2025,BioBot,Municipal,Uxbridge WWTF,1022721.3710912736,3,Detected,2024-08-14T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2025-02-20T00:00:00Z,2024-08-14,current
2024-2025,BioBot,Municipal,New Bedford WWTF,748678.5422795624,1,Detected,2024-08-06T00:00:00Z,copies/L,New Bedford,MA,Bristol,2025-02-20T00:00:00Z,2024-08-06,current
2024-2025,BioBot,Municipal,SESD-Peabody/Salem Pump,1087600.3862388006,4,Detected,2024-07-31T00:00:00Z,copies/L,Salem,MA,Essex,2025-02-20T00:00:00Z,2024-07-31,current
2024-2025,BioBot,Municipal,MFN Regional Wastewater District,597539.9236278667,2,Detected,2024-12-23T00:00:00Z,copies/L,Norton,MA,Bristol,2025-02-20T00:00:00Z,2024-12-23,current
2024-2025,BioBot,Municipal,Brockton/ Abington,1143604.4059339077,4,Detected,2024-08-25T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-02-20T00:00:00Z,2024-08-25,current
2024-2025,BioBot,Municipal,Springfield WWTP,278978.7994878613,2,Detected,2024-10-29T00:00:00Z,copies/L,Agawam,MA,Hampden,2025-02-20T00:00:00Z,2024-10-29,current
2024-2025,BioBot,Municipal,Whitman,1559280.4942362858,2,Detected,2025-01-02T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-02-20T00:00:00Z,2025-01-02,current
2024-2025,BioBot,Municipal,Springfield WWTP,557384.8624213596,2,Detected,2024-09-26T00:00:00Z,copies/L,Agawam,MA,Hampden,2025-02-20T00:00:00Z,2024-09-26,current
2024-2025,BioBot,Municipal,Northampton WWTP,780594.6030604575,1,Detected,2024-12-30T00:00:00Z,copies/L,Northampton,MA,Hampshire,2025-02-20T00:00:00Z,2024-12-30,current
2024-2025,BioBot,Municipal,SESD-Peabody Metering Station,9909471.240129733,3,Detected,2025-01-07T00:00:00Z,copies/L,Salem,MA,Essex,2025-02-20T00:00:00Z,2025-01-07,current
2024-2025,BioBot,Municipal,Hopedale WWTP,699371.263705387,2,Detected,2024-11-25T00:00:00Z,copies/L,Hopedale,MA,Worcester,2025-02-20T00:00:00Z,2024-11-25,current
2024-2025,BioBot,Municipal,South Hadley Div. of WPC,718812.8966980784,4,Detected,2024-10-04T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-02-20T00:00:00Z,2024-10-04,current
2024-2025,BioBot,Municipal,New Bedford WWTF,1357342.9335976506,1,Detected,2025-01-14T00:00:00Z,copies/L,New Bedford,MA,Bristol,2025-02-20T00:00:00Z,2025-01-14,current
2024-2025,BioBot,Municipal,Hull WWTF,698512.6071105666,3,Detected,2024-09-10T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-02-20T00:00:00Z,2024-09-10,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,949959.8227965655,3,Detected,2024-07-08T00:00:00Z,copies/L,Montague,MA,Franklin,2025-02-20T00:00:00Z,2024-07-08,current
2024-2025,BioBot,Municipal,Northbridge Sewer Department,199735.893818243,2,Detected,2024-09-26T00:00:00Z,copies/L,Northbridge,MA,Worcester,2025-02-20T00:00:00Z,2024-09-26,current
2024-2025,BioBot,Municipal,Sunderland WWTP,22709.45773293284,1,Detected,2024-11-13T00:00:00Z,copies/L,Sunderland,MA,Franklin,2025-02-20T00:00:00Z,2024-11-13,current
2024-2025,BioBot,Municipal,S.Deerfield WWTP,1712799.2874848887,3,Detected,2025-01-13T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-02-20T00:00:00Z,2025-01-13,current
2024-2025,BioBot,Municipal,South Hadley Div. of WPC,638235.2970654827,4,Detected,2024-08-05T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-02-20T00:00:00Z,2024-08-05,current
2024-2025,BioBot,Municipal,Northbridge Sewer Department,2571593.782111579,2,Detected,2025-01-02T00:00:00Z,copies/L,Northbridge,MA,Worcester,2025-02-20T00:00:00Z,2025-01-02,current
2024-2025,BioBot,Municipal,Uxbridge WWTF,579768.5816123382,3,Detected,2024-07-29T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2025-02-20T00:00:00Z,2024-07-29,current
2024-2025,BioBot,Municipal,Surfside WTF,60363.22002722528,2,Detected,2025-02-10T00:00:00Z,copies/L,Nantucket,MA,Nantucket,2025-02-20T00:00:00Z,2025-02-10,current
2024-2025,BioBot,Municipal,Hopedale WWTP,131120.56828801366,2,Detected,2024-11-12T00:00:00Z,copies/L,Hopedale,MA,Worcester,2025-02-20T00:00:00Z,2024-11-12,current
2024-2025,BioBot,Municipal,Springfield WWTP,328922.70296212274,2,Detected,2024-10-08T00:00:00Z,copies/L,Agawam,MA,Hampden,2025-02-20T00:00:00Z,2024-10-08,current
2024-2025,BioBot,Municipal,SESD-Peabody Metering Station,948059.9953389886,4,Detected,2024-07-17T00:00:00Z,copies/L,Salem,MA,Essex,2025-02-20T00:00:00Z,2024-07-17,current
2024-2025,BioBot,Municipal,Springfield WWTP,1014866.225816208,2,Detected,2025-01-29T00:00:00Z,copies/L,Agawam,MA,Hampden,2025-02-20T00:00:00Z,2025-01-29,current
2024-2025,BioBot,Municipal,SESD-Peabody/Salem Pump,947713.0604527551,4,Detected,2024-08-04T00:00:00Z,copies/L,Salem,MA,Essex,2025-02-20T00:00:00Z,2024-08-04,current
2024-2025,BioBot,Municipal,Amherst WWTP,1084554.274719163,2,Detected,2024-07-09T00:00:00Z,copies/L,Hadley,MA,Hampshire,2025-02-20T00:00:00Z,2024-07-09,current
2024-2025,BioBot,Municipal,Springfield WWTP,1284003.6490696575,1,Detected,2024-12-31T00:00:00Z,copies/L,Agawam,MA,Hampden,2025-02-20T00:00:00Z,2024-12-31,current
2024-2025,BioBot,Municipal,South Hadley Div. of WPC,1157057.9793746106,4,Detected,2024-07-26T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-02-20T00:00:00Z,2024-07-26,current
2024-2025,BioBot,Municipal,Fall River WWTP,181677.05432371306,5,Detected,2024-06-30T00:00:00Z,copies/L,Fall River,MA,Bristol,2025-02-20T00:00:00Z,2024-06-30,current
2024-2025,BioBot,Municipal,Whitman,1419212.216535668,4,Detected,2025-02-03T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-02-20T00:00:00Z,2025-02-03,current
2024-2025,BioBot,Municipal,Wareham WPCF,1445352.9202541886,3,Detected,2024-12-26T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-02-20T00:00:00Z,2024-12-26,current
2024-2025,BioBot,Municipal,Douglas WWTP,3068690.4856681344,1,Detected,2024-07-10T00:00:00Z,copies/L,East Douglas,MA,Worcester,2025-02-20T00:00:00Z,2024-07-10,current
2024-2025,BioBot,Municipal,Uxbridge WWTF,458836.5790516048,3,Detected,2024-07-31T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2025-02-20T00:00:00Z,2024-07-31,current
2024-2025,BioBot,Municipal,Brockton/ Abington,1024356.8973080154,4,Detected,2024-08-01T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-02-20T00:00:00Z,2024-08-01,current
2024-2025,BioBot,Municipal,SESD-Peabody/Salem Pump,2173861.0760390414,4,Detected,2024-12-28T00:00:00Z,copies/L,Salem,MA,Essex,2025-02-20T00:00:00Z,2024-12-28,current
2024-2025,BioBot,Municipal,South Hadley Div. of WPC,1458696.4813300548,3,Detected,2024-12-23T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-02-20T00:00:00Z,2024-12-23,current
