respiratory_season,tester,site_type,name_of_sampling_location,7_day_average_of_sars-cov-2_concentration,number_of_samples_in_the_last_7_days,sars-cov-2_detected,sample_collection_date,units_(measuring_concentration),city_of_sampling_location,state_of_sampling_location,county_of_sampling_location,date_data_last_updated,date,source
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,1212837.6878153132,4,Detected,2025-01-27T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-02-20T00:00:00Z,2025-01-27,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,922029.9159635694,4,Detected,2024-08-26T00:00:00Z,copies/L,North Andover,MA,Essex,2025-02-20T00:00:00Z,2024-08-26,current
2024-2025,BioBot,Municipal,MWRA Southern,177404.35075781966,7,Detected,2024-10-13T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-10-13,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,753412.7187666362,4,Detected,2024-12-09T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-02-20T00:00:00Z,2024-12-09,current
2024-2025,BioBot,Municipal,Lynn WWTF,938062.6199153722,3,Detected,2024-07-18T00:00:00Z,copies/L,Lynn,MA,Essex,2025-02-20T00:00:00Z,2024-07-18,current
2024-2025,BioBot,Municipal,MWRA Northern,784367.220095395,7,Detected,2024-07-05T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-07-05,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,264616.2479725353,3,Detected,2024-10-10T00:00:00Z,copies/L,Montague,MA,Franklin,2025-02-20T00:00:00Z,2024-10-10,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,598060.8156389338,4,Detected,2024-12-17T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-02-20T00:00:00Z,2024-12-17,current
2024-2025,BioBot,Municipal,MWRA Northern,478878.8134817191,7,Detected,2024-12-10T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-12-10,current
2024-2025,BioBot,Municipal,MWRA Northern,676877.7869621904,7,Detected,2024-08-25T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-08-25,current
2024-2025,BioBot,Municipal,MWRA Northern,414912.2224247932,7,Detected,2024-09-11T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-09-11,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,698911.9943980693,4,Detected,2024-09-24T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-02-20T00:00:00Z,2024-09-24,current
2024-2025,BioBot,Municipal,S.Deerfield WWTP,1154400.7082813943,3,Detected,2025-01-23T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-02-20T00:00:00Z,2025-01-23,current
2024-2025,BioBot,Municipal,Whitman,2423864.1288425513,4,Detected,2025-01-09T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-02-20T00:00:00Z,2025-01-09,current
2024-2025,BioBot,Municipal,Fall River WWTP,388128.74622887606,3,Detected,2024-08-14T00:00:00Z,copies/L,Fall River,MA,Bristol,2025-02-20T00:00:00Z,2024-08-14,current
2024-2025,BioBot,Municipal,S.Deerfield WWTP,1096519.924329942,3,Detected,2024-07-16T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-02-20T00:00:00Z,2024-07-16,current
2024-2025,BioBot,Municipal,MWRA Northern,135460.45893697542,7,Detected,2024-11-10T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-11-10,current
2024-2025,BioBot,Municipal,MWRA Southern,589599.2879562832,7,Detected,2024-09-17T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-09-17,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,457816.85126450367,4,Detected,2024-11-21T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-02-20T00:00:00Z,2024-11-21,current
2024-2025,BioBot,Municipal,MWRA Southern,652447.0632279951,7,Detected,2024-08-08T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-08-08,current
2024-2025,BioBot,Municipal,Whitman,1502352.5937821576,4,Detected,2024-09-10T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-02-20T00:00:00Z,2024-09-10,current
2024-2025,BioBot,Municipal,Whitman,1847843.113761343,4,Detected,2024-09-10T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-02-20T00:00:00Z,2024-09-10,current
2024-2025,BioBot,Municipal,MWRA Northern,226034.4460578401,7,Detected,2024-10-05T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-10-05,current
2024-2025,BioBot,Municipal,Wareham WPCF,1352614.2781378706,4,Detected,2025-01-14T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-02-20T00:00:00Z,2025-01-14,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,842935.6995714,4,Detected,2024-09-25T00:00:00Z,copies/L,North Andover,MA,Essex,2025-02-20T00:00:00Z,2024-09-25,current
2024-2025,BioBot,Municipal,MWRA Southern,1501214.2513337496,7,Detected,2024-12-21T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-12-21,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,456367.18718524295,4,Detected,2024-11-20T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-02-20T00:00:00Z,2024-11-20,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,1303067.0232824234,4,Detected,2025-02-11T00:00:00Z,copies/L,Montague,MA,Franklin,2025-02-20T00:00:00Z,2025-02-11,current
2024-2025,BioBot,Municipal,Plymouth Headworks Influent,405138.57758689055,2,Detected,2024-09-19T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2025-02-20T00:00:00Z,2024-09-19,current
2024-2025,BioBot,Municipal,Brockton/ Abington,717913.2835083256,4,Detected,2024-09-16T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-02-20T00:00:00Z,2024-09-16,current
2024-2025,BioBot,Municipal,Uxbridge WWTF,1148937.2014856979,3,Detected,2024-08-08T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2025-02-20T00:00:00Z,2024-08-08,current
2024-2025,BioBot,Municipal,MWRA Northern,407030.7768331516,7,Detected,2025-02-11T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2025-02-11,current
2024-2025,BioBot,Municipal,MWRA Southern,723937.0493014526,7,Detected,2024-07-01T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-07-01,current
2024-2025,BioBot,Municipal,Plymouth Headworks Influent,633757.5930280468,2,Detected,2024-08-07T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2025-02-20T00:00:00Z,2024-08-07,current
2024-2025,BioBot,Municipal,MWRA Southern,728831.9544106814,7,Detected,2024-07-10T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-07-10,current
2024-2025,BioBot,Municipal,MWRA Southern,659804.6374436697,7,Detected,2024-08-10T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-08-10,current
2024-2025,BioBot,Municipal,Hull WWTF,316909.1381726563,2,Detected,2024-10-09T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-02-20T00:00:00Z,2024-10-09,current
2024-2025,BioBot,Municipal,South Hadley Div. of WPC,467044.1890607243,4,Detected,2024-07-06T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-02-20T00:00:00Z,2024-07-06,current
2024-2025,BioBot,Municipal,MWRA Northern,839538.7365426623,7,Detected,2024-07-18T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-07-18,current
2024-2025,BioBot,Municipal,Plymouth Headworks Influent,691623.6349130942,3,Detected,2024-07-31T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2025-02-20T00:00:00Z,2024-07-31,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,610335.4355749097,4,Detected,2024-10-09T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-02-20T00:00:00Z,2024-10-09,current
2024-2025,BioBot,Municipal,MWRA Northern,637878.1963962829,7,Detected,2024-08-07T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-08-07,current
2024-2025,BioBot,Municipal,MWRA Southern,758701.5505310146,7,Detected,2024-07-29T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-07-29,current
2024-2025,BioBot,Municipal,Fall River WWTP,393696.62421226705,3,Detected,2024-08-05T00:00:00Z,copies/L,Fall River,MA,Bristol,2025-02-20T00:00:00Z,2024-08-05,current
2024-2025,BioBot,Municipal,Fall River WWTP,291263.41058898286,3,Detected,2025-02-10T00:00:00Z,copies/L,Fall River,MA,Bristol,2025-02-20T00:00:00Z,2025-02-10,current
2024-2025,BioBot,Municipal,MWRA Northern,169148.76679129965,7,Detected,2024-11-13T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-11-13,current
2024-2025,BioBot,Municipal,MWRA Southern,867247.724834494,7,Detected,2025-01-14T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2025-01-14,current
2024-2025,BioBot,Municipal,Lynn WWTF,731470.9401863171,3,Detected,2025-02-12T00:00:00Z,copies/L,Lynn,MA,Essex,2025-02-20T00:00:00Z,2025-02-12,current
2024-2025,BioBot,Municipal,MWRA Northern,601167.355707619,7,Detected,2025-01-25T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2025-01-25,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,455786.6908426165,4,Detected,2024-10-01T00:00:00Z,copies/L,North Andover,MA,Essex,2025-02-20T00:00:00Z,2024-10-01,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,1146088.3790484916,4,Detected,2024-09-05T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-02-20T00:00:00Z,2024-09-05,current
2024-2025,BioBot,Municipal,MWRA Northern,803582.5368131975,7,Detected,2024-07-27T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-07-27,current
2024-2025,BioBot,Municipal,MWRA Southern,634476.6837765082,7,Detected,2025-02-11T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2025-02-11,current
2024-2025,BioBot,Municipal,Hull WWTF,3119776.1513885558,3,Detected,2024-12-11T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-02-20T00:00:00Z,2024-12-11,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,1403257.9792984924,4,Detected,2024-08-27T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-02-20T00:00:00Z,2024-08-27,current
2024-2025,BioBot,Municipal,MWRA Southern,740949.4831626219,7,Detected,2024-08-17T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-08-17,current
2024-2025,BioBot,Municipal,Uxbridge WWTF,551688.8672236454,3,Detected,2024-10-24T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2025-02-20T00:00:00Z,2024-10-24,current
2024-2025,BioBot,Municipal,Hull WWTF,5525932.990760655,3,Detected,2024-08-22T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-02-20T00:00:00Z,2024-08-22,current
2024-2025,BioBot,Municipal,Fall River WWTP,517125.121924291,5,Detected,2024-07-22T00:00:00Z,copies/L,Fall River,MA,Bristol,2025-02-20T00:00:00Z,2024-07-22,current
2024-2025,BioBot,Municipal,MWRA Northern,243277.84881235362,7,Detected,2024-10-04T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-10-04,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,1036966.9185021314,4,Detected,2024-12-12T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-02-20T00:00:00Z,2024-12-12,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,681080.3674024934,4,Detected,2024-09-12T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-02-20T00:00:00Z,2024-09-12,current
2024-2025,BioBot,Municipal,MWRA Southern,583199.0399333149,7,Detected,2024-09-16T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-09-16,current
2024-2025,BioBot,Municipal,Whitman,151076.4973882637,4,Detected,2024-11-07T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-02-20T00:00:00Z,2024-11-07,current
2024-2025,BioBot,Municipal,MWRA Northern,687049.1543196539,7,Detected,2024-08-10T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-08-10,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,184989.46246240154,4,Detected,2024-10-16T00:00:00Z,copies/L,North Andover,MA,Essex,2025-02-20T00:00:00Z,2024-10-16,current
2024-2025,BioBot,Municipal,MWRA Southern,669441.2860865265,7,Detected,2024-12-18T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-12-18,current
2024-2025,BioBot,Municipal,Whitman,1648145.093673743,3,Detected,2025-01-07T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-02-20T00:00:00Z,2025-01-07,current
2024-2025,BioBot,Municipal,Fall River WWTP,345283.12425472756,5,Detected,2024-08-07T00:00:00Z,copies/L,Fall River,MA,Bristol,2025-02-20T00:00:00Z,2024-08-07,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,391576.61359407095,3,Detected,2024-09-19T00:00:00Z,copies/L,Montague,MA,Franklin,2025-02-20T00:00:00Z,2024-09-19,current
2024-2025,BioBot,Municipal,Hull WWTF,1046413.710888509,3,Detected,2024-08-08T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-02-20T00:00:00Z,2024-08-08,current
2024-2025,BioBot,Municipal,MWRA Northern,738796.6465235485,7,Detected,2024-07-21T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-07-21,current
2024-2025,BioBot,Municipal,Brockton/ Abington,582139.593237312,4,Detected,2024-09-24T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-02-20T00:00:00Z,2024-09-24,current
2024-2025,BioBot,Municipal,Wareham WPCF,1541685.730007993,4,Detected,2024-11-27T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-02-20T00:00:00Z,2024-11-27,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,126979.28248282611,3,Detected,2024-12-03T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-02-20T00:00:00Z,2024-12-03,current
2024-2025,BioBot,Municipal,Hull WWTF,489297.1933480312,3,Detected,2025-02-13T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-02-20T00:00:00Z,2025-02-13,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,1459271.3203965747,4,Detected,2024-12-18T00:00:00Z,copies/L,Montague,MA,Franklin,2025-02-20T00:00:00Z,2024-12-18,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,3105327.225021779,3,Detected,2024-12-24T00:00:00Z,copies/L,Montague,MA,Franklin,2025-02-20T00:00:00Z,2024-12-24,current
2024-2025,BioBot,Municipal,MWRA Northern,220880.916028939,7,Detected,2024-10-11T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-10-11,current
2024-2025,BioBot,Municipal,S.Deerfield WWTP,117054.98450531349,3,Detected,2024-10-23T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-02-20T00:00:00Z,2024-10-23,current
2024-2025,BioBot,Municipal,Brockton/ Abington,763688.4905912599,4,Detected,2024-09-09T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-02-20T00:00:00Z,2024-09-09,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,2174955.1735581676,3,Detected,2025-01-14T00:00:00Z,copies/L,Montague,MA,Franklin,2025-02-20T00:00:00Z,2025-01-14,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,1024034.2749511383,4,Detected,2024-12-05T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-02-20T00:00:00Z,2024-12-05,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,487769.5423195335,3,Detected,2024-09-05T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-02-20T00:00:00Z,2024-09-05,current
2024-2025,BioBot,Municipal,Hull WWTF,413022.2237710505,3,Detected,2024-09-05T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-02-20T00:00:00Z,2024-09-05,current
2024-2025,BioBot,Municipal,Wareham WPCF,506082.5860545793,3,Detected,2025-01-23T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-02-20T00:00:00Z,2025-01-23,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,985531.4272096781,4,Detected,2024-09-27T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-02-20T00:00:00Z,2024-09-27,current
2024-2025,BioBot,Municipal,Brockton/ Abington,689251.8813928326,2,Detected,2024-09-03T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-02-20T00:00:00Z,2024-09-03,current
2024-2025,BioBot,Municipal,MWRA Northern,184577.55903955482,7,Detected,2024-10-22T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-10-22,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,5170119.637884572,4,Detected,2025-01-07T00:00:00Z,copies/L,Montague,MA,Franklin,2025-02-20T00:00:00Z,2025-01-07,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,223237.36176732206,3,Detected,2024-10-09T00:00:00Z,copies/L,Montague,MA,Franklin,2025-02-20T00:00:00Z,2024-10-09,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,663813.5857004374,4,Detected,2025-01-22T00:00:00Z,copies/L,North Andover,MA,Essex,2025-02-20T00:00:00Z,2025-01-22,current
2024-2025,BioBot,Municipal,Hull WWTF,346801.4147462264,3,Detected,2024-10-10T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-02-20T00:00:00Z,2024-10-10,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,496086.91308150056,4,Detected,2024-12-10T00:00:00Z,copies/L,Montague,MA,Franklin,2025-02-20T00:00:00Z,2024-12-10,current
2024-2025,BioBot,Municipal,Wareham WPCF,557191.4601447441,3,Detected,2024-07-09T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-02-20T00:00:00Z,2024-07-09,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,182935.33460748047,4,Detected,2024-12-03T00:00:00Z,copies/L,North Andover,MA,Essex,2025-02-20T00:00:00Z,2024-12-03,current
2024-2025,BioBot,Municipal,Greenfield WPCF,1245365.9484831875,2,Detected,2024-10-03T00:00:00Z,copies/L,Greenfield,MA,Franklin,2025-02-20T00:00:00Z,2024-10-03,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,158960.08082256356,4,Detected,2024-10-15T00:00:00Z,copies/L,North Andover,MA,Essex,2025-02-20T00:00:00Z,2024-10-15,current
2024-2025,BioBot,Municipal,Hull WWTF,1323504.557209893,2,Detected,2024-07-10T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-02-20T00:00:00Z,2024-07-10,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,776638.8071307243,3,Detected,2024-07-30T00:00:00Z,copies/L,Montague,MA,Franklin,2025-02-20T00:00:00Z,2024-07-30,current
2024-2025,BioBot,Municipal,MWRA Southern,692638.5479955969,7,Detected,2024-08-21T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-08-21,current
2024-2025,BioBot,Municipal,Fall River WWTP,221902.43370550094,5,Detected,2024-07-04T00:00:00Z,copies/L,Fall River,MA,Bristol,2025-02-20T00:00:00Z,2024-07-04,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,597987.6854477468,3,Detected,2024-09-04T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-02-20T00:00:00Z,2024-09-04,current
2024-2025,BioBot,Municipal,MWRA Southern,1681363.8913869488,7,Detected,2024-12-25T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-12-25,current
2024-2025,BioBot,Municipal,MWRA Northern,158572.3865737848,7,Detected,2024-11-16T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-11-16,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,893317.0403465978,3,Detected,2024-07-09T00:00:00Z,copies/L,Montague,MA,Franklin,2025-02-20T00:00:00Z,2024-07-09,current
2024-2025,BioBot,Municipal,Brockton/ Abington,1290391.57749699,4,Detected,2024-08-12T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-02-20T00:00:00Z,2024-08-12,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,774388.8742405751,4,Detected,2024-09-19T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-02-20T00:00:00Z,2024-09-19,current
2024-2025,BioBot,Municipal,MWRA Southern,572047.017756896,7,Detected,2025-02-12T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2025-02-12,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,256432.1037617136,4,Detected,2024-11-04T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-02-20T00:00:00Z,2024-11-04,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,1191022.4518378046,4,Detected,2024-08-28T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-02-20T00:00:00Z,2024-08-28,current
2024-2025,BioBot,Municipal,Whitman,1919682.6135112278,4,Detected,2025-01-08T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-02-20T00:00:00Z,2025-01-08,current
2024-2025,BioBot,Municipal,Lynn WWTF,455814.0563281553,3,Detected,2025-02-13T00:00:00Z,copies/L,Lynn,MA,Essex,2025-02-20T00:00:00Z,2025-02-13,current
2024-2025,BioBot,Municipal,S.Deerfield WWTP,631009.7146561582,3,Detected,2024-08-07T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-02-20T00:00:00Z,2024-08-07,current
2024-2025,BioBot,Municipal,MWRA Northern,798628.3295939427,7,Detected,2025-01-02T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2025-01-02,current
2024-2025,BioBot,Municipal,Wareham WPCF,1808391.8287052496,3,Detected,2024-10-22T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-02-20T00:00:00Z,2024-10-22,current
2024-2025,BioBot,Municipal,Wareham WPCF,1599769.907524608,4,Detected,2024-11-21T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-02-20T00:00:00Z,2024-11-21,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,773405.0940903942,4,Detected,2024-07-26T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-02-20T00:00:00Z,2024-07-26,current
2024-2025,BioBot,Municipal,MWRA Northern,195210.5892559383,7,Detected,2024-10-18T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-10-18,current
2024-2025,BioBot,Municipal,South Hadley Div. of WPC,1213849.3428180492,4,Detected,2024-08-24T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-02-20T00:00:00Z,2024-08-24,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,712480.1922949211,2,Detected,2024-08-28T00:00:00Z,copies/L,Montague,MA,Franklin,2025-02-20T00:00:00Z,2024-08-28,current
2024-2025,BioBot,Municipal,MWRA Northern,466266.3912759275,7,Detected,2025-02-06T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2025-02-06,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,205018.65283259389,4,Detected,2024-10-08T00:00:00Z,copies/L,North Andover,MA,Essex,2025-02-20T00:00:00Z,2024-10-08,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,848169.1921538844,3,Detected,2024-08-21T00:00:00Z,copies/L,Montague,MA,Franklin,2025-02-20T00:00:00Z,2024-08-21,current
2024-2025,BioBot,Municipal,S.Deerfield WWTP,1645343.9920945505,4,Detected,2024-12-18T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-02-20T00:00:00Z,2024-12-18,current
2024-2025,BioBot,Municipal,MWRA Southern,169582.3607870725,7,Detected,2024-11-02T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-11-02,current
2024-2025,BioBot,Municipal,Lynn WWTF,1950113.1948275173,3,Detected,2024-08-15T00:00:00Z,copies/L,Lynn,MA,Essex,2025-02-20T00:00:00Z,2024-08-15,current
2024-2025,BioBot,Municipal,S.Deerfield WWTP,169726.6810582856,3,Not Detected,2024-10-16T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-02-20T00:00:00Z,2024-10-16,current
2024-2025,BioBot,Municipal,Brockton/ Abington,1511556.6356824252,4,Detected,2025-02-04T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-02-20T00:00:00Z,2025-02-04,current
2024-2025,BioBot,Municipal,Plymouth Headworks Influent,357959.17538413394,2,Detected,2024-10-09T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2025-02-20T00:00:00Z,2024-10-09,current
2024-2025,BioBot,Municipal,MWRA Southern,179644.746441884,7,Detected,2024-10-27T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-10-27,current
2024-2025,BioBot,Municipal,Northbridge Sewer Department,413645.45924275386,3,Detected,2024-07-02T00:00:00Z,copies/L,Northbridge,MA,Worcester,2025-02-20T00:00:00Z,2024-07-02,current
2024-2025,BioBot,Municipal,Lynn WWTF,438755.60825940955,2,Detected,2025-02-05T00:00:00Z,copies/L,Lynn,MA,Essex,2025-02-20T00:00:00Z,2025-02-05,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,1397542.7336882441,4,Detected,2024-08-12T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-02-20T00:00:00Z,2024-08-12,current
2024-2025,BioBot,Municipal,MWRA Southern,1084633.7360244712,7,Detected,2025-01-10T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2025-01-10,current
2024-2025,BioBot,Municipal,MWRA Southern,654497.9936033856,7,Detected,2024-09-15T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-09-15,current
2024-2025,BioBot,Municipal,MWRA Southern,176857.7762767165,7,Detected,2024-10-26T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-10-26,current
2024-2025,BioBot,Municipal,SESD-Peabody/Salem Pump,2479532.5241790395,4,Detected,2025-01-04T00:00:00Z,copies/L,Salem,MA,Essex,2025-02-20T00:00:00Z,2025-01-04,current
2024-2025,BioBot,Municipal,MWRA Northern,658947.0975434232,7,Detected,2024-08-14T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-02-20T00:00:00Z,2024-08-14,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,203592.8412297889,4,Detected,2024-10-29T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-02-20T00:00:00Z,2024-10-29,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,400984.715237254,3,Detected,2024-11-06T00:00:00Z,copies/L,Montague,MA,Franklin,2025-02-20T00:00:00Z,2024-11-06,current
