respiratory_season,tester,site_type,name_of_sampling_location,7_day_average_of_sars-cov-2_concentration,number_of_samples_in_the_last_7_days,sars-cov-2_detected,sample_collection_date,units_(measuring_concentration),city_of_sampling_location,state_of_sampling_location,county_of_sampling_location,date_data_last_updated,date,source
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,605165.285,2,Detected,2025-01-06T00:00:00Z,copies/L,North Andover,MA,Essex,2025-06-12T00:00:00Z,2025-01-06,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,854980.745,4,Detected,2025-01-20T00:00:00Z,copies/L,North Andover,MA,Essex,2025-06-12T00:00:00Z,2025-01-20,current
2024-2025,BioBot,Municipal,MWRA Southern,171863.16428571427,7,Detected,2024-10-23T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2024-10-23,current
2024-2025,BioBot,Municipal,Hull WWTF,5525932.99,3,Detected,2024-08-22T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-06-12T00:00:00Z,2024-08-22,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,39090.778,5,Detected,2025-06-03T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-06-12T00:00:00Z,2025-06-03,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,1534882.7974999999,4,Detected,2024-08-08T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-06-12T00:00:00Z,2024-08-08,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,168801.46333333335,3,Detected,2024-11-15T00:00:00Z,copies/L,Montague,MA,Franklin,2025-06-12T00:00:00Z,2024-11-15,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,991083.1000000001,4,Detected,2024-07-16T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-06-12T00:00:00Z,2024-07-16,current
2024-2025,BioBot,Municipal,South Hadley Div. of WPC,1024637.4874999999,4,Detected,2024-08-12T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-06-12T00:00:00Z,2024-08-12,current
2024-2025,BioBot,Municipal,Wareham WPCF,922400.8425,4,Detected,2024-08-20T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-06-12T00:00:00Z,2024-08-20,current
2024-2025,BioBot,Municipal,Whitman,229728.34333333335,3,Detected,2024-11-14T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-06-12T00:00:00Z,2024-11-14,current
2024-2025,BioBot,Municipal,MWRA Southern,148919.87857142856,7,Detected,2024-11-01T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2024-11-01,current
2024-2025,BioBot,Municipal,Wareham WPCF,781762.255,4,Detected,2024-08-06T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-06-12T00:00:00Z,2024-08-06,current
2024-2025,BioBot,Municipal,MWRA Southern,311914.78285714285,7,Detected,2025-03-23T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2025-03-23,current
2024-2025,BioBot,Municipal,MWRA Northern,309600.49571428576,7,Detected,2025-03-30T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2025-03-30,current
2024-2025,BioBot,Municipal,MWRA Northern,267127.4942857143,7,Detected,2025-03-18T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2025-03-18,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,386889.1425,4,Detected,2024-11-25T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-06-12T00:00:00Z,2024-11-25,current
2024-2025,BioBot,Municipal,Plymouth Headworks Influent,131735.47,2,Detected,2024-11-14T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2025-06-12T00:00:00Z,2024-11-14,current
2024-2025,BioBot,Municipal,MWRA Southern,512764.81999999995,7,Detected,2024-09-05T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2024-09-05,current
2024-2025,BioBot,Municipal,MWRA Northern,414912.2214285714,7,Detected,2024-09-11T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2024-09-11,current
2024-2025,BioBot,Municipal,MWRA Southern,184725.74142857143,7,Detected,2024-11-10T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2024-11-10,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,665963.76,4,Detected,2024-07-01T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-06-12T00:00:00Z,2024-07-01,current
2024-2025,BioBot,Municipal,Wareham WPCF,476435.39999999997,4,Detected,2025-04-17T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-06-12T00:00:00Z,2025-04-17,current
2024-2025,BioBot,Municipal,Plymouth Headworks Influent,781195.1633333334,3,Detected,2025-06-05T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2025-06-12T00:00:00Z,2025-06-05,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,924608.755,4,Detected,2025-02-14T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-06-12T00:00:00Z,2025-02-14,current
2024-2025,BioBot,Municipal,Greenfield WPCF,945471.9249999999,2,Detected,2025-03-13T00:00:00Z,copies/L,Greenfield,MA,Franklin,2025-06-12T00:00:00Z,2025-03-13,current
2024-2025,BioBot,Municipal,MWRA Southern,156413.2342857143,7,Detected,2025-05-06T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2025-05-06,current
2024-2025,BioBot,Municipal,MWRA Northern,462103.7800000001,7,Detected,2024-09-12T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2024-09-12,current
2024-2025,BioBot,Municipal,S.Deerfield WWTP,385685.81,4,Detected,2025-02-12T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-06-12T00:00:00Z,2025-02-12,current
2024-2025,BioBot,Municipal,Fall River WWTP,79079.90428571429,7,Detected,2025-04-11T00:00:00Z,copies/L,Fall River,MA,Bristol,2025-06-12T00:00:00Z,2025-04-11,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,605943.78,4,Detected,2025-02-04T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-06-12T00:00:00Z,2025-02-04,current
2024-2025,BioBot,Municipal,Brockton/ Abington,300167.8025,4,Detected,2025-04-29T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-06-12T00:00:00Z,2025-04-29,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,1146088.3825,4,Detected,2024-09-05T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-06-12T00:00:00Z,2024-09-05,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,620745.4266666666,3,Detected,2024-09-25T00:00:00Z,copies/L,Montague,MA,Franklin,2025-06-12T00:00:00Z,2024-09-25,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,144631.28,3,Detected,2024-10-16T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-06-12T00:00:00Z,2024-10-16,current
2024-2025,BioBot,Municipal,MWRA Southern,625422.7428571427,7,Detected,2024-09-10T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2024-09-10,current
2024-2025,BioBot,Municipal,Wareham WPCF,1283382.8575,4,Detected,2024-08-28T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-06-12T00:00:00Z,2024-08-28,current
2024-2025,BioBot,Municipal,MWRA Northern,243776.9557142857,7,Detected,2024-10-02T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2024-10-02,current
2024-2025,BioBot,Municipal,S.Deerfield WWTP,8232.32,3,Not Detected,2024-11-27T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-06-12T00:00:00Z,2024-11-27,current
2024-2025,BioBot,Municipal,Whitman,961054.385,4,Detected,2024-07-16T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-06-12T00:00:00Z,2024-07-16,current
2024-2025,BioBot,Municipal,Fall River WWTP,84627.25571428573,7,Detected,2025-03-16T00:00:00Z,copies/L,Fall River,MA,Bristol,2025-06-12T00:00:00Z,2025-03-16,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,534590.4180000001,5,Detected,2024-07-03T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-06-12T00:00:00Z,2024-07-03,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,577217.02,3,Detected,2025-02-19T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-06-12T00:00:00Z,2025-02-19,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,335473.61000000004,3,Detected,2024-10-16T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-06-12T00:00:00Z,2024-10-16,current
2024-2025,BioBot,Municipal,MWRA Southern,622390.1242857144,7,Detected,2024-08-30T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2024-08-30,current
2024-2025,BioBot,Municipal,MWRA Northern,234230.99,7,Detected,2025-04-11T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2025-04-11,current
2024-2025,BioBot,Municipal,MWRA Northern,353975.56,7,Detected,2025-03-08T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2025-03-08,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,213370.4525,4,Detected,2025-03-11T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-06-12T00:00:00Z,2025-03-11,current
2024-2025,BioBot,Municipal,MWRA Northern,267173.78428571427,7,Detected,2024-09-28T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2024-09-28,current
2024-2025,BioBot,Municipal,MWRA Northern,282369.5028571429,7,Detected,2024-09-28T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2024-09-28,current
2024-2025,BioBot,Municipal,Greenfield WPCF,94963.73999999999,2,Detected,2024-11-21T00:00:00Z,copies/L,Greenfield,MA,Franklin,2025-06-12T00:00:00Z,2024-11-21,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,921744.425,4,Detected,2024-07-17T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-06-12T00:00:00Z,2024-07-17,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,546523.8066666666,3,Detected,2025-03-13T00:00:00Z,copies/L,Montague,MA,Franklin,2025-06-12T00:00:00Z,2025-03-13,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,156481.51,4,Detected,2025-05-06T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-06-12T00:00:00Z,2025-05-06,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,600019.9525,4,Detected,2024-09-18T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-06-12T00:00:00Z,2024-09-18,current
2024-2025,BioBot,Municipal,MWRA Northern,817727.0199999999,7,Detected,2024-07-12T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2024-07-12,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,860235.7075,4,Detected,2025-02-03T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-06-12T00:00:00Z,2025-02-03,current
2024-2025,BioBot,Municipal,Hull WWTF,949852.6966666667,3,Detected,2024-07-03T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-06-12T00:00:00Z,2024-07-03,current
2024-2025,BioBot,Municipal,Whitman,1218470.4449999998,4,Detected,2024-07-25T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-06-12T00:00:00Z,2024-07-25,current
2024-2025,BioBot,Municipal,MWRA Southern,709051.7671428572,7,Detected,2024-08-02T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2024-08-02,current
2024-2025,BioBot,Municipal,MWRA Southern,673888.0928571429,7,Detected,2025-01-28T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2025-01-28,current
2024-2025,BioBot,Municipal,Fall River WWTP,169031.2125,4,Detected,2024-09-03T00:00:00Z,copies/L,Fall River,MA,Bristol,2025-06-12T00:00:00Z,2024-09-03,current
2024-2025,BioBot,Municipal,Wareham WPCF,222958.8725,4,Detected,2024-10-29T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-06-12T00:00:00Z,2024-10-29,current
2024-2025,BioBot,Municipal,MWRA Northern,395433.9414285715,7,Detected,2025-02-12T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2025-02-12,current
2024-2025,BioBot,Municipal,Whitman,26082536.665,4,Detected,2024-09-17T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-06-12T00:00:00Z,2024-09-17,current
2024-2025,BioBot,Municipal,Uxbridge WWTF,1866262.68,3,Detected,2025-03-20T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2025-06-12T00:00:00Z,2025-03-20,current
2024-2025,BioBot,Municipal,MWRA Southern,555985.8857142858,7,Detected,2024-07-05T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2024-07-05,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,995090.6525,4,Detected,2024-08-30T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-06-12T00:00:00Z,2024-08-30,current
2024-2025,BioBot,Municipal,MWRA Northern,147602.3157142857,7,Detected,2025-05-30T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2025-05-30,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,877963.8733333334,3,Detected,2024-07-08T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-06-12T00:00:00Z,2024-07-08,current
2024-2025,BioBot,Municipal,MWRA Northern,592931.2214285714,7,Detected,2025-01-27T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2025-01-27,current
2024-2025,BioBot,Municipal,Uxbridge WWTF,1148937.2,3,Detected,2024-08-08T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2025-06-12T00:00:00Z,2024-08-08,current
2024-2025,BioBot,Municipal,Fall River WWTP,291263.41,3,Detected,2025-02-10T00:00:00Z,copies/L,Fall River,MA,Bristol,2025-06-12T00:00:00Z,2025-02-10,current
2024-2025,BioBot,Municipal,Lynn WWTF,323128.56666666665,3,Detected,2025-03-12T00:00:00Z,copies/L,Lynn,MA,Essex,2025-06-12T00:00:00Z,2025-03-12,current
2024-2025,BioBot,Municipal,Hull WWTF,285119.89333333337,3,Detected,2025-02-20T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-06-12T00:00:00Z,2025-02-20,current
2024-2025,BioBot,Municipal,MWRA Southern,532474.4171428572,7,Detected,2024-09-02T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2024-09-02,current
2024-2025,BioBot,Municipal,Wareham WPCF,125904.9025,4,Detected,2024-11-05T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-06-12T00:00:00Z,2024-11-05,current
2024-2025,BioBot,Municipal,Greenfield WPCF,969048.6000000001,2,Detected,2024-09-26T00:00:00Z,copies/L,Greenfield,MA,Franklin,2025-06-12T00:00:00Z,2024-09-26,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,293496.6075,4,Detected,2025-03-10T00:00:00Z,copies/L,North Andover,MA,Essex,2025-06-12T00:00:00Z,2025-03-10,current
2024-2025,BioBot,Municipal,Lynn WWTF,795085.48,3,Detected,2025-03-26T00:00:00Z,copies/L,Lynn,MA,Essex,2025-06-12T00:00:00Z,2025-03-26,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,456780.49999999994,4,Detected,2024-10-23T00:00:00Z,copies/L,North Andover,MA,Essex,2025-06-12T00:00:00Z,2024-10-23,current
2024-2025,BioBot,Municipal,MWRA Southern,719472.1528571428,7,Detected,2024-07-14T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2024-07-14,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,48140.0375,4,Detected,2025-05-13T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-06-12T00:00:00Z,2025-05-13,current
2024-2025,BioBot,Municipal,MWRA Northern,727282.8714285715,7,Detected,2024-08-20T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2024-08-20,current
2024-2025,BioBot,Municipal,Wareham WPCF,414853.7425,4,Detected,2025-02-27T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-06-12T00:00:00Z,2025-02-27,current
2024-2025,BioBot,Municipal,Fall River WWTP,160476.71,7,Detected,2025-02-23T00:00:00Z,copies/L,Fall River,MA,Bristol,2025-06-12T00:00:00Z,2025-02-23,current
2024-2025,BioBot,Municipal,MWRA Southern,667048.6914285714,7,Detected,2025-01-20T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2025-01-20,current
2024-2025,BioBot,Municipal,Whitman,716766.5375000001,4,Detected,2024-09-11T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-06-12T00:00:00Z,2024-09-11,current
2024-2025,BioBot,Municipal,Uxbridge WWTF,482756.9666666666,3,Detected,2025-03-06T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2025-06-12T00:00:00Z,2025-03-06,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,301807.90249999997,4,Detected,2024-11-01T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-06-12T00:00:00Z,2024-11-01,current
2024-2025,BioBot,Municipal,Wareham WPCF,306830.165,4,Detected,2025-05-14T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-06-12T00:00:00Z,2025-05-14,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,842935.6975,4,Detected,2024-09-25T00:00:00Z,copies/L,North Andover,MA,Essex,2025-06-12T00:00:00Z,2024-09-25,current
2024-2025,BioBot,Municipal,MWRA Southern,271923.2514285714,7,Detected,2024-10-05T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2024-10-05,current
2024-2025,BioBot,Municipal,Brockton/ Abington,1108837.45,3,Detected,2025-01-21T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-06-12T00:00:00Z,2025-01-21,current
2024-2025,BioBot,Municipal,MWRA Northern,179195.01714285716,7,Detected,2025-04-22T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2025-04-22,current
2024-2025,BioBot,Municipal,MWRA Southern,658376.2128571429,7,Detected,2024-09-12T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2024-09-12,current
2024-2025,BioBot,Municipal,MWRA Northern,547774.3014285715,7,Detected,2024-08-27T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2024-08-27,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,967134.1333333334,3,Detected,2024-07-16T00:00:00Z,copies/L,Montague,MA,Franklin,2025-06-12T00:00:00Z,2024-07-16,current
2024-2025,BioBot,Municipal,Hull WWTF,736308.4966666666,3,Detected,2025-04-23T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-06-12T00:00:00Z,2025-04-23,current
2024-2025,BioBot,Municipal,MWRA Northern,839538.7342857143,7,Detected,2024-07-18T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2024-07-18,current
2024-2025,BioBot,Municipal,MWRA Southern,99698.87,7,Detected,2025-05-14T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2025-05-14,current
2024-2025,BioBot,Municipal,Wareham WPCF,569389.8333333334,3,Detected,2024-07-10T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-06-12T00:00:00Z,2024-07-10,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,456217.41500000004,4,Detected,2024-09-26T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-06-12T00:00:00Z,2024-09-26,current
2024-2025,BioBot,Municipal,S.Deerfield WWTP,1000314.0266666665,3,Detected,2024-12-17T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-06-12T00:00:00Z,2024-12-17,current
2024-2025,BioBot,Municipal,Wareham WPCF,668342.325,4,Detected,2025-05-13T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-06-12T00:00:00Z,2025-05-13,current
2024-2025,BioBot,Municipal,Wareham WPCF,1126852.73,4,Detected,2024-07-23T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-06-12T00:00:00Z,2024-07-23,current
2024-2025,BioBot,Municipal,Hull WWTF,968382.5033333333,3,Detected,2024-08-01T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-06-12T00:00:00Z,2024-08-01,current
2024-2025,BioBot,Municipal,MWRA Southern,381150.82,7,Detected,2025-03-18T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2025-03-18,current
2024-2025,BioBot,Municipal,MWRA Southern,591467.7699999999,7,Detected,2024-12-13T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2024-12-13,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,1607200.6800000002,4,Detected,2024-08-27T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-06-12T00:00:00Z,2024-08-27,current
2024-2025,BioBot,Municipal,S.Deerfield WWTP,776027.62,3,Detected,2024-08-13T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-06-12T00:00:00Z,2024-08-13,current
2024-2025,BioBot,Municipal,Hull WWTF,793577.135,4,Detected,2024-11-26T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-06-12T00:00:00Z,2024-11-26,current
2024-2025,BioBot,Municipal,Greenfield WPCF,560888.8150000001,2,Detected,2024-10-10T00:00:00Z,copies/L,Greenfield,MA,Franklin,2025-06-12T00:00:00Z,2024-10-10,current
2024-2025,BioBot,Municipal,MWRA Northern,586969.5314285714,7,Detected,2024-08-04T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2024-08-04,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,958318.9775,4,Detected,2024-07-08T00:00:00Z,copies/L,North Andover,MA,Essex,2025-06-12T00:00:00Z,2024-07-08,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,512586.64249999996,4,Detected,2025-04-16T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-06-12T00:00:00Z,2025-04-16,current
2024-2025,BioBot,Municipal,MWRA Northern,299965.08571428567,7,Detected,2025-04-10T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2025-04-10,current
2024-2025,BioBot,Municipal,MWRA Northern,149687.61714285714,7,Detected,2025-05-17T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2025-05-17,current
2024-2025,BioBot,Municipal,MWRA Northern,306654.50999999995,7,Detected,2025-04-09T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2025-04-09,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,256865.60499999998,4,Detected,2025-04-28T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-06-12T00:00:00Z,2025-04-28,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,184989.4625,4,Detected,2024-10-16T00:00:00Z,copies/L,North Andover,MA,Essex,2025-06-12T00:00:00Z,2024-10-16,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,698911.9924999999,4,Detected,2024-09-24T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-06-12T00:00:00Z,2024-09-24,current
2024-2025,BioBot,Municipal,S.Deerfield WWTP,1645343.99,4,Detected,2024-12-18T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-06-12T00:00:00Z,2024-12-18,current
2024-2025,BioBot,Municipal,MWRA Northern,417593.5914285714,7,Detected,2025-02-10T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2025-02-10,current
2024-2025,BioBot,Municipal,MWRA Northern,440965.84285714285,7,Detected,2025-02-09T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2025-02-09,current
2024-2025,BioBot,Municipal,Fall River WWTP,491841.8557142857,7,Detected,2025-03-24T00:00:00Z,copies/L,Fall River,MA,Bristol,2025-06-12T00:00:00Z,2025-03-24,current
2024-2025,BioBot,Municipal,S.Deerfield WWTP,964265.27,2,Detected,2025-02-05T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-06-12T00:00:00Z,2025-02-05,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,219067.89,3,Detected,2025-04-23T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-06-12T00:00:00Z,2025-04-23,current
2024-2025,BioBot,Municipal,Whitman,1084202.69,3,Detected,2025-04-24T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-06-12T00:00:00Z,2025-04-24,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,657068.735,4,Not Detected,2025-03-26T00:00:00Z,copies/L,Montague,MA,Franklin,2025-06-12T00:00:00Z,2025-03-26,current
2024-2025,BioBot,Municipal,Fall River WWTP,267998.11799999996,5,Detected,2025-02-17T00:00:00Z,copies/L,Fall River,MA,Bristol,2025-06-12T00:00:00Z,2025-02-17,current
2024-2025,BioBot,Municipal,Fall River WWTP,285447.284,5,Detected,2025-02-17T00:00:00Z,copies/L,Fall River,MA,Bristol,2025-06-12T00:00:00Z,2025-02-17,current
2024-2025,BioBot,Municipal,MWRA Northern,107497.97714285715,7,Detected,2024-11-19T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2024-11-19,current
2024-2025,BioBot,Municipal,MWRA Northern,852888.9928571427,7,Detected,2024-07-16T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-06-12T00:00:00Z,2024-07-16,current
2024-2025,BioBot,Municipal,S.Deerfield WWTP,155491.435,4,Detected,2025-05-21T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-06-12T00:00:00Z,2025-05-21,current
2024-2025,BioBot,Municipal,Brockton/ Abington,1290391.58,4,Detected,2024-08-12T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-06-12T00:00:00Z,2024-08-12,current
2024-2025,BioBot,Municipal,Wareham WPCF,1352614.2775,4,Detected,2025-01-14T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-06-12T00:00:00Z,2025-01-14,current
2024-2025,BioBot,Municipal,Brockton/ Abington,224363.73249999998,4,Not Detected,2025-05-12T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-06-12T00:00:00Z,2025-05-12,current
2024-2025,BioBot,Municipal,Plymouth Headworks Influent,633757.59,2,Detected,2024-08-07T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2025-06-12T00:00:00Z,2024-08-07,current
2024-2025,BioBot,Municipal,Hull WWTF,528680.57,3,Detected,2025-03-20T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-06-12T00:00:00Z,2025-03-20,current
2024-2025,BioBot,Municipal,Plymouth Headworks Influent,345276.65,2,Detected,2025-04-17T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2025-06-12T00:00:00Z,2025-04-17,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,1055530.9075000002,4,Detected,2024-07-24T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-06-12T00:00:00Z,2024-07-24,current
