respiratory_season,tester,site_type,name_of_sampling_location,7_day_average_of_sars-cov-2_concentration,number_of_samples_in_the_last_7_days,sars-cov-2_detected,sample_collection_date,units_(measuring_concentration),city_of_sampling_location,state_of_sampling_location,county_of_sampling_location,date_data_last_updated,date,source
2025-2026,BioBot,Municipal,Brockton/ Abington,743204.605,4,Detected,2025-08-28T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-09-11T00:00:00Z,2025-08-28,current
2025-2026,BioBot,Municipal,SESD-Peabody Metering Station,271748.51666666666,3,Detected,2025-07-02T00:00:00Z,copies/L,Salem,MA,Essex,2025-09-11T00:00:00Z,2025-07-02,current
2025-2026,BioBot,Municipal,SESD-Peabody Metering Station,656998.7066666667,3,Detected,2025-08-29T00:00:00Z,copies/L,Salem,MA,Essex,2025-09-11T00:00:00Z,2025-08-29,current
2025-2026,BioBot,Municipal,Haverhill WWTP,203225.07499999998,2,Detected,2025-08-03T00:00:00Z,copies/L,Haverhill,MA,Essex,2025-09-11T00:00:00Z,2025-08-03,current
2025-2026,BioBot,Municipal,Hull WWTF,129019.37666666666,3,Detected,2025-07-15T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-09-11T00:00:00Z,2025-07-15,current
2025-2026,BioBot,Municipal,SESD-Peabody/Salem Pump,269218.9875,4,Detected,2025-08-15T00:00:00Z,copies/L,Salem,MA,Essex,2025-09-11T00:00:00Z,2025-08-15,current
2025-2026,BioBot,Municipal,Hopedale WWTP,506900.17500000005,2,Detected,2025-07-28T00:00:00Z,copies/L,Hopedale,MA,Worcester,2025-09-11T00:00:00Z,2025-07-28,current
2025-2026,BioBot,Municipal,S.Deerfield WWTP,161162.92,3,Detected,2025-08-04T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-09-11T00:00:00Z,2025-08-04,current
2025-2026,BioBot,Municipal,Brockton/ Abington,965850.7400000001,3,Detected,2025-09-01T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-09-11T00:00:00Z,2025-09-01,current
2025-2026,BioBot,Municipal,MFN Regional Wastewater District,117430.895,2,Detected,2025-07-18T00:00:00Z,copies/L,Norton,MA,Bristol,2025-09-11T00:00:00Z,2025-07-18,current
2025-2026,BioBot,Municipal,SESD-Peabody Metering Station,141634.5575,4,Detected,2025-07-14T00:00:00Z,copies/L,Salem,MA,Essex,2025-09-11T00:00:00Z,2025-07-14,current
2025-2026,BioBot,Municipal,SESD-Peabody Metering Station,130891.73666666665,3,Detected,2025-07-25T00:00:00Z,copies/L,Salem,MA,Essex,2025-09-11T00:00:00Z,2025-07-25,current
2025-2026,BioBot,Municipal,Surfside WTF,235070.11500000002,2,Detected,2025-06-30T00:00:00Z,copies/L,Nantucket,MA,Nantucket,2025-09-11T00:00:00Z,2025-06-30,current
2025-2026,BioBot,Municipal,MFN Regional Wastewater District,162873.86,2,Detected,2025-08-08T00:00:00Z,copies/L,Norton,MA,Bristol,2025-09-11T00:00:00Z,2025-08-08,current
2025-2026,BioBot,Municipal,Northampton WWTP,216138.2,1,Detected,2025-08-13T00:00:00Z,copies/L,Northampton,MA,Hampshire,2025-09-11T00:00:00Z,2025-08-13,current
2025-2026,BioBot,Municipal,Fitchburg Public Works,293298.955,4,Detected,2025-08-04T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-09-11T00:00:00Z,2025-08-04,current
2025-2026,BioBot,Municipal,SESD-Peabody/Salem Pump,878790.8875000001,4,Detected,2025-07-20T00:00:00Z,copies/L,Salem,MA,Essex,2025-09-11T00:00:00Z,2025-07-20,current
2025-2026,BioBot,Municipal,Northbridge Sewer Department,406305,2,Detected,2025-08-11T00:00:00Z,copies/L,Northbridge,MA,Worcester,2025-09-11T00:00:00Z,2025-08-11,current
2025-2026,BioBot,Municipal,Fall River WWTP,35310.82,2,Detected,2025-08-25T00:00:00Z,copies/L,Fall River,MA,Bristol,2025-09-11T00:00:00Z,2025-08-25,current
2025-2026,BioBot,Municipal,Amherst WWTP,102661.12,2,Detected,2025-08-13T00:00:00Z,copies/L,Hadley,MA,Hampshire,2025-09-11T00:00:00Z,2025-08-13,current
2025-2026,BioBot,Municipal,Surfside WTF,1927778.17,1,Detected,2025-09-02T00:00:00Z,copies/L,Nantucket,MA,Nantucket,2025-09-11T00:00:00Z,2025-09-02,current
2025-2026,BioBot,Municipal,Surfside WTF,447816.14499999996,2,Detected,2025-08-11T00:00:00Z,copies/L,Nantucket,MA,Nantucket,2025-09-11T00:00:00Z,2025-08-11,current
2025-2026,BioBot,Municipal,SESD-Peabody Metering Station,259857.26750000002,4,Detected,2025-08-17T00:00:00Z,copies/L,Salem,MA,Essex,2025-09-11T00:00:00Z,2025-08-17,current
2025-2026,BioBot,Municipal,Pittsfield WWTP,292724.82,4,Detected,2025-08-28T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-09-11T00:00:00Z,2025-08-28,current
2025-2026,BioBot,Municipal,Lynn WWTF,231680.6433333333,3,Detected,2025-07-29T00:00:00Z,copies/L,Lynn,MA,Essex,2025-09-11T00:00:00Z,2025-07-29,current
2025-2026,BioBot,Municipal,SESD-Peabody/Salem Pump,206685.36,4,Detected,2025-07-16T00:00:00Z,copies/L,Salem,MA,Essex,2025-09-11T00:00:00Z,2025-07-16,current
2025-2026,BioBot,Municipal,Brockton/ Abington,293296.69,4,Detected,2025-08-17T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-09-11T00:00:00Z,2025-08-17,current
2025-2026,BioBot,Municipal,Fitchburg Public Works,587626.8400000001,2,Detected,2025-09-02T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-09-11T00:00:00Z,2025-09-02,current
2025-2026,BioBot,Municipal,SESD-Peabody Metering Station,213204.79333333333,3,Detected,2025-08-05T00:00:00Z,copies/L,Salem,MA,Essex,2025-09-11T00:00:00Z,2025-08-05,current
2025-2026,BioBot,Municipal,SESD-Peabody/Salem Pump,824864.2125,4,Detected,2025-07-22T00:00:00Z,copies/L,Salem,MA,Essex,2025-09-11T00:00:00Z,2025-07-22,current
2025-2026,BioBot,Municipal,Wareham WPCF,169073.96,4,Detected,2025-07-28T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-09-11T00:00:00Z,2025-07-28,current
2025-2026,BioBot,Municipal,Northbridge Sewer Department,369874.57499999995,2,Detected,2025-08-21T00:00:00Z,copies/L,Northbridge,MA,Worcester,2025-09-11T00:00:00Z,2025-08-21,current
2025-2026,BioBot,Municipal,SESD-Peabody/Salem Pump,255267.5525,4,Detected,2025-08-13T00:00:00Z,copies/L,Salem,MA,Essex,2025-09-11T00:00:00Z,2025-08-13,current
2025-2026,BioBot,Municipal,SESD-Peabody/Salem Pump,1042392.0066666667,3,Detected,2025-07-26T00:00:00Z,copies/L,Salem,MA,Essex,2025-09-11T00:00:00Z,2025-07-26,current
2025-2026,BioBot,Municipal,SESD-Peabody Metering Station,253794.30333333334,3,Detected,2025-07-29T00:00:00Z,copies/L,Salem,MA,Essex,2025-09-11T00:00:00Z,2025-07-29,current
2025-2026,BioBot,Municipal,Sunderland WWTP,96277.05,1,Detected,2025-09-03T00:00:00Z,copies/L,Sunderland,MA,Franklin,2025-09-11T00:00:00Z,2025-09-03,current
2025-2026,BioBot,Municipal,Northbridge Sewer Department,411120.015,2,Detected,2025-08-07T00:00:00Z,copies/L,Northbridge,MA,Worcester,2025-09-11T00:00:00Z,2025-08-07,current
2025-2026,BioBot,Municipal,SESD-Peabody Metering Station,179429.10749999998,4,Detected,2025-07-12T00:00:00Z,copies/L,Salem,MA,Essex,2025-09-11T00:00:00Z,2025-07-12,current
2025-2026,BioBot,Municipal,Pittsfield WWTP,363117.12749999994,4,Detected,2025-08-18T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-09-11T00:00:00Z,2025-08-18,current
2025-2026,BioBot,Municipal,Upper Blackstone Clean Water,804855.2933333333,3,Detected,2025-09-01T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-09-11T00:00:00Z,2025-09-01,current
2025-2026,BioBot,Municipal,SESD-Peabody Metering Station,303532.50333333336,3,Detected,2025-07-06T00:00:00Z,copies/L,Salem,MA,Essex,2025-09-11T00:00:00Z,2025-07-06,current
2025-2026,BioBot,Municipal,Lynn WWTF,153944.065,2,Detected,2025-08-19T00:00:00Z,copies/L,Lynn,MA,Essex,2025-09-11T00:00:00Z,2025-08-19,current
2025-2026,BioBot,Municipal,Amherst WWTP,274781.47,1,Detected,2025-07-08T00:00:00Z,copies/L,Hadley,MA,Hampshire,2025-09-11T00:00:00Z,2025-07-08,current
2025-2026,BioBot,Municipal,Sunderland WWTP,26889.14,1,Detected,2025-07-02T00:00:00Z,copies/L,Sunderland,MA,Franklin,2025-09-11T00:00:00Z,2025-07-02,current
2025-2026,BioBot,Municipal,Northbridge Sewer Department,779513.63,2,Detected,2025-09-01T00:00:00Z,copies/L,Northbridge,MA,Worcester,2025-09-11T00:00:00Z,2025-09-01,current
2025-2026,BioBot,Municipal,SESD-Peabody/Salem Pump,108254.95666666667,3,Detected,2025-07-28T00:00:00Z,copies/L,Salem,MA,Essex,2025-09-11T00:00:00Z,2025-07-28,current
2025-2026,BioBot,Municipal,Amherst WWTP,112784.21,2,Detected,2025-08-05T00:00:00Z,copies/L,Hadley,MA,Hampshire,2025-09-11T00:00:00Z,2025-08-05,current
2025-2026,BioBot,Municipal,Hopedale WWTP,147960.405,2,Detected,2025-08-14T00:00:00Z,copies/L,Hopedale,MA,Worcester,2025-09-11T00:00:00Z,2025-08-14,current
2025-2026,BioBot,Municipal,Brockton/ Abington,283036.82,4,Detected,2025-07-31T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-09-11T00:00:00Z,2025-07-31,current
2025-2026,BioBot,Municipal,Hopedale WWTP,169443.65500000003,2,Detected,2025-09-04T00:00:00Z,copies/L,Hopedale,MA,Worcester,2025-09-11T00:00:00Z,2025-09-04,current
2025-2026,BioBot,Municipal,Uxbridge WWTF,340512.32666666666,3,Detected,2025-07-21T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2025-09-11T00:00:00Z,2025-07-21,current
2025-2026,BioBot,Municipal,Northampton WWTP,438884.57,1,Detected,2025-08-20T00:00:00Z,copies/L,Northampton,MA,Hampshire,2025-09-11T00:00:00Z,2025-08-20,current
2025-2026,BioBot,Municipal,Wareham WPCF,256815.16333333333,3,Detected,2025-09-02T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-09-11T00:00:00Z,2025-09-02,current
2025-2026,BioBot,Municipal,Fitchburg Public Works,165685.5975,4,Detected,2025-07-21T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-09-11T00:00:00Z,2025-07-21,current
2025-2026,BioBot,Municipal,Montague Clean Water Facility,0,1,Not Detected,2025-07-07T00:00:00Z,copies/L,Montague,MA,Franklin,2025-09-11T00:00:00Z,2025-07-07,current
2025-2026,BioBot,Municipal,Gloucester WWTP,77126.41,1,Detected,2025-07-22T00:00:00Z,copies/L,Gloucester,MA,Essex,2025-09-11T00:00:00Z,2025-07-22,current
2025-2026,BioBot,Municipal,Hopedale WWTP,4963514.245,2,Detected,2025-08-28T00:00:00Z,copies/L,Hopedale,MA,Worcester,2025-09-11T00:00:00Z,2025-08-28,current
2025-2026,BioBot,Municipal,Hopedale WWTP,850724.0900000001,2,Detected,2025-07-24T00:00:00Z,copies/L,Hopedale,MA,Worcester,2025-09-11T00:00:00Z,2025-07-24,current
2025-2026,BioBot,Municipal,Northampton WWTP,101507.5,1,Detected,2025-07-30T00:00:00Z,copies/L,Northampton,MA,Hampshire,2025-09-11T00:00:00Z,2025-07-30,current
2025-2026,BioBot,Municipal,Uxbridge WWTF,996755.4400000001,3,Detected,2025-08-18T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2025-09-11T00:00:00Z,2025-08-18,current
2025-2026,BioBot,Municipal,Upper Blackstone Clean Water,221574.94,4,Detected,2025-07-20T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-09-11T00:00:00Z,2025-07-20,current
2025-2026,BioBot,Municipal,South Hadley Div. of WPC,257049.83000000002,2,Detected,2025-08-23T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-09-11T00:00:00Z,2025-08-23,current
2025-2026,BioBot,Municipal,Gloucester WWTP,61894.83,1,Detected,2025-08-12T00:00:00Z,copies/L,Gloucester,MA,Essex,2025-09-11T00:00:00Z,2025-08-12,current
2025-2026,BioBot,Municipal,SESD-Peabody Metering Station,282758.475,4,Detected,2025-08-01T00:00:00Z,copies/L,Salem,MA,Essex,2025-09-11T00:00:00Z,2025-08-01,current
2025-2026,BioBot,Municipal,Montague Clean Water Facility,281835.78250000003,4,Detected,2025-07-28T00:00:00Z,copies/L,Montague,MA,Franklin,2025-09-11T00:00:00Z,2025-07-28,current
2025-2026,BioBot,Municipal,South Hadley Div. of WPC,74927.78,2,Detected,2025-07-02T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-09-11T00:00:00Z,2025-07-02,current
2025-2026,BioBot,Municipal,Amherst WWTP,218141.29499999998,2,Detected,2025-08-29T00:00:00Z,copies/L,Hadley,MA,Hampshire,2025-09-11T00:00:00Z,2025-08-29,current
2025-2026,BioBot,Municipal,Brockton/ Abington,154809.635,4,Detected,2025-07-17T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-09-11T00:00:00Z,2025-07-17,current
2025-2026,BioBot,Municipal,Uxbridge WWTF,1018186.8133333334,3,Detected,2025-08-13T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2025-09-11T00:00:00Z,2025-08-13,current
2025-2026,BioBot,Municipal,Upper Blackstone Clean Water,662440.7374999999,4,Detected,2025-08-10T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-09-11T00:00:00Z,2025-08-10,current
2025-2026,BioBot,Municipal,Billerica Treatment Plant,264711.46,1,Detected,2025-08-11T00:00:00Z,copies/L,Billerica,MA,Middlesex,2025-09-11T00:00:00Z,2025-08-11,current
2025-2026,BioBot,Municipal,Lynn WWTF,46096.69,2,Detected,2025-07-08T00:00:00Z,copies/L,Lynn,MA,Essex,2025-09-11T00:00:00Z,2025-07-08,current
2025-2026,BioBot,Municipal,Brockton/ Abington,533288.6950000001,4,Detected,2025-08-10T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-09-11T00:00:00Z,2025-08-10,current
2025-2026,BioBot,Municipal,Hopedale WWTP,62539.705,2,Detected,2025-08-04T00:00:00Z,copies/L,Hopedale,MA,Worcester,2025-09-11T00:00:00Z,2025-08-04,current
2025-2026,BioBot,Municipal,Wareham WPCF,115233.7875,4,Detected,2025-08-18T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-09-11T00:00:00Z,2025-08-18,current
2025-2026,BioBot,Municipal,Uxbridge WWTF,302314.19,2,Detected,2025-07-09T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2025-09-11T00:00:00Z,2025-07-09,current
2025-2026,BioBot,Municipal,MFN Regional Wastewater District,179814.71000000002,2,Detected,2025-07-21T00:00:00Z,copies/L,Norton,MA,Bristol,2025-09-11T00:00:00Z,2025-07-21,current
2025-2026,BioBot,Municipal,Sunderland WWTP,95383.28,1,Detected,2025-08-06T00:00:00Z,copies/L,Sunderland,MA,Franklin,2025-09-11T00:00:00Z,2025-08-06,current
2025-2026,BioBot,Municipal,Hull WWTF,406161.22,3,Detected,2025-09-02T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-09-11T00:00:00Z,2025-09-02,current
2025-2026,BioBot,Municipal,SESD-Peabody/Salem Pump,96452.755,4,Detected,2025-07-02T00:00:00Z,copies/L,Salem,MA,Essex,2025-09-11T00:00:00Z,2025-07-02,current
2025-2026,BioBot,Municipal,Plymouth Headworks Influent,149486.83000000002,4,Detected,2025-07-29T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2025-09-11T00:00:00Z,2025-07-29,current
2025-2026,BioBot,Municipal,Uxbridge WWTF,139354.57333333333,3,Detected,2025-07-07T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2025-09-11T00:00:00Z,2025-07-07,current
2025-2026,BioBot,Municipal,Pittsfield WWTP,69493.75,4,Detected,2025-06-30T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-09-11T00:00:00Z,2025-06-30,current
2025-2026,BioBot,Municipal,Lowell Regional WWTF,284376.64,1,Detected,2025-08-19T00:00:00Z,copies/L,Lowell,MA,Middlesex,2025-09-11T00:00:00Z,2025-08-19,current
2025-2026,BioBot,Municipal,SESD-Peabody Metering Station,449252.075,4,Detected,2025-08-11T00:00:00Z,copies/L,Salem,MA,Essex,2025-09-11T00:00:00Z,2025-08-11,current
2025-2026,BioBot,Municipal,Lowell Regional WWTF,217431.31,1,Detected,2025-08-05T00:00:00Z,copies/L,Lowell,MA,Middlesex,2025-09-11T00:00:00Z,2025-08-05,current
2025-2026,BioBot,Municipal,Gloucester WWTP,123008.23,1,Detected,2025-07-01T00:00:00Z,copies/L,Gloucester,MA,Essex,2025-09-11T00:00:00Z,2025-07-01,current
2025-2026,BioBot,Municipal,Greenfield WPCF,106803.98999999999,2,Detected,2025-07-09T00:00:00Z,copies/L,Greenfield,MA,Franklin,2025-09-11T00:00:00Z,2025-07-09,current
2025-2026,BioBot,Municipal,New Bedford WWTF,119634.24,1,Detected,2025-07-22T00:00:00Z,copies/L,New Bedford,MA,Bristol,2025-09-11T00:00:00Z,2025-07-22,current
2025-2026,BioBot,Municipal,Whitman,207111.02999999997,4,Detected,2025-07-28T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-09-11T00:00:00Z,2025-07-28,current
2025-2026,BioBot,Municipal,Pittsfield WWTP,176066.835,4,Detected,2025-08-25T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-09-11T00:00:00Z,2025-08-25,current
2025-2026,BioBot,Municipal,Springfield WWTP,306762.34,2,Detected,2025-08-19T00:00:00Z,copies/L,Agawam,MA,Hampden,2025-09-11T00:00:00Z,2025-08-19,current
2025-2026,BioBot,Municipal,Billerica Treatment Plant,273385.735,2,Detected,2025-08-13T00:00:00Z,copies/L,Billerica,MA,Middlesex,2025-09-11T00:00:00Z,2025-08-13,current
2025-2026,BioBot,Municipal,Greenfield WPCF,102497.745,2,Detected,2025-08-27T00:00:00Z,copies/L,Greenfield,MA,Franklin,2025-09-11T00:00:00Z,2025-08-27,current
2025-2026,BioBot,Municipal,Lowell Regional WWTF,211704.3,1,Detected,2025-07-22T00:00:00Z,copies/L,Lowell,MA,Middlesex,2025-09-11T00:00:00Z,2025-07-22,current
2025-2026,BioBot,Municipal,Brockton/ Abington,287809.5175,4,Detected,2025-08-03T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-09-11T00:00:00Z,2025-08-03,current
2025-2026,BioBot,Municipal,Northbridge Sewer Department,238938.19,2,Detected,2025-08-04T00:00:00Z,copies/L,Northbridge,MA,Worcester,2025-09-11T00:00:00Z,2025-08-04,current
2025-2026,BioBot,Municipal,South Hadley Div. of WPC,42310.24,1,Detected,2025-07-09T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-09-11T00:00:00Z,2025-07-09,current
2025-2026,BioBot,Municipal,Brockton/ Abington,521037.1775,4,Detected,2025-08-07T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-09-11T00:00:00Z,2025-08-07,current
2025-2026,BioBot,Municipal,Whitman,186241.99750000003,4,Detected,2025-07-21T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-09-11T00:00:00Z,2025-07-21,current
2025-2026,BioBot,Municipal,Springfield WWTP,142721.69,2,Detected,2025-07-01T00:00:00Z,copies/L,Agawam,MA,Hampden,2025-09-11T00:00:00Z,2025-07-01,current
2025-2026,BioBot,Municipal,Whitman,654082.7225,4,Detected,2025-08-25T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-09-11T00:00:00Z,2025-08-25,current
2025-2026,BioBot,Municipal,Springfield WWTP,1042841.165,2,Detected,2025-08-21T00:00:00Z,copies/L,Agawam,MA,Hampden,2025-09-11T00:00:00Z,2025-08-21,current
2025-2026,BioBot,Municipal,Gloucester WWTP,880474.45,1,Detected,2025-09-02T00:00:00Z,copies/L,Gloucester,MA,Essex,2025-09-11T00:00:00Z,2025-09-02,current
2025-2026,BioBot,Municipal,Whitman,1099236.9725,4,Detected,2025-08-11T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-09-11T00:00:00Z,2025-08-11,current
2025-2026,BioBot,Municipal,Pittsfield WWTP,183244.61250000002,4,Detected,2025-08-14T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-09-11T00:00:00Z,2025-08-14,current
2025-2026,BioBot,Municipal,Northbridge Sewer Department,75942.03,2,Detected,2025-07-14T00:00:00Z,copies/L,Northbridge,MA,Worcester,2025-09-11T00:00:00Z,2025-07-14,current
2025-2026,BioBot,Municipal,Gloucester WWTP,154922.81,1,Detected,2025-07-15T00:00:00Z,copies/L,Gloucester,MA,Essex,2025-09-11T00:00:00Z,2025-07-15,current
2025-2026,BioBot,Municipal,Upper Blackstone Clean Water,276560.9075,4,Detected,2025-07-27T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-09-11T00:00:00Z,2025-07-27,current
2025-2026,BioBot,Municipal,Hopedale WWTP,106317.04,2,Detected,2025-07-14T00:00:00Z,copies/L,Hopedale,MA,Worcester,2025-09-11T00:00:00Z,2025-07-14,current
2025-2026,BioBot,Municipal,Surfside WTF,106595.74,2,Detected,2025-07-14T00:00:00Z,copies/L,Nantucket,MA,Nantucket,2025-09-11T00:00:00Z,2025-07-14,current
2025-2026,BioBot,Municipal,S.Deerfield WWTP,47669.5,1,Detected,2025-07-07T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-09-11T00:00:00Z,2025-07-07,current
2025-2026,BioBot,Municipal,Fitchburg Public Works,330453.16,1,Detected,2025-08-12T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-09-11T00:00:00Z,2025-08-12,current
2025-2026,BioBot,Municipal,MFN Regional Wastewater District,76654.23999999999,2,Detected,2025-08-01T00:00:00Z,copies/L,Norton,MA,Bristol,2025-09-11T00:00:00Z,2025-08-01,current
2025-2026,BioBot,Municipal,South Hadley Div. of WPC,280730.21,1,Detected,2025-08-06T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-09-11T00:00:00Z,2025-08-06,current
2025-2026,BioBot,Municipal,Fitchburg Public Works,669088.4400000001,3,Detected,2025-08-28T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-09-11T00:00:00Z,2025-08-28,current
2025-2026,BioBot,Municipal,Douglas WWTP,1067985.28,1,Detected,2025-08-28T00:00:00Z,copies/L,East Douglas,MA,Worcester,2025-09-11T00:00:00Z,2025-08-28,current
2025-2026,BioBot,Municipal,Pittsfield WWTP,350759.21666666673,3,Detected,2025-09-02T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-09-11T00:00:00Z,2025-09-02,current
2025-2026,BioBot,Municipal,New Bedford WWTF,24431.16,1,Detected,2025-07-01T00:00:00Z,copies/L,New Bedford,MA,Bristol,2025-09-11T00:00:00Z,2025-07-01,current
2025-2026,BioBot,Municipal,S.Deerfield WWTP,543054.81,3,Not Detected,2025-08-25T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-09-11T00:00:00Z,2025-08-25,current
2025-2026,BioBot,Municipal,SESD-Peabody Metering Station,247481.9733333333,3,Detected,2025-07-04T00:00:00Z,copies/L,Salem,MA,Essex,2025-09-11T00:00:00Z,2025-07-04,current
2025-2026,BioBot,Municipal,New Bedford WWTF,59699.34,1,Detected,2025-07-08T00:00:00Z,copies/L,New Bedford,MA,Bristol,2025-09-11T00:00:00Z,2025-07-08,current
2025-2026,BioBot,Municipal,Fall River WWTP,49295.54333333333,3,Detected,2025-08-05T00:00:00Z,copies/L,Fall River,MA,Bristol,2025-09-11T00:00:00Z,2025-08-05,current
2025-2026,BioBot,Municipal,Amherst WWTP,171756.62,2,Detected,2025-08-21T00:00:00Z,copies/L,Hadley,MA,Hampshire,2025-09-11T00:00:00Z,2025-08-21,current
2025-2026,BioBot,Municipal,MFN Regional Wastewater District,254281.79,1,Detected,2025-06-30T00:00:00Z,copies/L,Norton,MA,Bristol,2025-09-11T00:00:00Z,2025-06-30,current
2025-2026,BioBot,Municipal,Billerica Treatment Plant,139430.24,2,Detected,2025-07-22T00:00:00Z,copies/L,Billerica,MA,Middlesex,2025-09-11T00:00:00Z,2025-07-22,current
2025-2026,BioBot,Municipal,Uxbridge WWTF,147434.67666666667,3,Detected,2025-07-30T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2025-09-11T00:00:00Z,2025-07-30,current
2025-2026,BioBot,Municipal,Upper Blackstone Clean Water,389291.6275,4,Detected,2025-08-03T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-09-11T00:00:00Z,2025-08-03,current
2025-2026,BioBot,Municipal,Haverhill WWTP,175078.53666666665,3,Detected,2025-08-13T00:00:00Z,copies/L,Haverhill,MA,Essex,2025-09-11T00:00:00Z,2025-08-13,current
2025-2026,BioBot,Municipal,Haverhill WWTP,219400.04666666666,3,Detected,2025-08-13T00:00:00Z,copies/L,Haverhill,MA,Essex,2025-09-11T00:00:00Z,2025-08-13,current
2025-2026,BioBot,Municipal,Billerica Treatment Plant,193883.6466666667,3,Detected,2025-07-28T00:00:00Z,copies/L,Billerica,MA,Middlesex,2025-09-11T00:00:00Z,2025-07-28,current
2025-2026,BioBot,Municipal,Brockton/ Abington,383409.8525,4,Detected,2025-07-27T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-09-11T00:00:00Z,2025-07-27,current
2025-2026,BioBot,Municipal,Springfield WWTP,158648.86,2,Detected,2025-07-03T00:00:00Z,copies/L,Agawam,MA,Hampden,2025-09-11T00:00:00Z,2025-07-03,current
2025-2026,BioBot,Municipal,Surfside WTF,511958.38,2,Detected,2025-07-28T00:00:00Z,copies/L,Nantucket,MA,Nantucket,2025-09-11T00:00:00Z,2025-07-28,current
2025-2026,BioBot,Municipal,Hopedale WWTP,184809.81,1,Detected,2025-07-10T00:00:00Z,copies/L,Hopedale,MA,Worcester,2025-09-11T00:00:00Z,2025-07-10,current
2025-2026,BioBot,Municipal,Fall River WWTP,20993.3125,4,Detected,2025-07-27T00:00:00Z,copies/L,Fall River,MA,Bristol,2025-09-11T00:00:00Z,2025-07-27,current
2025-2026,BioBot,Municipal,Northbridge Sewer Department,310201.92000000004,2,Detected,2025-08-28T00:00:00Z,copies/L,Northbridge,MA,Worcester,2025-09-11T00:00:00Z,2025-08-28,current
2025-2026,BioBot,Municipal,SESD-Peabody/Salem Pump,163461.885,4,Detected,2025-07-14T00:00:00Z,copies/L,Salem,MA,Essex,2025-09-11T00:00:00Z,2025-07-14,current
2025-2026,BioBot,Municipal,Northampton WWTP,227833.46,1,Detected,2025-07-23T00:00:00Z,copies/L,Northampton,MA,Hampshire,2025-09-11T00:00:00Z,2025-07-23,current
2025-2026,BioBot,Municipal,SESD-Peabody/Salem Pump,128356.46200000001,5,Detected,2025-08-01T00:00:00Z,copies/L,Salem,MA,Essex,2025-09-11T00:00:00Z,2025-08-01,current
2025-2026,BioBot,Municipal,Plymouth Headworks Influent,218950.35,2,Detected,2025-08-19T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2025-09-11T00:00:00Z,2025-08-19,current
2025-2026,BioBot,Municipal,Plymouth Headworks Influent,371996.0933333333,3,Detected,2025-08-05T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2025-09-11T00:00:00Z,2025-08-05,current
2025-2026,BioBot,Municipal,Lynn WWTF,75047.76666666666,3,Detected,2025-07-15T00:00:00Z,copies/L,Lynn,MA,Essex,2025-09-11T00:00:00Z,2025-07-15,current
