respiratory_season,tester,site_type,name_of_sampling_location,7_day_average_of_sars-cov-2_concentration,number_of_samples_in_the_last_7_days,sars-cov-2_detected,sample_collection_date,units_(measuring_concentration),city_of_sampling_location,state_of_sampling_location,county_of_sampling_location,date_data_last_updated,date,source
2024-2025,BioBot,Municipal,MWRA Southern,555174.414,7,Detected,2024-09-14T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-09-14,current
2024-2025,BioBot,Municipal,MWRA Southern,680315.7113857142,7,Detected,2024-07-09T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-07-09,current
2024-2025,BioBot,Municipal,Wareham WPCF,1023303.85615,4,Detected,2024-08-27T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-01-30T00:00:00Z,2024-08-27,current
2024-2025,BioBot,Municipal,Hopedale WWTP,764760.6217499999,2,Detected,2024-07-02T00:00:00Z,copies/L,Hopedale,MA,Worcester,2025-01-30T00:00:00Z,2024-07-02,current
2024-2025,BioBot,Municipal,Wareham WPCF,1352614.2780250001,4,Detected,2025-01-14T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-01-30T00:00:00Z,2025-01-14,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,174259.37478,4,Detected,2024-11-18T00:00:00Z,copies/L,North Andover,MA,Essex,2025-01-30T00:00:00Z,2024-11-18,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,1496124.443,3,Detected,2025-01-21T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-01-30T00:00:00Z,2025-01-21,current
2024-2025,BioBot,Municipal,Uxbridge WWTF,1067823.3415,3,Detected,2024-09-04T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2025-01-30T00:00:00Z,2024-09-04,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,276137.39084999997,4,Detected,2024-11-06T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-01-30T00:00:00Z,2024-11-06,current
2024-2025,BioBot,Municipal,Whitman,1919682.6134999997,4,Detected,2025-01-08T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-01-30T00:00:00Z,2025-01-08,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,1735833.16365,4,Detected,2024-08-19T00:00:00Z,copies/L,North Andover,MA,Essex,2025-01-30T00:00:00Z,2024-08-19,current
2024-2025,BioBot,Municipal,MWRA Northern,235529.23099999997,7,Detected,2024-11-01T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-11-01,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,536040.994775,4,Detected,2024-10-02T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-01-30T00:00:00Z,2024-10-02,current
2024-2025,BioBot,Municipal,Brockton/ Abington,486240.58570000005,4,Detected,2024-11-05T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-01-30T00:00:00Z,2024-11-05,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,863664.77935,4,Detected,2024-07-22T00:00:00Z,copies/L,North Andover,MA,Essex,2025-01-30T00:00:00Z,2024-07-22,current
2024-2025,BioBot,Municipal,MWRA Southern,686352.4165857143,7,Detected,2024-08-20T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-08-20,current
2024-2025,BioBot,Municipal,Greenfield WPCF,502982.09285,2,Detected,2024-10-24T00:00:00Z,copies/L,Greenfield,MA,Franklin,2025-01-30T00:00:00Z,2024-10-24,current
2024-2025,BioBot,Municipal,MWRA Southern,193726.35551428568,7,Detected,2024-10-20T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-10-20,current
2024-2025,BioBot,Municipal,MWRA Southern,141479.6490642857,7,Detected,2024-11-19T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-11-19,current
2024-2025,BioBot,Municipal,Wareham WPCF,288082.52846666664,3,Detected,2024-10-23T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-01-30T00:00:00Z,2024-10-23,current
2024-2025,BioBot,Municipal,MWRA Northern,110681.05229142857,7,Detected,2024-11-22T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-11-22,current
2024-2025,BioBot,Municipal,South Hadley Div. of WPC,814126.0267,4,Detected,2024-07-27T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-01-30T00:00:00Z,2024-07-27,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,512147.84928499995,4,Detected,2024-12-09T00:00:00Z,copies/L,North Andover,MA,Essex,2025-01-30T00:00:00Z,2024-12-09,current
2024-2025,BioBot,Municipal,Hull WWTF,629729.9776333333,3,Detected,2024-07-18T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-01-30T00:00:00Z,2024-07-18,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,467603.76907499996,4,Detected,2024-10-07T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-01-30T00:00:00Z,2024-10-07,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,547273.9869666666,3,Detected,2024-08-14T00:00:00Z,copies/L,Montague,MA,Franklin,2025-01-30T00:00:00Z,2024-08-14,current
2024-2025,BioBot,Municipal,South Hadley Div. of WPC,1215487.6417,4,Detected,2025-01-04T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-01-30T00:00:00Z,2025-01-04,current
2024-2025,BioBot,Municipal,S.Deerfield WWTP,1039918.8313666667,3,Detected,2024-07-31T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-01-30T00:00:00Z,2024-07-31,current
2024-2025,BioBot,Municipal,MWRA Southern,689609.6174142858,7,Detected,2024-08-19T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-08-19,current
2024-2025,BioBot,Municipal,MWRA Southern,1117738.1814428573,7,Detected,2024-12-29T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-12-29,current
2024-2025,BioBot,Municipal,MWRA Northern,166207.70641428573,7,Detected,2024-11-07T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-11-07,current
2024-2025,BioBot,Municipal,MWRA Northern,756332.8502142857,7,Detected,2024-07-22T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-07-22,current
2024-2025,BioBot,Municipal,MWRA Southern,583199.0399714286,7,Detected,2024-09-16T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-09-16,current
2024-2025,BioBot,Municipal,MWRA Southern,305113.53699999995,7,Detected,2024-12-03T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-12-03,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,681080.3673999999,4,Detected,2024-09-12T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-01-30T00:00:00Z,2024-09-12,current
2024-2025,BioBot,Municipal,S.Deerfield WWTP,2107321.2908333335,3,Detected,2024-09-04T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-01-30T00:00:00Z,2024-09-04,current
2024-2025,BioBot,Municipal,MWRA Northern,142477.88714285713,7,Detected,2024-10-28T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-10-28,current
2024-2025,BioBot,Municipal,MWRA Southern,678691.8034285714,7,Detected,2024-08-27T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-08-27,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,2174955.173533333,3,Detected,2025-01-14T00:00:00Z,copies/L,Montague,MA,Franklin,2025-01-30T00:00:00Z,2025-01-14,current
2024-2025,BioBot,Municipal,Wareham WPCF,1104106.0247666666,3,Detected,2024-12-04T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-01-30T00:00:00Z,2024-12-04,current
2024-2025,BioBot,Municipal,MWRA Northern,690533.2040142857,7,Detected,2024-08-11T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-08-11,current
2024-2025,BioBot,Municipal,Wareham WPCF,965522.243025,4,Detected,2024-08-21T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-01-30T00:00:00Z,2024-08-21,current
2024-2025,BioBot,Municipal,Whitman,2142089.34605,4,Detected,2024-12-10T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-01-30T00:00:00Z,2024-12-10,current
2024-2025,BioBot,Municipal,Whitman,2659859.41655,4,Detected,2024-12-10T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-01-30T00:00:00Z,2024-12-10,current
2024-2025,BioBot,Municipal,Whitman,1118621.546575,4,Detected,2024-09-12T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-01-30T00:00:00Z,2024-09-12,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,771305.009375,4,Detected,2024-07-30T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-01-30T00:00:00Z,2024-07-30,current
2024-2025,BioBot,Municipal,MWRA Southern,589599.288,7,Detected,2024-09-17T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-09-17,current
2024-2025,BioBot,Municipal,Amherst WWTP,605907.7961666667,3,Detected,2024-08-14T00:00:00Z,copies/L,Hadley,MA,Hampshire,2025-01-30T00:00:00Z,2024-08-14,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,773405.0940999999,4,Detected,2024-07-26T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-01-30T00:00:00Z,2024-07-26,current
2024-2025,BioBot,Municipal,Wareham WPCF,361654.475125,4,Detected,2024-10-03T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-01-30T00:00:00Z,2024-10-03,current
2024-2025,BioBot,Municipal,MWRA Northern,742735.2088857143,7,Detected,2024-09-17T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-09-17,current
2024-2025,BioBot,Municipal,MWRA Southern,749237.9324571429,7,Detected,2024-08-15T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-08-15,current
2024-2025,BioBot,Municipal,South Hadley Div. of WPC,300851.8798,4,Detected,2024-10-12T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-01-30T00:00:00Z,2024-10-12,current
2024-2025,BioBot,Municipal,Greenfield WPCF,107605.087545,2,Detected,2024-11-14T00:00:00Z,copies/L,Greenfield,MA,Franklin,2025-01-30T00:00:00Z,2024-11-14,current
2024-2025,BioBot,Municipal,S.Deerfield WWTP,4705311.685833334,3,Detected,2024-07-23T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-01-30T00:00:00Z,2024-07-23,current
2024-2025,BioBot,Municipal,MWRA Northern,625264.3694,7,Detected,2025-01-21T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2025-01-21,current
2024-2025,BioBot,Municipal,Greenfield WPCF,94963.737775,2,Detected,2024-11-21T00:00:00Z,copies/L,Greenfield,MA,Franklin,2025-01-30T00:00:00Z,2024-11-21,current
2024-2025,BioBot,Municipal,Lynn WWTF,945600.1770666667,3,Detected,2024-07-17T00:00:00Z,copies/L,Lynn,MA,Essex,2025-01-30T00:00:00Z,2024-07-17,current
2024-2025,BioBot,Municipal,Plymouth Headworks Influent,763744.3340000001,3,Detected,2024-07-16T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2025-01-30T00:00:00Z,2024-07-16,current
2024-2025,BioBot,Municipal,Whitman,8814290.596625,4,Detected,2024-10-31T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-01-30T00:00:00Z,2024-10-31,current
2024-2025,BioBot,Municipal,South Hadley Div. of WPC,335396.720825,4,Detected,2024-10-19T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-01-30T00:00:00Z,2024-10-19,current
2024-2025,BioBot,Municipal,Whitman,708060.0790500001,4,Detected,2024-07-03T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-01-30T00:00:00Z,2024-07-03,current
2024-2025,BioBot,Municipal,MWRA Southern,323627.71457142854,7,Detected,2024-10-01T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-10-01,current
2024-2025,BioBot,Municipal,MWRA Northern,138136.35447857142,7,Detected,2024-11-18T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-11-18,current
2024-2025,BioBot,Municipal,MWRA Northern,628734.5807714285,7,Detected,2024-08-19T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-08-19,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,1055530.90705,4,Detected,2024-07-24T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-01-30T00:00:00Z,2024-07-24,current
2024-2025,BioBot,Municipal,Plymouth Headworks Influent,735179.3777333334,3,Detected,2024-07-17T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2025-01-30T00:00:00Z,2024-07-17,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,150839.528275,4,Detected,2024-10-09T00:00:00Z,copies/L,North Andover,MA,Essex,2025-01-30T00:00:00Z,2024-10-09,current
2024-2025,BioBot,Municipal,MWRA Southern,499179.5877857143,7,Detected,2024-09-04T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-09-04,current
2024-2025,BioBot,Municipal,MWRA Northern,484858.41221428575,7,Detected,2024-12-11T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-12-11,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,365240.703375,4,Detected,2024-11-20T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-01-30T00:00:00Z,2024-11-20,current
2024-2025,BioBot,Municipal,MWRA Northern,487627.66614285717,7,Detected,2024-12-17T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-12-17,current
2024-2025,BioBot,Municipal,MWRA Southern,596220.8891142857,7,Detected,2024-12-11T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-12-11,current
2024-2025,BioBot,Municipal,Plymouth Headworks Influent,405138.57759999996,2,Detected,2024-09-19T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2025-01-30T00:00:00Z,2024-09-19,current
2024-2025,BioBot,Municipal,MWRA Northern,833801.3546285713,7,Detected,2024-07-07T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-07-07,current
2024-2025,BioBot,Municipal,South Hadley Div. of WPC,1049320.17715,4,Detected,2024-08-31T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-01-30T00:00:00Z,2024-08-31,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,2466455.432575,4,Detected,2024-09-17T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-01-30T00:00:00Z,2024-09-17,current
2024-2025,BioBot,Municipal,Whitman,1758500.1578399998,5,Detected,2024-10-08T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-01-30T00:00:00Z,2024-10-08,current
2024-2025,BioBot,Municipal,Wareham WPCF,222958.87251749999,4,Detected,2024-10-29T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-01-30T00:00:00Z,2024-10-29,current
2024-2025,BioBot,Municipal,MWRA Southern,227340.85016285715,7,Detected,2024-11-14T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-11-14,current
2024-2025,BioBot,Municipal,Fall River WWTP,345310.27032,5,Detected,2024-08-27T00:00:00Z,copies/L,Fall River,MA,Bristol,2025-01-30T00:00:00Z,2024-08-27,current
2024-2025,BioBot,Municipal,MWRA Southern,632576.6172714287,7,Detected,2024-08-25T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-08-25,current
2024-2025,BioBot,Municipal,Plymouth Headworks Influent,668702.2683,3,Detected,2024-09-05T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2025-01-30T00:00:00Z,2024-09-05,current
2024-2025,BioBot,Municipal,S.Deerfield WWTP,312314.5680573333,3,Detected,2024-09-11T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-01-30T00:00:00Z,2024-09-11,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,338167.25430000003,4,Detected,2024-10-18T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-01-30T00:00:00Z,2024-10-18,current
2024-2025,BioBot,Municipal,MWRA Southern,681608.3776142858,7,Detected,2024-08-05T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-08-05,current
2024-2025,BioBot,Municipal,MWRA Southern,867247.7248,7,Detected,2025-01-14T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2025-01-14,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,549443.872825,4,Detected,2024-10-11T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-01-30T00:00:00Z,2024-10-11,current
2024-2025,BioBot,Municipal,MWRA Northern,577226.4188857144,7,Detected,2024-08-05T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-08-05,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,1172970.193725,4,Detected,2025-01-07T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-01-30T00:00:00Z,2025-01-07,current
2024-2025,BioBot,Municipal,MWRA Northern,852888.9941285715,7,Detected,2024-07-16T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-07-16,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,965738.5565666667,3,Detected,2024-07-17T00:00:00Z,copies/L,Montague,MA,Franklin,2025-01-30T00:00:00Z,2024-07-17,current
2024-2025,BioBot,Municipal,Fall River WWTP,176687.92618,5,Detected,2024-07-01T00:00:00Z,copies/L,Fall River,MA,Bristol,2025-01-30T00:00:00Z,2024-07-01,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,1035743.3997,4,Detected,2025-01-14T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-01-30T00:00:00Z,2025-01-14,current
2024-2025,BioBot,Municipal,Wareham WPCF,180457.79593999998,4,Detected,2024-10-10T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-01-30T00:00:00Z,2024-10-10,current
2024-2025,BioBot,Municipal,Wareham WPCF,207309.166515,4,Detected,2024-10-10T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-01-30T00:00:00Z,2024-10-10,current
2024-2025,BioBot,Municipal,MWRA Southern,183904.25249999997,7,Detected,2024-10-21T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-10-21,current
2024-2025,BioBot,Municipal,MWRA Northern,107361.35863571429,7,Detected,2024-11-20T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-11-20,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,1871582.878475,4,Detected,2024-08-14T00:00:00Z,copies/L,North Andover,MA,Essex,2025-01-30T00:00:00Z,2024-08-14,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,731560.43705,4,Detected,2024-07-09T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-01-30T00:00:00Z,2024-07-09,current
2024-2025,BioBot,Municipal,MWRA Northern,251492.93553333334,6,Detected,2024-09-23T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-09-23,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,521807.20295000006,4,Detected,2024-10-01T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-01-30T00:00:00Z,2024-10-01,current
2024-2025,BioBot,Municipal,Whitman,936697.760275,4,Detected,2024-07-18T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-01-30T00:00:00Z,2024-07-18,current
2024-2025,BioBot,Municipal,MWRA Southern,723937.0493857143,7,Detected,2024-07-01T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-07-01,current
2024-2025,BioBot,Municipal,Hull WWTF,316909.13815,2,Detected,2024-10-09T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-01-30T00:00:00Z,2024-10-09,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,312692.01378,5,Detected,2024-10-22T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-01-30T00:00:00Z,2024-10-22,current
2024-2025,BioBot,Municipal,Fall River WWTP,473892.68049999996,4,Detected,2024-07-16T00:00:00Z,copies/L,Fall River,MA,Bristol,2025-01-30T00:00:00Z,2024-07-16,current
2024-2025,BioBot,Municipal,Whitman,6528997.483666667,3,Detected,2024-08-28T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-01-30T00:00:00Z,2024-08-28,current
2024-2025,BioBot,Municipal,Hull WWTF,3886349.3856666666,3,Detected,2024-08-21T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-01-30T00:00:00Z,2024-08-21,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,424891.5246333334,3,Detected,2024-07-03T00:00:00Z,copies/L,Montague,MA,Franklin,2025-01-30T00:00:00Z,2024-07-03,current
2024-2025,BioBot,Municipal,MWRA Southern,665131.4914142856,7,Detected,2024-12-19T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-12-19,current
2024-2025,BioBot,Municipal,Wareham WPCF,798743.9781,3,Detected,2024-12-24T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-01-30T00:00:00Z,2024-12-24,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,581135.0756249999,4,Detected,2024-10-08T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-01-30T00:00:00Z,2024-10-08,current
2024-2025,BioBot,Municipal,Hull WWTF,371136.9703,3,Detected,2024-11-20T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-01-30T00:00:00Z,2024-11-20,current
2024-2025,BioBot,Municipal,MWRA Southern,322247.60474285716,7,Detected,2024-09-30T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-09-30,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,836459.7566999999,3,Detected,2024-07-09T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-01-30T00:00:00Z,2024-07-09,current
2024-2025,BioBot,Municipal,MWRA Southern,1607952.6356857142,7,Detected,2024-07-18T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-07-18,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,461912.565575,4,Detected,2024-10-31T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-01-30T00:00:00Z,2024-10-31,current
2024-2025,BioBot,Municipal,MWRA Northern,441799.3706857143,7,Detected,2024-09-09T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-09-09,current
2024-2025,BioBot,Municipal,MWRA Northern,216880.47137142855,7,Detected,2024-10-07T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-10-07,current
2024-2025,BioBot,Municipal,Hull WWTF,484239.33650000003,3,Detected,2024-10-30T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-01-30T00:00:00Z,2024-10-30,current
2024-2025,BioBot,Municipal,Lynn WWTF,255626.56009999997,3,Detected,2024-11-21T00:00:00Z,copies/L,Lynn,MA,Essex,2025-01-30T00:00:00Z,2024-11-21,current
2024-2025,BioBot,Municipal,MWRA Northern,447893.1781285714,7,Detected,2024-12-09T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-12-09,current
2024-2025,BioBot,Municipal,Brockton/ Abington,717913.2834750001,4,Detected,2024-09-16T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-01-30T00:00:00Z,2024-09-16,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,776549.9002525,4,Detected,2024-12-17T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-01-30T00:00:00Z,2024-12-17,current
2024-2025,BioBot,Municipal,Wareham WPCF,308113.83905,4,Detected,2024-10-01T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-01-30T00:00:00Z,2024-10-01,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,455786.690925,4,Detected,2024-10-01T00:00:00Z,copies/L,North Andover,MA,Essex,2025-01-30T00:00:00Z,2024-10-01,current
