respiratory_season,tester,site_type,name_of_sampling_location,7_day_average_of_sars-cov-2_concentration,number_of_samples_in_the_last_7_days,sars-cov-2_detected,sample_collection_date,units_(measuring_concentration),city_of_sampling_location,state_of_sampling_location,county_of_sampling_location,date_data_last_updated,date,source
2024-2025,BioBot,Municipal,Brockton/ Abington,263051.586875,4,Detected,2024-10-29T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-01-30T00:00:00Z,2024-10-29,current
2024-2025,BioBot,Municipal,MWRA Northern,724329.1953714285,7,Detected,2024-07-03T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-07-03,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,995925.60055,4,Detected,2024-07-09T00:00:00Z,copies/L,North Andover,MA,Essex,2025-01-30T00:00:00Z,2024-07-09,current
2024-2025,BioBot,Municipal,Fall River WWTP,388128.7462333333,3,Detected,2024-08-14T00:00:00Z,copies/L,Fall River,MA,Bristol,2025-01-30T00:00:00Z,2024-08-14,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,8240384.51525,4,Detected,2024-09-17T00:00:00Z,copies/L,North Andover,MA,Essex,2025-01-30T00:00:00Z,2024-09-17,current
2024-2025,BioBot,Municipal,MWRA Northern,340762.1344142857,7,Detected,2024-12-07T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-12-07,current
2024-2025,BioBot,Municipal,Brockton/ Abington,1454090.6423333334,3,Detected,2025-01-21T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-01-30T00:00:00Z,2025-01-21,current
2024-2025,BioBot,Municipal,MWRA Northern,220960.9295857143,7,Detected,2024-10-08T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-10-08,current
2024-2025,BioBot,Municipal,Whitman,1648145.093666667,3,Detected,2025-01-07T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-01-30T00:00:00Z,2025-01-07,current
2024-2025,BioBot,Municipal,MWRA Northern,170686.9256557143,7,Detected,2024-11-12T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-11-12,current
2024-2025,BioBot,Municipal,Lynn WWTF,125615.10215666665,3,Detected,2024-10-17T00:00:00Z,copies/L,Lynn,MA,Essex,2025-01-30T00:00:00Z,2024-10-17,current
2024-2025,BioBot,Municipal,Wareham WPCF,2243614.51365,4,Detected,2025-01-08T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-01-30T00:00:00Z,2025-01-08,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,195866.17527500005,4,Detected,2024-10-22T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-01-30T00:00:00Z,2024-10-22,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,487877.6536,4,Detected,2024-10-08T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-01-30T00:00:00Z,2024-10-08,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,1666323.145825,4,Detected,2025-01-03T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-01-30T00:00:00Z,2025-01-03,current
2024-2025,BioBot,Municipal,Uxbridge WWTF,1293762.975336667,3,Detected,2024-11-27T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2025-01-30T00:00:00Z,2024-11-27,current
2024-2025,BioBot,Municipal,Brockton/ Abington,1177483.9950666667,3,Detected,2024-07-09T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-01-30T00:00:00Z,2024-07-09,current
2024-2025,BioBot,Municipal,Brockton/ Abington,334309.68815,4,Detected,2024-11-25T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-01-30T00:00:00Z,2024-11-25,current
2024-2025,BioBot,Municipal,Brockton/ Abington,754126.3857,4,Detected,2024-12-09T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-01-30T00:00:00Z,2024-12-09,current
2024-2025,BioBot,Municipal,Wareham WPCF,681991.76275,4,Detected,2024-08-15T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-01-30T00:00:00Z,2024-08-15,current
2024-2025,BioBot,Municipal,Greenfield WPCF,727911.25915,2,Detected,2024-12-19T00:00:00Z,copies/L,Greenfield,MA,Franklin,2025-01-30T00:00:00Z,2024-12-19,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,348635.67994999996,4,Detected,2024-11-26T00:00:00Z,copies/L,North Andover,MA,Essex,2025-01-30T00:00:00Z,2024-11-26,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,1043580.0773000001,4,Detected,2024-07-23T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-01-30T00:00:00Z,2024-07-23,current
2024-2025,BioBot,Municipal,MWRA Northern,950559.8874285715,7,Detected,2025-01-11T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2025-01-11,current
2024-2025,BioBot,Municipal,Brockton/ Abington,1226846.840875,4,Detected,2024-07-22T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-01-30T00:00:00Z,2024-07-22,current
2024-2025,BioBot,Municipal,S.Deerfield WWTP,1172489.7006466666,3,Detected,2024-08-29T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-01-30T00:00:00Z,2024-08-29,current
2024-2025,BioBot,Municipal,MWRA Northern,817727.0207000001,7,Detected,2024-07-12T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-07-12,current
2024-2025,BioBot,Municipal,MWRA Northern,781757.1705999998,7,Detected,2024-09-14T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-09-14,current
2024-2025,BioBot,Municipal,MWRA Southern,1756267.2092999998,7,Detected,2024-07-20T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-07-20,current
2024-2025,BioBot,Municipal,MWRA Northern,166482.29747142858,7,Detected,2024-11-14T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-11-14,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,486672.0026,3,Detected,2024-10-03T00:00:00Z,copies/L,Montague,MA,Franklin,2025-01-30T00:00:00Z,2024-10-03,current
2024-2025,BioBot,Municipal,MWRA Northern,838875.4658428571,7,Detected,2024-07-10T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-07-10,current
2024-2025,BioBot,Municipal,Uxbridge WWTF,213852.36518,3,Detected,2024-10-31T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2025-01-30T00:00:00Z,2024-10-31,current
2024-2025,BioBot,Municipal,Wareham WPCF,774408.9803333334,3,Detected,2025-01-23T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-01-30T00:00:00Z,2025-01-23,current
2024-2025,BioBot,Municipal,MWRA Southern,1789478.4256142857,7,Detected,2024-07-21T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-07-21,current
2024-2025,BioBot,Municipal,MWRA Southern,711131.2586571429,7,Detected,2025-01-18T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2025-01-18,current
2024-2025,BioBot,Municipal,Hull WWTF,1567235.8668333336,3,Detected,2024-08-14T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-01-30T00:00:00Z,2024-08-14,current
2024-2025,BioBot,Municipal,MWRA Northern,853432.2291857143,7,Detected,2024-07-09T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-07-09,current
2024-2025,BioBot,Municipal,MWRA Southern,673710.8616000001,7,Detected,2024-08-09T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-08-09,current
2024-2025,BioBot,Municipal,South Hadley Div. of WPC,786050.1092999999,4,Detected,2024-12-14T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-01-30T00:00:00Z,2024-12-14,current
2024-2025,BioBot,Municipal,MWRA Northern,237848.53172857148,7,Detected,2024-12-03T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-12-03,current
2024-2025,BioBot,Municipal,MWRA Southern,218859.2608771429,7,Detected,2024-11-12T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-11-12,current
2024-2025,BioBot,Municipal,Plymouth Headworks Influent,1398283.2604666667,3,Detected,2024-09-12T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2025-01-30T00:00:00Z,2024-09-12,current
2024-2025,BioBot,Municipal,MWRA Northern,708894.3862571428,7,Detected,2024-07-31T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-07-31,current
2024-2025,BioBot,Municipal,MWRA Southern,654497.9936285715,7,Detected,2024-09-15T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-09-15,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,1191022.4516500002,4,Detected,2024-08-28T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-01-30T00:00:00Z,2024-08-28,current
2024-2025,BioBot,Municipal,MWRA Northern,624938.3362428572,7,Detected,2025-01-15T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2025-01-15,current
2024-2025,BioBot,Municipal,MWRA Southern,491578.1183857142,7,Detected,2024-09-19T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-09-19,current
2024-2025,BioBot,Municipal,MWRA Southern,533461.4606714286,7,Detected,2024-09-18T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-09-18,current
2024-2025,BioBot,Municipal,Hull WWTF,983800.3583999999,3,Detected,2024-12-05T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-01-30T00:00:00Z,2024-12-05,current
2024-2025,BioBot,Municipal,MWRA Northern,894153.1899714284,7,Detected,2025-01-06T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2025-01-06,current
2024-2025,BioBot,Municipal,MWRA Northern,554325.8131428572,7,Detected,2024-08-02T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-08-02,current
2024-2025,BioBot,Municipal,MWRA Northern,679341.9158285714,7,Detected,2024-07-01T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-07-01,current
2024-2025,BioBot,Municipal,MWRA Southern,1124055.2792428571,7,Detected,2024-12-27T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-12-27,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,203576.651225,4,Detected,2024-10-07T00:00:00Z,copies/L,North Andover,MA,Essex,2025-01-30T00:00:00Z,2024-10-07,current
2024-2025,BioBot,Municipal,Brockton/ Abington,970459.588425,4,Detected,2024-08-05T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-01-30T00:00:00Z,2024-08-05,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,381655.75115,4,Detected,2024-11-05T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-01-30T00:00:00Z,2024-11-05,current
2024-2025,BioBot,Municipal,MWRA Northern,197974.12691666666,6,Detected,2024-11-26T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-11-26,current
2024-2025,BioBot,Municipal,MWRA Southern,168982.0796242857,7,Detected,2024-10-30T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-10-30,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,1403257.97925,4,Detected,2024-08-27T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-01-30T00:00:00Z,2024-08-27,current
2024-2025,BioBot,Municipal,Wareham WPCF,112261.40600500001,4,Detected,2024-10-31T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-01-30T00:00:00Z,2024-10-31,current
2024-2025,BioBot,Municipal,Wareham WPCF,944774.3115,3,Detected,2024-12-03T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-01-30T00:00:00Z,2024-12-03,current
2024-2025,BioBot,Municipal,Hull WWTF,1046413.7107333333,3,Detected,2024-08-08T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-01-30T00:00:00Z,2024-08-08,current
2024-2025,BioBot,Municipal,Uxbridge WWTF,666989.9216333333,3,Detected,2024-09-12T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2025-01-30T00:00:00Z,2024-09-12,current
2024-2025,BioBot,Municipal,Brockton/ Abington,126233.02979666665,3,Detected,2024-10-15T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-01-30T00:00:00Z,2024-10-15,current
2024-2025,BioBot,Municipal,MWRA Southern,403387.73357142863,7,Detected,2024-11-28T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-11-28,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,382538.92835,4,Detected,2024-10-09T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-01-30T00:00:00Z,2024-10-09,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,359628.810575,4,Detected,2024-10-22T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-01-30T00:00:00Z,2024-10-22,current
2024-2025,BioBot,Municipal,MWRA Northern,664218.1625857142,7,Detected,2024-12-20T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-12-20,current
2024-2025,BioBot,Municipal,MWRA Southern,597569.8514142857,7,Detected,2024-12-17T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-12-17,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,1955491.3591333332,3,Detected,2024-09-12T00:00:00Z,copies/L,Montague,MA,Franklin,2025-01-30T00:00:00Z,2024-09-12,current
2024-2025,BioBot,Municipal,MWRA Northern,857420.1971571428,7,Detected,2024-07-17T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-07-17,current
2024-2025,BioBot,Municipal,MWRA Southern,622301.7741285714,7,Detected,2024-09-08T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-09-08,current
2024-2025,BioBot,Municipal,S.Deerfield WWTP,1000314.0283333333,3,Detected,2024-12-17T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-01-30T00:00:00Z,2024-12-17,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,617066.015375,4,Detected,2024-09-25T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-01-30T00:00:00Z,2024-09-25,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,351423.72765,4,Detected,2024-10-28T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-01-30T00:00:00Z,2024-10-28,current
2024-2025,BioBot,Municipal,S.Deerfield WWTP,333710.95906666666,3,Detected,2024-10-10T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-01-30T00:00:00Z,2024-10-10,current
2024-2025,BioBot,Municipal,MWRA Northern,782974.1295,7,Detected,2024-07-28T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-07-28,current
2024-2025,BioBot,Municipal,MWRA Northern,191270.45802857142,7,Detected,2024-10-19T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-10-19,current
2024-2025,BioBot,Municipal,Lynn WWTF,249690.0633433333,3,Detected,2024-09-26T00:00:00Z,copies/L,Lynn,MA,Essex,2025-01-30T00:00:00Z,2024-09-26,current
2024-2025,BioBot,Municipal,Hull WWTF,347097.3759066666,3,Detected,2024-11-14T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-01-30T00:00:00Z,2024-11-14,current
2024-2025,BioBot,Municipal,Wareham WPCF,236687.98193333333,3,Detected,2024-11-19T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-01-30T00:00:00Z,2024-11-19,current
2024-2025,BioBot,Municipal,South Hadley Div. of WPC,583416.426925,4,Detected,2024-11-16T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-01-30T00:00:00Z,2024-11-16,current
2024-2025,BioBot,Municipal,MWRA Northern,650607.5771142857,7,Detected,2024-08-17T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-08-17,current
2024-2025,BioBot,Municipal,S.Deerfield WWTP,3625196.5438666665,3,Detected,2025-01-15T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-01-30T00:00:00Z,2025-01-15,current
2024-2025,BioBot,Municipal,Lynn WWTF,832061.0744333334,3,Detected,2024-08-28T00:00:00Z,copies/L,Lynn,MA,Essex,2025-01-30T00:00:00Z,2024-08-28,current
2024-2025,BioBot,Municipal,Hull WWTF,1182009.8844,3,Detected,2024-09-12T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-01-30T00:00:00Z,2024-09-12,current
2024-2025,BioBot,Municipal,MWRA Northern,595942.3276857144,7,Detected,2025-01-20T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2025-01-20,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,190722.40303333334,3,Detected,2024-10-23T00:00:00Z,copies/L,Montague,MA,Franklin,2025-01-30T00:00:00Z,2024-10-23,current
2024-2025,BioBot,Municipal,MWRA Northern,909640.8172285715,7,Detected,2025-01-05T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2025-01-05,current
2024-2025,BioBot,Municipal,Hull WWTF,2269928.9656666666,3,Detected,2024-12-19T00:00:00Z,copies/L,Hull,MA,Plymouth,2025-01-30T00:00:00Z,2024-12-19,current
2024-2025,BioBot,Municipal,Fall River WWTP,163947.4401,5,Detected,2024-09-04T00:00:00Z,copies/L,Fall River,MA,Bristol,2025-01-30T00:00:00Z,2024-09-04,current
2024-2025,BioBot,Municipal,MWRA Northern,440465.71147142857,7,Detected,2024-12-13T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-12-13,current
2024-2025,BioBot,Municipal,Uxbridge WWTF,949649.0671999999,3,Detected,2024-10-03T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2025-01-30T00:00:00Z,2024-10-03,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,1011900.97345,4,Detected,2024-08-27T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-01-30T00:00:00Z,2024-08-27,current
2024-2025,BioBot,Municipal,MWRA Northern,236010.25344285715,7,Detected,2024-10-13T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-10-13,current
2024-2025,BioBot,Municipal,MWRA Southern,695717.1699285713,7,Detected,2024-08-13T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-08-13,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,310555.17925,4,Detected,2024-11-25T00:00:00Z,copies/L,North Andover,MA,Essex,2025-01-30T00:00:00Z,2024-11-25,current
2024-2025,BioBot,Municipal,MWRA Southern,1145344.5271714288,7,Detected,2025-01-04T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2025-01-04,current
2024-2025,BioBot,Municipal,MWRA Southern,270968.8717857143,7,Detected,2024-09-24T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-09-24,current
2024-2025,BioBot,Municipal,Lynn WWTF,1187184.4538333332,3,Detected,2024-08-14T00:00:00Z,copies/L,Lynn,MA,Essex,2025-01-30T00:00:00Z,2024-08-14,current
2024-2025,BioBot,Municipal,MWRA Northern,522464.70997142856,7,Detected,2025-01-16T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2025-01-16,current
2024-2025,BioBot,Municipal,Lynn WWTF,202637.84550000002,3,Detected,2024-11-07T00:00:00Z,copies/L,Lynn,MA,Essex,2025-01-30T00:00:00Z,2024-11-07,current
2024-2025,BioBot,Municipal,MWRA Southern,679258.9465571428,7,Detected,2024-06-30T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-06-30,current
2024-2025,BioBot,Municipal,Whitman,231384.76363250002,4,Detected,2024-11-06T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-01-30T00:00:00Z,2024-11-06,current
2024-2025,BioBot,Municipal,Whitman,1174043.1280333335,3,Detected,2024-08-06T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-01-30T00:00:00Z,2024-08-06,current
2024-2025,BioBot,Municipal,Whitman,1150669.1090333334,3,Detected,2024-08-06T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-01-30T00:00:00Z,2024-08-06,current
2024-2025,BioBot,Municipal,Brockton/ Abington,582139.593225,4,Detected,2024-09-24T00:00:00Z,copies/L,Brockton,MA,Plymouth,2025-01-30T00:00:00Z,2024-09-24,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,342637.57842499996,4,Detected,2024-11-27T00:00:00Z,copies/L,North Andover,MA,Essex,2025-01-30T00:00:00Z,2024-11-27,current
2024-2025,BioBot,Municipal,MWRA Northern,683374.4409714285,7,Detected,2024-07-25T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-07-25,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,991083.0998,4,Detected,2024-07-16T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-01-30T00:00:00Z,2024-07-16,current
2024-2025,BioBot,Municipal,S.Deerfield WWTP,498203.92470000003,3,Detected,2024-10-02T00:00:00Z,copies/L,Deerfield,MA,Franklin,2025-01-30T00:00:00Z,2024-10-02,current
2024-2025,BioBot,Municipal,MWRA Southern,555667.2826857143,7,Detected,2024-07-02T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-07-02,current
2024-2025,BioBot,Municipal,Wareham WPCF,153938.33802999998,4,Detected,2024-10-30T00:00:00Z,copies/L,Wareham,MA,Plymouth,2025-01-30T00:00:00Z,2024-10-30,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,450826.89328749996,4,Detected,2024-11-26T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-01-30T00:00:00Z,2024-11-26,current
2024-2025,BioBot,Municipal,MWRA Northern,254593.13081666664,6,Detected,2024-11-29T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-11-29,current
2024-2025,BioBot,Municipal,MWRA Northern,224333.15714999996,6,Detected,2024-11-27T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-11-27,current
2024-2025,BioBot,Municipal,MWRA Northern,231007.65867142854,7,Detected,2024-10-31T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-10-31,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,634800.1156333333,3,Detected,2024-12-04T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-01-30T00:00:00Z,2024-12-04,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,565237.8165,4,Detected,2024-11-05T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-01-30T00:00:00Z,2024-11-05,current
2024-2025,BioBot,Municipal,MWRA Southern,641634.8181714285,7,Detected,2024-08-26T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-08-26,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,1121801.75964,3,Detected,2024-07-10T00:00:00Z,copies/L,Montague,MA,Franklin,2025-01-30T00:00:00Z,2024-07-10,current
2024-2025,BioBot,Municipal,South Hadley Div. of WPC,1088405.03584,5,Detected,2024-08-17T00:00:00Z,copies/L,Chicopee,MA,Hampden,2025-01-30T00:00:00Z,2024-08-17,current
2024-2025,BioBot,Municipal,MWRA Southern,281824.70152857143,7,Detected,2024-09-23T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-09-23,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,232874.13645,2,Detected,2024-12-04T00:00:00Z,copies/L,Montague,MA,Franklin,2025-01-30T00:00:00Z,2024-12-04,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,460314.24615,4,Detected,2024-10-08T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-01-30T00:00:00Z,2024-10-08,current
2024-2025,BioBot,Municipal,MWRA Northern,798628.3295857143,7,Detected,2025-01-02T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2025-01-02,current
2024-2025,BioBot,Municipal,MWRA Southern,895801.5618428572,7,Detected,2024-07-25T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-07-25,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,1230167.0864025,4,Detected,2024-12-18T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-01-30T00:00:00Z,2024-12-18,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,924307.2338,4,Detected,2024-09-04T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-01-30T00:00:00Z,2024-09-04,current
2024-2025,BioBot,Municipal,Lynn WWTF,212699.86804999996,3,Detected,2024-10-10T00:00:00Z,copies/L,Lynn,MA,Essex,2025-01-30T00:00:00Z,2024-10-10,current
2024-2025,BioBot,Municipal,MWRA Northern,137890.31812714285,7,Detected,2024-11-11T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-11-11,current
2024-2025,BioBot,Municipal,Fitchburg Public Works,864456.2172,4,Detected,2024-07-18T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2025-01-30T00:00:00Z,2024-07-18,current
2024-2025,BioBot,Municipal,Upper Blackstone Clean Water,555094.3265,4,Detected,2024-09-30T00:00:00Z,copies/L,Worcester,MA,Worcester,2025-01-30T00:00:00Z,2024-09-30,current
2024-2025,BioBot,Municipal,MWRA Northern,805168.2643285714,7,Detected,2024-07-19T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-07-19,current
2024-2025,BioBot,Municipal,Plymouth Headworks Influent,756545.8444,4,Detected,2024-09-25T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2025-01-30T00:00:00Z,2024-09-25,current
2024-2025,BioBot,Municipal,MWRA Northern,718865.3163,7,Detected,2024-09-18T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-09-18,current
2024-2025,BioBot,Municipal,Uxbridge WWTF,2500931.0332666663,3,Detected,2024-08-15T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2025-01-30T00:00:00Z,2024-08-15,current
2024-2025,BioBot,Municipal,Montague Clean Water Facility,712480.19255,2,Detected,2024-08-28T00:00:00Z,copies/L,Montague,MA,Franklin,2025-01-30T00:00:00Z,2024-08-28,current
2024-2025,BioBot,Municipal,MWRA Southern,132097.54474142854,7,Detected,2024-11-20T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2025-01-30T00:00:00Z,2024-11-20,current
2024-2025,BioBot,Municipal,Greater Lawrence Sanitary District,760215.32705,4,Detected,2024-08-27T00:00:00Z,copies/L,North Andover,MA,Essex,2025-01-30T00:00:00Z,2024-08-27,current
2024-2025,BioBot,Municipal,Pittsfield WWTP,506790.18115,4,Detected,2024-07-16T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2025-01-30T00:00:00Z,2024-07-16,current
