tester,site_type,name_of_sampling_location,7_day_average_of_sars-cov-2_concentration,number_of_samples_in_the_last_7_days,sars-cov-2_detected,sample_collection_date,units_(measuring_concentration),city_of_sampling_location,state_of_sampling_location,county_of_sampling_location,date_data_last_updated,date,source
BioBot,Municipal,Surfside WTF,354087.0695708399,2,Detected,2024-05-09T00:00:00Z,copies/L,Nantucket,MA,Nantucket,2024-07-24T00:00:00Z,2024-05-09,arch
BioBot,Municipal,Northampton WWTP,582954.4843321838,1,Detected,2023-09-06T00:00:00Z,copies/L,Northampton,MA,Hampshire,2024-07-24T00:00:00Z,2023-09-06,arch
BioBot,Municipal,Pittsfield WWTP,602438.9550693328,4,Detected,2023-11-06T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2023-11-06,arch
BioBot,Municipal,Northampton WWTP,284223.345,1,Detected,2020-12-02T00:00:00Z,copies/L,Northampton,MA,Hampshire,2024-07-24T00:00:00Z,2020-12-02,arch
BioBot,Municipal,Fitchburg Public Works,23616449.688903768,4,Detected,2024-01-30T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2024-07-24T00:00:00Z,2024-01-30,arch
BioBot,Municipal,Lynn WWTF,2520639.709598148,2,Detected,2023-11-29T00:00:00Z,copies/L,Lynn,MA,Essex,2024-07-24T00:00:00Z,2023-11-29,arch
BioBot,Municipal,Hull WWTF,792494.7316666666,3,Detected,2022-06-28T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2022-06-28,arch
BioBot,Municipal,Montague Clean Water Facility,337418.79799999995,3,Detected,2023-01-31T00:00:00Z,copies/L,Montague,MA,Franklin,2024-07-24T00:00:00Z,2023-01-31,arch
BioBot,Municipal,Athol WWTP,86571.6734825,4,Detected,2023-05-01T00:00:00Z,copies/L,Athol,MA,Worcester,2024-07-24T00:00:00Z,2023-05-01,arch
BioBot,Municipal,Lynn WWTF,120723.23545000001,2,Detected,2023-05-31T00:00:00Z,copies/L,Lynn,MA,Essex,2024-07-24T00:00:00Z,2023-05-31,arch
BioBot,Municipal,Hull WWTF,130563.75352333335,3,Detected,2022-03-16T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2022-03-16,arch
BioBot,Municipal,Lowell Regional WWTF,278654.43695,2,Detected,2023-04-12T00:00:00Z,copies/L,Lowell,MA,Middlesex,2024-07-24T00:00:00Z,2023-04-12,arch
BioBot,Municipal,Greenfield WPCF,377264.80854999996,2,Detected,2023-06-28T00:00:00Z,copies/L,Greenfield,MA,Franklin,2024-07-24T00:00:00Z,2023-06-28,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,104093.59679499999,2,Detected,2021-08-12T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2021-08-12,arch
BioBot,Municipal,North Brookfield WWTP,2356312.94,2,Detected,2022-09-13T00:00:00Z,copies/L,North Brookfield,MA,Worcester,2024-07-24T00:00:00Z,2022-09-13,arch
BioBot,Municipal,Montague Clean Water Facility,602365.8436184266,4,Detected,2023-10-24T00:00:00Z,copies/L,Montague,MA,Franklin,2024-07-24T00:00:00Z,2023-10-24,arch
BioBot,Municipal,Athol WWTP,632242.0658666667,3,Detected,2022-11-28T00:00:00Z,copies/L,Athol,MA,Worcester,2024-07-24T00:00:00Z,2022-11-28,arch
BioBot,Municipal,Hull WWTF,125587.096395,2,Detected,2023-04-26T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2023-04-26,arch
BioBot,Municipal,MWRA Southern,53852.216892,5,Detected,2020-08-10T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2020-08-10,arch
BioBot,Municipal,MWRA Southern,39908.463202,5,Detected,2020-08-10T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2020-08-10,arch
BioBot,Municipal,Lynn WWTF,166770.33036666666,3,Detected,2023-04-11T00:00:00Z,copies/L,Lynn,MA,Essex,2024-07-24T00:00:00Z,2023-04-11,arch
BioBot,Municipal,Surfside WTF,256343.2917,2,Detected,2023-03-27T00:00:00Z,copies/L,Nantucket,MA,Nantucket,2024-07-24T00:00:00Z,2023-03-27,arch
BioBot,Municipal,Amherst WWTP,574745.6569156579,2,Detected,2024-01-23T00:00:00Z,copies/L,Hadley,MA,Hampshire,2024-07-24T00:00:00Z,2024-01-23,arch
BioBot,Municipal,Greenfield WPCF,1235247.5873954254,2,Detected,2024-01-31T00:00:00Z,copies/L,Greenfield,MA,Franklin,2024-07-24T00:00:00Z,2024-01-31,arch
BioBot,Municipal,Surfside WTF,1922966.3429083196,2,Detected,2024-02-01T00:00:00Z,copies/L,Nantucket,MA,Nantucket,2024-07-24T00:00:00Z,2024-02-01,arch
BioBot,Municipal,Whitman,971334.3418811299,4,Detected,2023-10-23T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2023-10-23,arch
BioBot,Municipal,Montague Clean Water Facility,50103.988209999996,2,Detected,2023-05-30T00:00:00Z,copies/L,Montague,MA,Franklin,2024-07-24T00:00:00Z,2023-05-30,arch
BioBot,Municipal,Hull WWTF,482368.6074270107,3,Detected,2024-04-17T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2024-04-17,arch
BioBot,Municipal,Plymouth Headworks Influent,421855.93525316165,3,Detected,2023-11-21T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2024-07-24T00:00:00Z,2023-11-21,arch
BioBot,Municipal,Hull WWTF,192067.50594333335,3,Detected,2022-02-16T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2022-02-16,arch
BioBot,Municipal,Plymouth Headworks Influent,289928.6207,3,Detected,2023-06-13T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2024-07-24T00:00:00Z,2023-06-13,arch
BioBot,Municipal,Lowell Regional WWTF,218429.397,2,Detected,2023-03-16T00:00:00Z,copies/L,Lowell,MA,Middlesex,2024-07-24T00:00:00Z,2023-03-16,arch
BioBot,Municipal,SESD-Peabody Metering Station,913668.0970514016,4,Detected,2023-10-13T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2023-10-13,arch
BioBot,Municipal,Fitchburg Public Works,2370844.8105,4,Detected,2022-12-05T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2024-07-24T00:00:00Z,2022-12-05,arch
BioBot,Municipal,Surfside WTF,334477.3281,1,Detected,2021-10-05T00:00:00Z,copies/L,Nantucket,MA,Nantucket,2024-07-24T00:00:00Z,2021-10-05,arch
BioBot,Municipal,MFN Regional Wastewater District,297769.93098381907,2,Detected,2024-05-17T00:00:00Z,copies/L,Norton,MA,Bristol,2024-07-24T00:00:00Z,2024-05-17,arch
BioBot,Municipal,Upper Blackstone Clean Water,602019.4737848646,4,Detected,2023-08-20T00:00:00Z,copies/L,Worcester,MA,Worcester,2024-07-24T00:00:00Z,2023-08-20,arch
BioBot,Municipal,Uxbridge WWTF,545569.9564724555,3,Detected,2023-11-06T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2024-07-24T00:00:00Z,2023-11-06,arch
BioBot,Municipal,Upper Blackstone Clean Water,976145.3694750001,4,Detected,2022-11-13T00:00:00Z,copies/L,Worcester,MA,Worcester,2024-07-24T00:00:00Z,2022-11-13,arch
BioBot,Municipal,Lowell Regional WWTF,750394.1076246954,1,Detected,2024-03-19T00:00:00Z,copies/L,Lowell,MA,Middlesex,2024-07-24T00:00:00Z,2024-03-19,arch
BioBot,Municipal,Brockton/ Abington,7860572.9135,2,Detected,2022-01-02T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2022-01-02,arch
BioBot,Municipal,Upper Blackstone Clean Water,1081375.9338,4,Detected,2022-07-24T00:00:00Z,copies/L,Worcester,MA,Worcester,2024-07-24T00:00:00Z,2022-07-24,arch
BioBot,Municipal,Haverhill WWTP,3105032.068466667,3,Detected,2021-12-05T00:00:00Z,copies/L,Haverhill,MA,Essex,2024-07-24T00:00:00Z,2021-12-05,arch
BioBot,Municipal,Uxbridge WWTF,1347997.837,3,Detected,2023-02-09T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2024-07-24T00:00:00Z,2023-02-09,arch
BioBot,Municipal,Northampton WWTP,94139.04902,1,Detected,2023-06-21T00:00:00Z,copies/L,Northampton,MA,Hampshire,2024-07-24T00:00:00Z,2023-06-21,arch
BioBot,Municipal,Leominster Headworks,1440001.5660809618,2,Detected,2023-08-08T00:00:00Z,copies/L,Leominster,MA,Worcester,2024-07-24T00:00:00Z,2023-08-08,arch
BioBot,Municipal,Provincetown Treatment Plant,1017183.793,1,Detected,2022-07-31T00:00:00Z,copies/L,Provincetown,MA,Barnstable,2024-07-24T00:00:00Z,2022-07-31,arch
BioBot,Municipal,S.Deerfield WWTP,437475.7461574362,3,Detected,2024-05-21T00:00:00Z,copies/L,Deerfield,MA,Franklin,2024-07-24T00:00:00Z,2024-05-21,arch
BioBot,Municipal,Pittsfield WWTP,1116022.6083115027,4,Detected,2023-12-04T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2023-12-04,arch
BioBot,Municipal,Greenfield WPCF,960223.5860338624,3,Detected,2023-12-20T00:00:00Z,copies/L,Greenfield,MA,Franklin,2024-07-24T00:00:00Z,2023-12-20,arch
BioBot,Municipal,Grafton Headworks,2699794.266,2,Detected,2023-01-04T00:00:00Z,copies/L,South Grafton,MA,Middlesex,2024-07-24T00:00:00Z,2023-01-04,arch
BioBot,Municipal,Whitman,56907.84143,4,Detected,2023-04-24T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2023-04-24,arch
BioBot,Municipal,Greater Lawrence Sanitary District,1572088.493027243,4,Detected,2023-12-17T00:00:00Z,copies/L,North Andover,MA,Essex,2024-07-24T00:00:00Z,2023-12-17,arch
BioBot,Municipal,Surfside WTF,196926.85695,2,Detected,2021-05-03T00:00:00Z,copies/L,Nantucket,MA,Nantucket,2024-07-24T00:00:00Z,2021-05-03,arch
BioBot,Municipal,MWRA Southern,248209.54776666666,3,Detected,2023-07-04T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2023-07-04,arch
BioBot,Municipal,Greater Lawrence Sanitary District,13621444.97166667,3,Detected,2022-01-09T00:00:00Z,copies/L,North Andover,MA,Essex,2024-07-24T00:00:00Z,2022-01-09,arch
BioBot,Municipal,Surfside WTF,161498.6048,1,Detected,2021-11-01T00:00:00Z,copies/L,Nantucket,MA,Nantucket,2024-07-24T00:00:00Z,2021-11-01,arch
BioBot,Municipal,S.Deerfield WWTP,0,2,Not Detected,2022-08-12T00:00:00Z,copies/L,Deerfield,MA,Franklin,2024-07-24T00:00:00Z,2022-08-12,arch
BioBot,Municipal,Fitchburg Public Works,783149.5575159044,4,Detected,2023-11-13T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2024-07-24T00:00:00Z,2023-11-13,arch
BioBot,Municipal,MFN Regional Wastewater District,315326.32825,2,Detected,2023-03-11T00:00:00Z,copies/L,Norton,MA,Bristol,2024-07-24T00:00:00Z,2023-03-11,arch
BioBot,Municipal,Brockton/ Abington,1009549.595075,4,Detected,2022-11-17T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2022-11-17,arch
BioBot,Municipal,Greenfield WPCF,1569652.0725,2,Detected,2022-10-26T00:00:00Z,copies/L,Greenfield,MA,Franklin,2024-07-24T00:00:00Z,2022-10-26,arch
BioBot,Municipal,Upper Blackstone Clean Water,632663.7761690298,4,Detected,2024-04-07T00:00:00Z,copies/L,Worcester,MA,Worcester,2024-07-24T00:00:00Z,2024-04-07,arch
BioBot,Municipal,Wareham WPCF,434419.10780000006,3,Detected,2021-10-04T00:00:00Z,copies/L,Wareham,MA,Plymouth,2024-07-24T00:00:00Z,2021-10-04,arch
BioBot,Municipal,Pittsfield WWTP,616808.4327,1,Detected,2020-12-10T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2020-12-10,arch
BioBot,Municipal,Plymouth Headworks Influent,1825357.1948363285,3,Detected,2023-12-14T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2024-07-24T00:00:00Z,2023-12-14,arch
BioBot,Municipal,Fitchburg Public Works,1092345.675875,4,Detected,2022-10-18T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2024-07-24T00:00:00Z,2022-10-18,arch
BioBot,Municipal,Upper Blackstone Clean Water,1528488.69725,4,Detected,2022-05-15T00:00:00Z,copies/L,Worcester,MA,Worcester,2024-07-24T00:00:00Z,2022-05-15,arch
BioBot,Municipal,South Hadley Div. of WPC,430106.5541,4,Detected,2022-06-25T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2022-06-25,arch
BioBot,Municipal,Amherst WWTP,1377596.9710000001,4,Detected,2022-10-11T00:00:00Z,copies/L,Hadley,MA,Hampshire,2024-07-24T00:00:00Z,2022-10-11,arch
BioBot,Municipal,Leominster Headworks,698010.5686999861,2,Detected,2023-10-03T00:00:00Z,copies/L,Leominster,MA,Worcester,2024-07-24T00:00:00Z,2023-10-03,arch
BioBot,Municipal,Uxbridge WWTF,695281.9257043806,3,Detected,2023-10-23T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2024-07-24T00:00:00Z,2023-10-23,arch
BioBot,Municipal,Hadley WWTP,434271.12864999997,2,Detected,2023-02-28T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2023-02-28,arch
BioBot,Municipal,Grafton Headworks,754440.44605,2,Detected,2023-03-13T00:00:00Z,copies/L,South Grafton,MA,Middlesex,2024-07-24T00:00:00Z,2023-03-13,arch
BioBot,Municipal,Pittsfield WWTP,924415.1090220014,5,Detected,2023-09-12T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2023-09-12,arch
BioBot,Municipal,MFN Regional Wastewater District,2362321.4975,2,Detected,2023-01-17T00:00:00Z,copies/L,Norton,MA,Bristol,2024-07-24T00:00:00Z,2023-01-17,arch
BioBot,Municipal,Northampton WWTP,714175.5121,2,Detected,2022-11-21T00:00:00Z,copies/L,Northampton,MA,Hampshire,2024-07-24T00:00:00Z,2022-11-21,arch
BioBot,Municipal,SESD-Peabody Metering Station,1105856.8871584437,4,Detected,2023-11-22T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2023-11-22,arch
BioBot,Municipal,Northampton WWTP,13638.23779,1,Detected,2020-11-04T00:00:00Z,copies/L,Northampton,MA,Hampshire,2024-07-24T00:00:00Z,2020-11-04,arch
BioBot,Municipal,Plymouth Headworks Influent,1050366.4014,2,Detected,2022-09-06T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2024-07-24T00:00:00Z,2022-09-06,arch
BioBot,Municipal,Hull WWTF,2246346.3943333332,3,Detected,2022-12-21T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2022-12-21,arch
BioBot,Municipal,Pittsfield WWTP,937468.6151591006,5,Detected,2023-09-11T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2023-09-11,arch
BioBot,Municipal,Fitchburg Public Works,845710.2991697164,3,Detected,2023-10-11T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2024-07-24T00:00:00Z,2023-10-11,arch
BioBot,Municipal,Plymouth Headworks Influent,564659.1616666666,3,Detected,2022-06-07T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2024-07-24T00:00:00Z,2022-06-07,arch
BioBot,Municipal,Hull WWTF,357947.661362224,3,Detected,2024-03-12T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2024-03-12,arch
BioBot,Municipal,Haverhill WWTP,731847.7623,3,Detected,2021-11-08T00:00:00Z,copies/L,Haverhill,MA,Essex,2024-07-24T00:00:00Z,2021-11-08,arch
BioBot,Municipal,Chicopee WPC,387261.73205,2,Detected,2022-10-11T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2022-10-11,arch
BioBot,Municipal,Lynn WWTF,452472.01134907344,3,Detected,2023-11-14T00:00:00Z,copies/L,Lynn,MA,Essex,2024-07-24T00:00:00Z,2023-11-14,arch
BioBot,Municipal,Brockton/ Abington,605470.6351787632,4,Detected,2023-10-16T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2023-10-16,arch
BioBot,Municipal,Pittsfield WWTP,868320.3088602424,4,Detected,2024-01-29T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2024-01-29,arch
BioBot,Municipal,MWRA Northern,364433.10973333335,3,Detected,2020-04-28T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2020-04-28,arch
BioBot,Municipal,Wareham WPCF,1090238.6372,3,Detected,2022-06-01T00:00:00Z,copies/L,Wareham,MA,Plymouth,2024-07-24T00:00:00Z,2022-06-01,arch
BioBot,Municipal,Chicopee WPC,57780.325995,2,Detected,2023-05-08T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2023-05-08,arch
BioBot,Municipal,MFN Regional Wastewater District,675608.890189323,2,Detected,2023-10-23T00:00:00Z,copies/L,Norton,MA,Bristol,2024-07-24T00:00:00Z,2023-10-23,arch
BioBot,Municipal,S.Deerfield WWTP,322353.2156666666,3,Detected,2022-11-21T00:00:00Z,copies/L,Deerfield,MA,Franklin,2024-07-24T00:00:00Z,2022-11-21,arch
BioBot,Municipal,Upper Blackstone Clean Water,541957.0165666667,3,Detected,2022-06-21T00:00:00Z,copies/L,Worcester,MA,Worcester,2024-07-24T00:00:00Z,2022-06-21,arch
BioBot,Municipal,Hull WWTF,1369047.2421000001,3,Detected,2021-10-04T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2021-10-04,arch
BioBot,Municipal,Whitman,5857436.065445024,3,Detected,2024-01-16T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2024-01-16,arch
BioBot,Municipal,Fall River WWTP,134678.046566,5,Detected,2023-07-10T00:00:00Z,copies/L,Fall River,MA,Bristol,2024-07-24T00:00:00Z,2023-07-10,arch
BioBot,Municipal,New Bedford WWTF,1011877.8731,2,Detected,2022-12-07T00:00:00Z,copies/L,New Bedford,MA,Bristol,2024-07-24T00:00:00Z,2022-12-07,arch
BioBot,Municipal,Fitchburg Public Works,1459961.090625,4,Detected,2022-06-06T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2024-07-24T00:00:00Z,2022-06-06,arch
BioBot,Municipal,New Bedford WWTF,230718.5756,2,Detected,2023-03-08T00:00:00Z,copies/L,New Bedford,MA,Bristol,2024-07-24T00:00:00Z,2023-03-08,arch
BioBot,Municipal,Fitchburg Public Works,826813.906282791,4,Detected,2024-02-26T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2024-07-24T00:00:00Z,2024-02-26,arch
BioBot,Municipal,Athol WWTP,1695189.63475,4,Detected,2022-05-24T00:00:00Z,copies/L,Athol,MA,Worcester,2024-07-24T00:00:00Z,2022-05-24,arch
BioBot,Municipal,Haverhill WWTP,457092.96794999996,2,Detected,2023-07-10T00:00:00Z,copies/L,Haverhill,MA,Essex,2024-07-24T00:00:00Z,2023-07-10,arch
BioBot,Municipal,Brockton/ Abington,604227.7993146186,2,Detected,2024-03-03T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2024-03-03,arch
BioBot,Municipal,Surfside WTF,892530.8113,1,Detected,2021-12-13T00:00:00Z,copies/L,Nantucket,MA,Nantucket,2024-07-24T00:00:00Z,2021-12-13,arch
BioBot,Municipal,Billerica Treatment Plant,579609.451039133,3,Detected,2024-06-17T00:00:00Z,copies/L,Billerica,MA,Middlesex,2024-07-24T00:00:00Z,2024-06-17,arch
BioBot,Municipal,Pittsfield WWTP,1366182.8025,2,Detected,2022-09-26T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2022-09-26,arch
BioBot,Municipal,Pittsfield WWTP,779530.7356749999,4,Detected,2022-08-29T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2022-08-29,arch
BioBot,Municipal,Northampton WWTP,547700.0731,1,Detected,2021-01-06T00:00:00Z,copies/L,Northampton,MA,Hampshire,2024-07-24T00:00:00Z,2021-01-06,arch
BioBot,Municipal,New Bedford WWTF,994155.4735999999,2,Detected,2022-09-13T00:00:00Z,copies/L,New Bedford,MA,Bristol,2024-07-24T00:00:00Z,2022-09-13,arch
BioBot,Municipal,Athol WWTP,1993284.3425410734,4,Detected,2024-01-22T00:00:00Z,copies/L,Athol,MA,Worcester,2024-07-24T00:00:00Z,2024-01-22,arch
BioBot,Municipal,Hull WWTF,415159.14815666666,3,Detected,2021-11-01T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2021-11-01,arch
BioBot,Municipal,Surfside WTF,272441.35235,2,Detected,2023-02-13T00:00:00Z,copies/L,Nantucket,MA,Nantucket,2024-07-24T00:00:00Z,2023-02-13,arch
BioBot,Municipal,South Hadley Div. of WPC,233221.82933215145,3,Not Detected,2024-06-08T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2024-06-08,arch
BioBot,Municipal,South Hadley Div. of WPC,254343.4022558761,3,Not Detected,2024-06-08T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2024-06-08,arch
BioBot,Municipal,Upper Blackstone Clean Water,517554.3566746316,4,Detected,2023-11-06T00:00:00Z,copies/L,Worcester,MA,Worcester,2024-07-24T00:00:00Z,2023-11-06,arch
BioBot,Municipal,North Brookfield WWTP,98970.80581,2,Detected,2023-05-09T00:00:00Z,copies/L,North Brookfield,MA,Worcester,2024-07-24T00:00:00Z,2023-05-09,arch
BioBot,Municipal,Billerica Treatment Plant,167240.72136333332,3,Detected,2022-03-28T00:00:00Z,copies/L,Billerica,MA,Middlesex,2024-07-24T00:00:00Z,2022-03-28,arch
BioBot,Municipal,Chicopee WPC,1243838.9278,2,Detected,2022-09-07T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2022-09-07,arch
BioBot,Municipal,South Hadley Div. of WPC,97768.02992,2,Detected,2021-07-31T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2021-07-31,arch
BioBot,Municipal,Wareham WPCF,172149.4198,1,Detected,2020-05-13T00:00:00Z,copies/L,Wareham,MA,Plymouth,2024-07-24T00:00:00Z,2020-05-13,arch
BioBot,Municipal,Upper Blackstone Clean Water,1000931.3306999999,3,Detected,2021-11-08T00:00:00Z,copies/L,Worcester,MA,Worcester,2024-07-24T00:00:00Z,2021-11-08,arch
BioBot,Municipal,Fall River WWTP,100216.07287188733,5,Detected,2024-06-23T00:00:00Z,copies/L,Fall River,MA,Bristol,2024-07-24T00:00:00Z,2024-06-23,arch
BioBot,Municipal,MFN Regional Wastewater District,414446.0199520164,2,Detected,2024-05-06T00:00:00Z,copies/L,Norton,MA,Bristol,2024-07-24T00:00:00Z,2024-05-06,arch
BioBot,Municipal,Northampton WWTP,484281.547668659,2,Detected,2023-11-20T00:00:00Z,copies/L,Northampton,MA,Hampshire,2024-07-24T00:00:00Z,2023-11-20,arch
BioBot,Municipal,Pittsfield WWTP,907255.7818491458,4,Detected,2024-03-19T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2024-03-19,arch
BioBot,Municipal,Montague Clean Water Facility,64436.375845,2,Detected,2023-07-20T00:00:00Z,copies/L,Montague,MA,Franklin,2024-07-24T00:00:00Z,2023-07-20,arch
BioBot,Municipal,Billerica Treatment Plant,1145116.9533377974,2,Detected,2024-02-29T00:00:00Z,copies/L,Billerica,MA,Middlesex,2024-07-24T00:00:00Z,2024-02-29,arch
BioBot,Municipal,Plymouth Headworks Influent,746189.2629,3,Detected,2022-08-10T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2024-07-24T00:00:00Z,2022-08-10,arch
BioBot,Municipal,Upper Blackstone Clean Water,525173.0067556776,3,Detected,2024-05-27T00:00:00Z,copies/L,Worcester,MA,Worcester,2024-07-24T00:00:00Z,2024-05-27,arch
BioBot,Municipal,Upper Blackstone Clean Water,469162.86606260756,3,Detected,2024-05-27T00:00:00Z,copies/L,Worcester,MA,Worcester,2024-07-24T00:00:00Z,2024-05-27,arch
BioBot,Municipal,Surfside WTF,280192.1839,2,Detected,2023-05-22T00:00:00Z,copies/L,Nantucket,MA,Nantucket,2024-07-24T00:00:00Z,2023-05-22,arch
BioBot,Municipal,South Hadley Div. of WPC,668167.7690449082,4,Detected,2023-11-17T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2023-11-17,arch
BioBot,Municipal,Grafton Headworks,1267094.2339385797,1,Detected,2023-10-02T00:00:00Z,copies/L,South Grafton,MA,Middlesex,2024-07-24T00:00:00Z,2023-10-02,arch
BioBot,Municipal,Hull WWTF,661788.5780666666,3,Detected,2021-11-22T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2021-11-22,arch
BioBot,Municipal,Pittsfield WWTP,523460.64359047776,4,Detected,2024-06-18T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2024-06-18,arch
BioBot,Municipal,Greater Lawrence Sanitary District,14961.196905,2,Detected,2021-06-21T00:00:00Z,copies/L,North Andover,MA,Essex,2024-07-24T00:00:00Z,2021-06-21,arch
BioBot,Municipal,Sunderland WWTP,3236131.0470207925,1,Detected,2023-09-06T00:00:00Z,copies/L,Sunderland,MA,Franklin,2024-07-24T00:00:00Z,2023-09-06,arch
BioBot,Municipal,Fall River WWTP,504053.78650000005,5,Detected,2023-03-13T00:00:00Z,copies/L,Fall River,MA,Bristol,2024-07-24T00:00:00Z,2023-03-13,arch
BioBot,Municipal,Upper Blackstone Clean Water,655202.537725,4,Detected,2022-04-04T00:00:00Z,copies/L,Worcester,MA,Worcester,2024-07-24T00:00:00Z,2022-04-04,arch
BioBot,Municipal,Billerica Treatment Plant,2373401.3386666668,3,Detected,2022-01-24T00:00:00Z,copies/L,Billerica,MA,Middlesex,2024-07-24T00:00:00Z,2022-01-24,arch
BioBot,Municipal,Fitchburg Public Works,352122.263775,4,Detected,2023-03-13T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2024-07-24T00:00:00Z,2023-03-13,arch
BioBot,Municipal,Brockton/ Abington,706004.5522858736,4,Detected,2023-09-11T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2023-09-11,arch
BioBot,Municipal,Fall River WWTP,299549.0672666667,3,Detected,2022-07-11T00:00:00Z,copies/L,Fall River,MA,Bristol,2024-07-24T00:00:00Z,2022-07-11,arch
BioBot,Municipal,Leominster Headworks,460706.3169240489,1,Detected,2023-08-01T00:00:00Z,copies/L,Leominster,MA,Worcester,2024-07-24T00:00:00Z,2023-08-01,arch
BioBot,Municipal,Hadley WWTP,427083.8274715523,2,Detected,2023-10-10T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2023-10-10,arch
BioBot,Municipal,Uxbridge WWTF,3440675.302266666,3,Detected,2022-07-18T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2024-07-24T00:00:00Z,2022-07-18,arch
