tester,site_type,name_of_sampling_location,7_day_average_of_sars-cov-2_concentration,number_of_samples_in_the_last_7_days,sars-cov-2_detected,sample_collection_date,units_(measuring_concentration),city_of_sampling_location,state_of_sampling_location,county_of_sampling_location,date_data_last_updated,date,source
BioBot,Municipal,MWRA Southern,464012.70034285716,7,Detected,2021-02-20T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2021-02-20,arch
BioBot,Municipal,Pittsfield WWTP,653722.764520405,5,Detected,2023-11-22T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2023-11-22,arch
BioBot,Municipal,Greater Lawrence Sanitary District,498084.32145000005,4,Detected,2021-09-28T00:00:00Z,copies/L,North Andover,MA,Essex,2024-07-24T00:00:00Z,2021-09-28,arch
BioBot,Municipal,MWRA Southern,531166.2658714287,7,Detected,2022-08-25T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2022-08-25,arch
BioBot,Municipal,Provincetown Treatment Plant,192939.1159157143,7,Detected,2021-08-30T00:00:00Z,copies/L,Provincetown,MA,Barnstable,2024-07-24T00:00:00Z,2021-08-30,arch
BioBot,Municipal,MWRA Southern,1297221.7967142856,7,Detected,2022-12-11T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2022-12-11,arch
BioBot,Municipal,Lowell Regional WWTF,3557429.3045,2,Detected,2022-12-29T00:00:00Z,copies/L,Lowell,MA,Middlesex,2024-07-24T00:00:00Z,2022-12-29,arch
BioBot,Municipal,SESD-Peabody Metering Station,870504.1942466269,4,Detected,2024-04-02T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2024-04-02,arch
BioBot,Municipal,Wareham WPCF,214717.1861,4,Detected,2023-07-26T00:00:00Z,copies/L,Wareham,MA,Plymouth,2024-07-24T00:00:00Z,2023-07-26,arch
BioBot,Municipal,MWRA Southern,20034.564904285715,7,Detected,2020-07-03T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2020-07-03,arch
BioBot,Municipal,Athol WWTP,73011.63164333334,3,Detected,2023-04-26T00:00:00Z,copies/L,Athol,MA,Worcester,2024-07-24T00:00:00Z,2023-04-26,arch
BioBot,Municipal,Athol WWTP,195007.75864000001,4,Detected,2023-06-08T00:00:00Z,copies/L,Athol,MA,Worcester,2024-07-24T00:00:00Z,2023-06-08,arch
BioBot,Municipal,MWRA Southern,685621.2938571429,7,Detected,2022-06-21T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2022-06-21,arch
BioBot,Municipal,Lowell Regional WWTF,473053.04045,2,Detected,2023-06-28T00:00:00Z,copies/L,Lowell,MA,Middlesex,2024-07-24T00:00:00Z,2023-06-28,arch
BioBot,Municipal,Greenfield WPCF,1931052.908,2,Detected,2023-01-06T00:00:00Z,copies/L,Greenfield,MA,Franklin,2024-07-24T00:00:00Z,2023-01-06,arch
BioBot,Municipal,South Hadley Div. of WPC,489274.209425,4,Detected,2022-11-18T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2022-11-18,arch
BioBot,Municipal,Plymouth Headworks Influent,220343.3673,3,Detected,2023-03-23T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2024-07-24T00:00:00Z,2023-03-23,arch
BioBot,Municipal,Greater Lawrence Sanitary District,556336.0005515472,4,Detected,2023-08-02T00:00:00Z,copies/L,North Andover,MA,Essex,2024-07-24T00:00:00Z,2023-08-02,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,1721289.584575,4,Detected,2022-12-09T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2022-12-09,arch
BioBot,Municipal,Fall River WWTP,93249.63859000002,5,Detected,2023-06-29T00:00:00Z,copies/L,Fall River,MA,Bristol,2024-07-24T00:00:00Z,2023-06-29,arch
BioBot,Municipal,MWRA Northern,407659.70457574906,7,Detected,2024-03-29T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2024-03-29,arch
BioBot,Municipal,Haverhill WWTP,261201.87526666667,3,Detected,2023-03-29T00:00:00Z,copies/L,Haverhill,MA,Essex,2024-07-24T00:00:00Z,2023-03-29,arch
BioBot,Municipal,Wareham WPCF,444217.30989166145,4,Detected,2023-11-15T00:00:00Z,copies/L,Wareham,MA,Plymouth,2024-07-24T00:00:00Z,2023-11-15,arch
BioBot,Municipal,MWRA Southern,722725.8353857143,7,Detected,2022-06-08T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2022-06-08,arch
BioBot,Municipal,Billerica Treatment Plant,1708046.2276666667,3,Detected,2022-05-11T00:00:00Z,copies/L,Billerica,MA,Middlesex,2024-07-24T00:00:00Z,2022-05-11,arch
BioBot,Municipal,Whitman,2351740.992278067,3,Detected,2024-02-15T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2024-02-15,arch
BioBot,Municipal,MWRA Southern,30688.784173333333,3,Detected,2020-08-19T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2020-08-19,arch
BioBot,Municipal,Greenfield WPCF,882037.8917286366,2,Detected,2023-09-15T00:00:00Z,copies/L,Greenfield,MA,Franklin,2024-07-24T00:00:00Z,2023-09-15,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,1044916.8724914743,4,Detected,2024-01-19T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2024-01-19,arch
BioBot,Municipal,MWRA Southern,533185.2122468593,7,Detected,2024-03-24T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2024-03-24,arch
BioBot,Municipal,MWRA Southern,821883.5990038163,7,Detected,2023-10-07T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2023-10-07,arch
BioBot,Municipal,MWRA Northern,488911.1192857143,7,Detected,2023-02-20T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2023-02-20,arch
BioBot,Municipal,Amherst WWTP,576591.32915,4,Detected,2022-06-09T00:00:00Z,copies/L,Hadley,MA,Hampshire,2024-07-24T00:00:00Z,2022-06-09,arch
BioBot,Municipal,Greater Lawrence Sanitary District,42774.67087,2,Detected,2021-06-30T00:00:00Z,copies/L,North Andover,MA,Essex,2024-07-24T00:00:00Z,2021-06-30,arch
BioBot,Municipal,Hadley WWTP,900476.87735,2,Detected,2023-02-02T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2023-02-02,arch
BioBot,Municipal,Grafton Headworks,2136678.871,2,Detected,2022-12-14T00:00:00Z,copies/L,South Grafton,MA,Middlesex,2024-07-24T00:00:00Z,2022-12-14,arch
BioBot,Municipal,Amherst WWTP,322499.614125,4,Detected,2023-03-09T00:00:00Z,copies/L,Hadley,MA,Hampshire,2024-07-24T00:00:00Z,2023-03-09,arch
BioBot,Municipal,Pittsfield WWTP,1268509.067520002,4,Detected,2024-01-19T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2024-01-19,arch
BioBot,Municipal,Fall River WWTP,499112.670775,4,Detected,2022-06-14T00:00:00Z,copies/L,Fall River,MA,Bristol,2024-07-24T00:00:00Z,2022-06-14,arch
BioBot,Municipal,Fitchburg Public Works,352151.77901628107,4,Detected,2024-04-04T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2024-07-24T00:00:00Z,2024-04-04,arch
BioBot,Municipal,MWRA Southern,672622.0492285715,7,Detected,2022-09-10T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2022-09-10,arch
BioBot,Municipal,MWRA Southern,1336042.3560714286,7,Detected,2021-01-28T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2021-01-28,arch
BioBot,Municipal,Plymouth Headworks Influent,1988207.4654834887,2,Detected,2023-12-13T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2024-07-24T00:00:00Z,2023-12-13,arch
BioBot,Municipal,SESD-Peabody Metering Station,4100619.07625,4,Detected,2022-12-25T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2022-12-25,arch
BioBot,Municipal,Whitman,295650.6828,2,Detected,2023-03-08T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2023-03-08,arch
BioBot,Municipal,S.Deerfield WWTP,119696.63090030717,3,Detected,2023-10-18T00:00:00Z,copies/L,Deerfield,MA,Franklin,2024-07-24T00:00:00Z,2023-10-18,arch
BioBot,Municipal,Springfield WWTP,512031.08341681166,2,Detected,2024-04-11T00:00:00Z,copies/L,Agawam,MA,Hampden,2024-07-24T00:00:00Z,2024-04-11,arch
BioBot,Municipal,MWRA Northern,933295.6989571428,7,Detected,2022-12-05T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2022-12-05,arch
BioBot,Municipal,MWRA Southern,678992.8084571428,7,Detected,2020-12-02T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2020-12-02,arch
BioBot,Municipal,Athol WWTP,1034971.3642000001,3,Detected,2022-11-10T00:00:00Z,copies/L,Athol,MA,Worcester,2024-07-24T00:00:00Z,2022-11-10,arch
BioBot,Municipal,Amherst WWTP,605883.8280718148,2,Detected,2024-02-01T00:00:00Z,copies/L,Hadley,MA,Hampshire,2024-07-24T00:00:00Z,2024-02-01,arch
BioBot,Municipal,MWRA Northern,621359.6428285715,7,Detected,2022-09-10T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2022-09-10,arch
BioBot,Municipal,MWRA Northern,32248.20212,7,Detected,2020-07-15T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2020-07-15,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,693474.539575,4,Detected,2023-03-01T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2023-03-01,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,2582254.8655000003,4,Detected,2022-01-13T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2022-01-13,arch
BioBot,Municipal,North Brookfield WWTP,74596.6297,2,Detected,2023-05-04T00:00:00Z,copies/L,North Brookfield,MA,Worcester,2024-07-24T00:00:00Z,2023-05-04,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,532089.3223672394,4,Detected,2024-06-25T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2024-06-25,arch
BioBot,Municipal,MWRA Southern,180376.74435714286,7,Detected,2020-10-27T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2020-10-27,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,864519.638975,4,Detected,2022-05-03T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2022-05-03,arch
BioBot,Municipal,Athol WWTP,275452.0924332784,4,Detected,2024-06-13T00:00:00Z,copies/L,Athol,MA,Worcester,2024-07-24T00:00:00Z,2024-06-13,arch
BioBot,Municipal,SESD-Peabody Metering Station,2914353.6354887746,4,Detected,2023-12-18T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2023-12-18,arch
BioBot,Municipal,MWRA Southern,266239.70282857143,7,Detected,2020-11-11T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2020-11-11,arch
BioBot,Municipal,SESD-Peabody Metering Station,454868.2709333333,3,Detected,2022-03-19T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2022-03-19,arch
BioBot,Municipal,Fitchburg Public Works,405005.4394104007,4,Detected,2024-04-25T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2024-07-24T00:00:00Z,2024-04-25,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,1001775.3376,4,Detected,2022-05-25T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2022-05-25,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,958354.2554250001,4,Detected,2022-11-17T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2022-11-17,arch
BioBot,Municipal,SESD-Peabody Metering Station,1541704.09125,4,Detected,2022-10-02T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2022-10-02,arch
BioBot,Municipal,Leominster Headworks,1188249.6905,2,Detected,2022-10-27T00:00:00Z,copies/L,Leominster,MA,Worcester,2024-07-24T00:00:00Z,2022-10-27,arch
BioBot,Municipal,Pittsfield WWTP,435864.9481584527,4,Detected,2024-06-27T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2024-06-27,arch
BioBot,Municipal,Amherst WWTP,775831.56965,4,Detected,2023-01-20T00:00:00Z,copies/L,Hadley,MA,Hampshire,2024-07-24T00:00:00Z,2023-01-20,arch
BioBot,Municipal,Athol WWTP,483331.3154778036,4,Detected,2023-11-09T00:00:00Z,copies/L,Athol,MA,Worcester,2024-07-24T00:00:00Z,2023-11-09,arch
BioBot,Municipal,MWRA Southern,22361.103004285713,7,Detected,2020-07-04T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2020-07-04,arch
BioBot,Municipal,Hull WWTF,1193288.3225333334,3,Detected,2022-09-01T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2022-09-01,arch
BioBot,Municipal,MWRA Northern,903821.782742857,7,Detected,2022-10-20T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2022-10-20,arch
BioBot,Municipal,Wareham WPCF,1837249.4534999998,4,Detected,2022-05-12T00:00:00Z,copies/L,Wareham,MA,Plymouth,2024-07-24T00:00:00Z,2022-05-12,arch
BioBot,Municipal,MWRA Northern,948715.0794714285,7,Detected,2022-09-28T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2022-09-28,arch
BioBot,Municipal,MWRA Southern,829979.3979,7,Detected,2023-01-29T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2023-01-29,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,381534.6266304084,4,Detected,2024-04-10T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2024-04-10,arch
BioBot,Municipal,MWRA Northern,280810.5328958084,7,Detected,2024-04-24T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2024-04-24,arch
BioBot,Municipal,Uxbridge WWTF,643020.4998683318,3,Detected,2024-05-30T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2024-07-24T00:00:00Z,2024-05-30,arch
BioBot,Municipal,MWRA Southern,533500.6113428572,7,Detected,2022-08-11T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2022-08-11,arch
BioBot,Municipal,MWRA Southern,676511.469479181,7,Detected,2024-03-01T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2024-03-01,arch
BioBot,Municipal,Hull WWTF,915947.0129867353,3,Detected,2024-03-28T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2024-03-28,arch
BioBot,Municipal,Fall River WWTP,212498.55463333332,3,Detected,2022-06-07T00:00:00Z,copies/L,Fall River,MA,Bristol,2024-07-24T00:00:00Z,2022-06-07,arch
BioBot,Municipal,South Hadley Div. of WPC,303022.06617336744,4,Detected,2023-09-11T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2023-09-11,arch
BioBot,Municipal,Lynn WWTF,124194.05136333335,3,Detected,2023-04-27T00:00:00Z,copies/L,Lynn,MA,Essex,2024-07-24T00:00:00Z,2023-04-27,arch
BioBot,Municipal,Plymouth Headworks Influent,676456.046207046,3,Detected,2023-11-29T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2024-07-24T00:00:00Z,2023-11-29,arch
BioBot,Municipal,North Brookfield WWTP,25250.155245,2,Detected,2023-05-18T00:00:00Z,copies/L,North Brookfield,MA,Worcester,2024-07-24T00:00:00Z,2023-05-18,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,1591432.7341078746,4,Detected,2023-12-16T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2023-12-16,arch
BioBot,Municipal,Pittsfield WWTP,809042.3830125094,4,Detected,2023-12-07T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2023-12-07,arch
BioBot,Municipal,South Hadley Div. of WPC,258630.00860434768,4,Detected,2024-04-10T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2024-04-10,arch
BioBot,Municipal,South Hadley Div. of WPC,263453.77432142245,4,Detected,2024-04-10T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2024-04-10,arch
BioBot,Municipal,MWRA Northern,166421.31978142858,7,Detected,2021-09-13T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2021-09-13,arch
BioBot,Municipal,Greenfield WPCF,807285.02535,2,Detected,2023-01-13T00:00:00Z,copies/L,Greenfield,MA,Franklin,2024-07-24T00:00:00Z,2023-01-13,arch
BioBot,Municipal,MWRA Northern,705932.3135916343,7,Detected,2024-03-10T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2024-03-10,arch
BioBot,Municipal,MWRA Northern,248139.17322857145,7,Detected,2021-03-12T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2021-03-12,arch
BioBot,Municipal,Amherst WWTP,625012.991525,4,Detected,2022-10-28T00:00:00Z,copies/L,Hadley,MA,Hampshire,2024-07-24T00:00:00Z,2022-10-28,arch
BioBot,Municipal,Upper Blackstone Clean Water,778211.604125,4,Detected,2022-04-20T00:00:00Z,copies/L,Worcester,MA,Worcester,2024-07-24T00:00:00Z,2022-04-20,arch
BioBot,Municipal,Greater Lawrence Sanitary District,707861.1141333333,3,Detected,2021-10-12T00:00:00Z,copies/L,North Andover,MA,Essex,2024-07-24T00:00:00Z,2021-10-12,arch
BioBot,Municipal,MWRA Southern,300571.05338571424,7,Detected,2021-04-18T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2021-04-18,arch
BioBot,Municipal,SESD-Peabody Metering Station,164311.91357499998,4,Detected,2022-02-24T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2022-02-24,arch
BioBot,Municipal,Springfield WWTP,279638.56794553914,2,Detected,2024-05-09T00:00:00Z,copies/L,Agawam,MA,Hampden,2024-07-24T00:00:00Z,2024-05-09,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,742848.558225,4,Detected,2022-11-07T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2022-11-07,arch
BioBot,Municipal,Greater Lawrence Sanitary District,3650418.606666667,3,Detected,2021-12-14T00:00:00Z,copies/L,North Andover,MA,Essex,2024-07-24T00:00:00Z,2021-12-14,arch
BioBot,Municipal,South Hadley Div. of WPC,1063971.6746666667,3,Detected,2022-09-23T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2022-09-23,arch
BioBot,Municipal,South Hadley Div. of WPC,587062.943225,4,Detected,2022-04-20T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2022-04-20,arch
BioBot,Municipal,Athol WWTP,528132.6049025508,4,Detected,2023-11-08T00:00:00Z,copies/L,Athol,MA,Worcester,2024-07-24T00:00:00Z,2023-11-08,arch
BioBot,Municipal,MWRA Southern,179859.31925,4,Detected,2023-05-04T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2023-05-04,arch
BioBot,Municipal,Upper Blackstone Clean Water,825901.5053,3,Detected,2021-10-20T00:00:00Z,copies/L,Worcester,MA,Worcester,2024-07-24T00:00:00Z,2021-10-20,arch
BioBot,Municipal,Fall River WWTP,683400.3279741677,4,Detected,2023-12-21T00:00:00Z,copies/L,Fall River,MA,Bristol,2024-07-24T00:00:00Z,2023-12-21,arch
BioBot,Municipal,Amherst WWTP,411290.044875,4,Detected,2022-11-17T00:00:00Z,copies/L,Hadley,MA,Hampshire,2024-07-24T00:00:00Z,2022-11-17,arch
BioBot,Municipal,Hadley WWTP,266306.36285,2,Detected,2023-01-12T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2023-01-12,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,237072.717925,4,Detected,2023-05-22T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2023-05-22,arch
BioBot,Municipal,Plymouth Headworks Influent,89913.85068,4,Detected,2023-04-19T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2024-07-24T00:00:00Z,2023-04-19,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,3697685.770622322,4,Detected,2024-01-03T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2024-01-03,arch
BioBot,Municipal,MWRA Southern,232135.00058571427,7,Detected,2021-07-30T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2021-07-30,arch
BioBot,Municipal,MWRA Northern,1257219.1273428572,7,Detected,2022-05-18T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2022-05-18,arch
BioBot,Municipal,MWRA Southern,279539.3193714285,7,Detected,2021-09-07T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2021-09-07,arch
BioBot,Municipal,Hull WWTF,5917679.477980588,3,Detected,2023-12-28T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2023-12-28,arch
BioBot,Municipal,Fitchburg Public Works,701186.8629037358,4,Detected,2024-05-08T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2024-07-24T00:00:00Z,2024-05-08,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,334510.703975,4,Detected,2023-03-27T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2023-03-27,arch
BioBot,Municipal,Greenfield WPCF,610441.7061704425,2,Detected,2023-08-25T00:00:00Z,copies/L,Greenfield,MA,Franklin,2024-07-24T00:00:00Z,2023-08-25,arch
BioBot,Municipal,Hadley WWTP,62196.42769,2,Detected,2023-04-20T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2023-04-20,arch
BioBot,Municipal,Greater Lawrence Sanitary District,447556.0116000001,4,Detected,2023-03-07T00:00:00Z,copies/L,North Andover,MA,Essex,2024-07-24T00:00:00Z,2023-03-07,arch
BioBot,Municipal,Upper Blackstone Clean Water,1144408.8831250002,4,Detected,2022-08-02T00:00:00Z,copies/L,Worcester,MA,Worcester,2024-07-24T00:00:00Z,2022-08-02,arch
BioBot,Municipal,Hull WWTF,469766.4118,2,Detected,2021-12-01T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2021-12-01,arch
BioBot,Municipal,MWRA Southern,10170.141239999999,7,Detected,2021-06-28T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2021-06-28,arch
BioBot,Municipal,Douglas WWTP,338293.3862820932,2,Detected,2024-03-07T00:00:00Z,copies/L,East Douglas,MA,Worcester,2024-07-24T00:00:00Z,2024-03-07,arch
BioBot,Municipal,Greenfield WPCF,1209325.86865,2,Detected,2022-12-16T00:00:00Z,copies/L,Greenfield,MA,Franklin,2024-07-24T00:00:00Z,2022-12-16,arch
BioBot,Municipal,SESD-Peabody Metering Station,1533140.9537499999,4,Detected,2022-09-30T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2022-09-30,arch
BioBot,Municipal,MWRA Southern,779140.6449714286,7,Detected,2020-12-04T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2020-12-04,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,160255.63772499998,4,Detected,2022-02-28T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2022-02-28,arch
BioBot,Municipal,Pittsfield WWTP,149008.68785750002,4,Detected,2023-06-01T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2023-06-01,arch
BioBot,Municipal,MWRA Southern,581318.6312285715,7,Detected,2022-11-15T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2022-11-15,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,1726889.0396839425,4,Detected,2023-12-14T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2023-12-14,arch
BioBot,Municipal,Plymouth Headworks Influent,342436.70055143174,4,Detected,2024-06-19T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2024-07-24T00:00:00Z,2024-06-19,arch
BioBot,Municipal,MWRA Southern,275985.5455,7,Detected,2021-09-08T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2021-09-08,arch
BioBot,Municipal,Fitchburg Public Works,986038.5935500001,4,Detected,2022-11-09T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2024-07-24T00:00:00Z,2022-11-09,arch
BioBot,Municipal,Fitchburg Public Works,465464.8049796811,4,Detected,2023-10-26T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2024-07-24T00:00:00Z,2023-10-26,arch
BioBot,Municipal,Brockton/ Abington,784749.2535766667,3,Detected,2021-11-09T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2021-11-09,arch
BioBot,Municipal,Uxbridge WWTF,918684.2630000002,3,Detected,2023-04-05T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2024-07-24T00:00:00Z,2023-04-05,arch
BioBot,Municipal,Brockton/ Abington,2042467.3396666667,3,Detected,2022-01-25T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2022-01-25,arch
BioBot,Municipal,Fitchburg Public Works,1192297.513225,4,Detected,2022-04-28T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2024-07-24T00:00:00Z,2022-04-28,arch
BioBot,Municipal,Pittsfield WWTP,1936506.7115,4,Detected,2023-01-19T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2023-01-19,arch
BioBot,Municipal,SESD-Peabody/Salem Pump,1401168.4468174344,4,Detected,2024-02-28T00:00:00Z,copies/L,Salem,MA,Essex,2024-07-24T00:00:00Z,2024-02-28,arch
BioBot,Municipal,MWRA Northern,349711.8538433231,7,Detected,2024-03-23T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2024-03-23,arch
BioBot,Municipal,MWRA Northern,313973.5012857142,7,Detected,2021-08-08T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2021-08-08,arch
BioBot,Municipal,Wareham WPCF,1431508.5624250001,4,Detected,2022-12-21T00:00:00Z,copies/L,Wareham,MA,Plymouth,2024-07-24T00:00:00Z,2022-12-21,arch
BioBot,Municipal,Hull WWTF,1440952.1068333331,3,Detected,2021-12-17T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2021-12-17,arch
