respiratory_season,tester,sars-cov-2_detected,sample_collection_date,site_type,name_of_sampling_location,7_day_average_of_sars-cov-2_concentration,number_of_samples_in_the_last_7_days,units_(measuring_concentration),city_of_sampling_location,state_of_sampling_location,county_of_sampling_location,date_data_last_updated,date,source
2025-2026,BioBot,Detected,2025-08-04T00:00:00Z,Municipal,Upper Blackstone Clean Water,406066.6325,4,copies/L,Worcester,MA,Worcester,2025-11-13T00:00:00Z,2025-08-04,current
2025-2026,BioBot,Detected,2025-09-22T00:00:00Z,Municipal,Pittsfield WWTP,802100.0349999999,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-09-22,current
2025-2026,BioBot,Detected,2025-09-25T00:00:00Z,Municipal,Northbridge Sewer Department,375040.46,2,copies/L,Northbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-09-25,current
2025-2026,BioBot,Detected,2025-10-02T00:00:00Z,Municipal,Northbridge Sewer Department,670009.0700000001,2,copies/L,Northbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-10-02,current
2025-2026,BioBot,Detected,2025-07-09T00:00:00Z,Municipal,Greenfield WPCF,106803.98999999999,2,copies/L,Greenfield,MA,Franklin,2025-11-13T00:00:00Z,2025-07-09,current
2025-2026,BioBot,Not Detected,2025-08-25T00:00:00Z,Municipal,S.Deerfield WWTP,543054.81,3,copies/L,Deerfield,MA,Franklin,2025-11-13T00:00:00Z,2025-08-25,current
2025-2026,BioBot,Detected,2025-07-28T00:00:00Z,Municipal,Brockton/ Abington,314540.38,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-28,current
2025-2026,BioBot,Detected,2025-08-18T00:00:00Z,Municipal,Montague Clean Water Facility,1103313.0933333335,3,copies/L,Montague,MA,Franklin,2025-11-13T00:00:00Z,2025-08-18,current
2025-2026,BioBot,Detected,2025-09-02T00:00:00Z,Municipal,Wareham WPCF,256815.16333333333,3,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-02,current
2025-2026,BioBot,Detected,2025-09-01T00:00:00Z,Municipal,MFN Regional Wastewater District,448457.70999999996,2,copies/L,Norton,MA,Bristol,2025-11-13T00:00:00Z,2025-09-01,current
2025-2026,BioBot,Detected,2025-10-07T00:00:00Z,Municipal,Hull WWTF,608410.7433333333,3,copies/L,Hull,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-07,current
2025-2026,BioBot,Detected,2025-08-03T00:00:00Z,Municipal,Haverhill WWTP,203225.07499999998,2,copies/L,Haverhill,MA,Essex,2025-11-13T00:00:00Z,2025-08-03,current
2025-2026,BioBot,Detected,2025-09-29T00:00:00Z,Municipal,Brockton/ Abington,465736.7175,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-29,current
2025-2026,BioBot,Detected,2025-08-16T00:00:00Z,Municipal,South Hadley Div. of WPC,666201.74,2,copies/L,Chicopee,MA,Hampden,2025-11-13T00:00:00Z,2025-08-16,current
2025-2026,BioBot,Detected,2025-09-17T00:00:00Z,Municipal,Lynn WWTF,681986.46,2,copies/L,Lynn,MA,Essex,2025-11-13T00:00:00Z,2025-09-17,current
2025-2026,BioBot,Detected,2025-09-15T00:00:00Z,Municipal,Northbridge Sewer Department,472127.665,2,copies/L,Northbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-09-15,current
2025-2026,BioBot,Detected,2025-07-31T00:00:00Z,Municipal,Northbridge Sewer Department,139549.135,2,copies/L,Northbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-07-31,current
2025-2026,BioBot,Detected,2025-07-22T00:00:00Z,Municipal,Northbridge Sewer Department,86955.015,2,copies/L,Northbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-07-22,current
2025-2026,BioBot,Detected,2025-10-11T00:00:00Z,Municipal,South Hadley Div. of WPC,157225.59,2,copies/L,Chicopee,MA,Hampden,2025-11-13T00:00:00Z,2025-10-11,current
2025-2026,BioBot,Detected,2025-07-28T00:00:00Z,Municipal,Fall River WWTP,25180.195,4,copies/L,Fall River,MA,Bristol,2025-11-13T00:00:00Z,2025-07-28,current
2025-2026,BioBot,Detected,2025-09-08T00:00:00Z,Municipal,Uxbridge WWTF,1481103.5750000002,4,copies/L,Uxbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-09-08,current
2025-2026,BioBot,Not Detected,2025-10-22T00:00:00Z,Municipal,Sunderland WWTP,0,1,copies/L,Sunderland,MA,Franklin,2025-11-13T00:00:00Z,2025-10-22,current
2025-2026,BioBot,Detected,2025-07-14T00:00:00Z,Municipal,Northbridge Sewer Department,75942.03,2,copies/L,Northbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-07-14,current
2025-2026,BioBot,Detected,2025-08-03T00:00:00Z,Municipal,Upper Blackstone Clean Water,389291.6275,4,copies/L,Worcester,MA,Worcester,2025-11-13T00:00:00Z,2025-08-03,current
2025-2026,BioBot,Detected,2025-09-30T00:00:00Z,Municipal,Lynn WWTF,196156.6,1,copies/L,Lynn,MA,Essex,2025-11-13T00:00:00Z,2025-09-30,current
2025-2026,BioBot,Detected,2025-10-23T00:00:00Z,Municipal,Greenfield WPCF,379917.115,2,copies/L,Greenfield,MA,Franklin,2025-11-13T00:00:00Z,2025-10-23,current
2025-2026,BioBot,Detected,2025-10-06T00:00:00Z,Municipal,Uxbridge WWTF,631223.2533333333,3,copies/L,Uxbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-10-06,current
2025-2026,BioBot,Detected,2025-08-25T00:00:00Z,Municipal,SESD-Peabody Metering Station,636141.23,3,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-08-25,current
2025-2026,BioBot,Detected,2025-09-08T00:00:00Z,Municipal,Fitchburg Public Works,374408.29500000004,4,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-09-08,current
2025-2026,BioBot,Detected,2025-09-22T00:00:00Z,Municipal,SESD-Peabody Metering Station,1331736.37,3,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-09-22,current
2025-2026,BioBot,Detected,2025-09-12T00:00:00Z,Municipal,Pittsfield WWTP,415211.9125,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-09-12,current
2025-2026,BioBot,Detected,2025-10-27T00:00:00Z,Municipal,Haverhill WWTP,84213.805,2,copies/L,Haverhill,MA,Essex,2025-11-13T00:00:00Z,2025-10-27,current
2025-2026,BioBot,Detected,2025-10-03T00:00:00Z,Municipal,Pittsfield WWTP,513241.5525,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-10-03,current
2025-2026,BioBot,Detected,2025-08-06T00:00:00Z,Municipal,Plymouth Headworks Influent,340851.95,3,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-06,current
2025-2026,BioBot,Detected,2025-07-16T00:00:00Z,Municipal,Lynn WWTF,75119.06666666667,3,copies/L,Lynn,MA,Essex,2025-11-13T00:00:00Z,2025-07-16,current
2025-2026,BioBot,Detected,2025-10-27T00:00:00Z,Municipal,Fitchburg Public Works,264758.05,4,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-10-27,current
2025-2026,BioBot,Not Detected,2025-09-23T00:00:00Z,Municipal,S.Deerfield WWTP,80942.03,3,copies/L,Deerfield,MA,Franklin,2025-11-13T00:00:00Z,2025-09-23,current
2025-2026,BioBot,Detected,2025-07-15T00:00:00Z,Municipal,Lynn WWTF,75047.76666666666,3,copies/L,Lynn,MA,Essex,2025-11-13T00:00:00Z,2025-07-15,current
2025-2026,BioBot,Detected,2025-09-17T00:00:00Z,Municipal,Plymouth Headworks Influent,260041.76,3,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-17,current
2025-2026,BioBot,Detected,2025-09-14T00:00:00Z,Municipal,Brockton/ Abington,359100.3025,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-14,current
2025-2026,BioBot,Detected,2025-08-18T00:00:00Z,Municipal,Whitman,322624.535,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-18,current
2025-2026,BioBot,Not Detected,2025-09-23T00:00:00Z,Municipal,Montague Clean Water Facility,154849.47333333333,3,copies/L,Montague,MA,Franklin,2025-11-13T00:00:00Z,2025-09-23,current
2025-2026,BioBot,Detected,2025-07-03T00:00:00Z,Municipal,Greenfield WPCF,93958.905,2,copies/L,Greenfield,MA,Franklin,2025-11-13T00:00:00Z,2025-07-03,current
2025-2026,BioBot,Detected,2025-09-09T00:00:00Z,Municipal,Springfield WWTP,463214.53,2,copies/L,Agawam,MA,Hampden,2025-11-13T00:00:00Z,2025-09-09,current
2025-2026,BioBot,Detected,2025-08-11T00:00:00Z,Municipal,Fall River WWTP,58110.027500000004,4,copies/L,Fall River,MA,Bristol,2025-11-13T00:00:00Z,2025-08-11,current
2025-2026,BioBot,Detected,2025-06-29T00:00:00Z,Municipal,Brockton/ Abington,73373.795,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-06-29,current
2025-2026,BioBot,Detected,2025-07-24T00:00:00Z,Municipal,Plymouth Headworks Influent,145810.64,2,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-24,current
2025-2026,BioBot,Detected,2025-10-07T00:00:00Z,Municipal,S.Deerfield WWTP,75212.16333333333,3,copies/L,Deerfield,MA,Franklin,2025-11-13T00:00:00Z,2025-10-07,current
2025-2026,BioBot,Detected,2025-07-21T00:00:00Z,Municipal,Wareham WPCF,210485.81,2,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-21,current
2025-2026,BioBot,Detected,2025-08-19T00:00:00Z,Municipal,Montague Clean Water Facility,1213312.6133333335,3,copies/L,Montague,MA,Franklin,2025-11-13T00:00:00Z,2025-08-19,current
2025-2026,BioBot,Detected,2025-08-21T00:00:00Z,Municipal,Northbridge Sewer Department,369874.57499999995,2,copies/L,Northbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-08-21,current
2025-2026,BioBot,Detected,2025-08-26T00:00:00Z,Municipal,Fitchburg Public Works,711532.3175,4,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-08-26,current
2025-2026,BioBot,Detected,2025-08-19T00:00:00Z,Municipal,S.Deerfield WWTP,1590751.0833333333,3,copies/L,Deerfield,MA,Franklin,2025-11-13T00:00:00Z,2025-08-19,current
2025-2026,BioBot,Detected,2025-09-24T00:00:00Z,Municipal,South Hadley Div. of WPC,632371.825,2,copies/L,Chicopee,MA,Hampden,2025-11-13T00:00:00Z,2025-09-24,current
2025-2026,BioBot,Detected,2025-07-31T00:00:00Z,Municipal,Greenfield WPCF,254600.89,2,copies/L,Greenfield,MA,Franklin,2025-11-13T00:00:00Z,2025-07-31,current
2025-2026,BioBot,Detected,2025-09-14T00:00:00Z,Municipal,Upper Blackstone Clean Water,1684651.2175,4,copies/L,Worcester,MA,Worcester,2025-11-13T00:00:00Z,2025-09-14,current
2025-2026,BioBot,Detected,2025-08-19T00:00:00Z,Municipal,Fitchburg Public Works,322370.795,4,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-08-19,current
2025-2026,BioBot,Detected,2025-08-25T00:00:00Z,Municipal,MFN Regional Wastewater District,466892.905,2,copies/L,Norton,MA,Bristol,2025-11-13T00:00:00Z,2025-08-25,current
2025-2026,BioBot,Detected,2025-09-28T00:00:00Z,Municipal,SESD-Peabody Metering Station,857717.91,3,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-09-28,current
2025-2026,BioBot,Detected,2025-07-22T00:00:00Z,Municipal,Pittsfield WWTP,143076.22,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-07-22,current
2025-2026,BioBot,Detected,2025-10-27T00:00:00Z,Municipal,Upper Blackstone Clean Water,176376.5975,4,copies/L,Worcester,MA,Worcester,2025-11-13T00:00:00Z,2025-10-27,current
2025-2026,BioBot,Detected,2025-08-20T00:00:00Z,Municipal,Hull WWTF,750901.89,3,copies/L,Hull,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-20,current
2025-2026,BioBot,Detected,2025-10-27T00:00:00Z,Municipal,Surfside WTF,123972.645,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-10-27,current
2025-2026,BioBot,Detected,2025-10-27T00:00:00Z,Municipal,Surfside WTF,86637.285,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-10-27,current
2025-2026,BioBot,Not Detected,2025-10-27T00:00:00Z,Municipal,Surfside WTF,37335.36,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-10-27,current
2025-2026,BioBot,Not Detected,2025-10-27T00:00:00Z,Municipal,Surfside WTF,0,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-10-27,current
2025-2026,BioBot,Detected,2025-07-30T00:00:00Z,Municipal,Haverhill WWTP,72628.54,1,copies/L,Haverhill,MA,Essex,2025-11-13T00:00:00Z,2025-07-30,current
2025-2026,BioBot,Detected,2025-08-13T00:00:00Z,Municipal,Northampton WWTP,216138.2,1,copies/L,Northampton,MA,Hampshire,2025-11-13T00:00:00Z,2025-08-13,current
2025-2026,BioBot,Detected,2025-10-05T00:00:00Z,Municipal,Brockton/ Abington,367224.52499999997,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-05,current
2025-2026,BioBot,Detected,2025-07-21T00:00:00Z,Municipal,Pittsfield WWTP,138498.325,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-07-21,current
2025-2026,BioBot,Detected,2025-09-25T00:00:00Z,Municipal,Uxbridge WWTF,202838.37,3,copies/L,Uxbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-09-25,current
2025-2026,BioBot,Detected,2025-07-16T00:00:00Z,Municipal,Greenfield WPCF,114291.33499999999,2,copies/L,Greenfield,MA,Franklin,2025-11-13T00:00:00Z,2025-07-16,current
2025-2026,BioBot,Detected,2025-07-15T00:00:00Z,Municipal,Plymouth Headworks Influent,84492.69666666667,3,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-15,current
2025-2026,BioBot,Detected,2025-08-08T00:00:00Z,Municipal,MFN Regional Wastewater District,162873.86,2,copies/L,Norton,MA,Bristol,2025-11-13T00:00:00Z,2025-08-08,current
2025-2026,BioBot,Detected,2025-09-26T00:00:00Z,Municipal,Pittsfield WWTP,369920.405,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-09-26,current
2025-2026,BioBot,Detected,2025-08-28T00:00:00Z,Municipal,Uxbridge WWTF,841348.8833333333,3,copies/L,Uxbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-08-28,current
2025-2026,BioBot,Detected,2025-11-04T00:00:00Z,Municipal,Montague Clean Water Facility,9425002.209999999,3,copies/L,Montague,MA,Franklin,2025-11-13T00:00:00Z,2025-11-04,current
2025-2026,BioBot,Detected,2025-10-14T00:00:00Z,Municipal,SESD-Peabody/Salem Pump,315475.37,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-10-14,current
2025-2026,BioBot,Detected,2025-10-27T00:00:00Z,Municipal,Wareham WPCF,286214.9525,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-27,current
2025-2026,BioBot,Detected,2025-07-21T00:00:00Z,Municipal,Brockton/ Abington,309581.3925,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-21,current
2025-2026,BioBot,Detected,2025-08-26T00:00:00Z,Municipal,Wareham WPCF,1010264.3525,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-26,current
2025-2026,BioBot,Detected,2025-07-09T00:00:00Z,Municipal,Northampton WWTP,166116.89,1,copies/L,Northampton,MA,Hampshire,2025-11-13T00:00:00Z,2025-07-09,current
2025-2026,BioBot,Detected,2025-08-13T00:00:00Z,Municipal,Lynn WWTF,233299.295,2,copies/L,Lynn,MA,Essex,2025-11-13T00:00:00Z,2025-08-13,current
2025-2026,BioBot,Detected,2025-08-01T00:00:00Z,Municipal,Pittsfield WWTP,160267.85749999998,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-08-01,current
2025-2026,BioBot,Detected,2025-07-14T00:00:00Z,Municipal,Fall River WWTP,22761.526,5,copies/L,Fall River,MA,Bristol,2025-11-13T00:00:00Z,2025-07-14,current
2025-2026,BioBot,Detected,2025-08-04T00:00:00Z,Municipal,Fitchburg Public Works,293298.955,4,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-08-04,current
2025-2026,BioBot,Detected,2025-07-18T00:00:00Z,Municipal,MFN Regional Wastewater District,117430.895,2,copies/L,Norton,MA,Bristol,2025-11-13T00:00:00Z,2025-07-18,current
2025-2026,BioBot,Detected,2025-07-31T00:00:00Z,Municipal,Hopedale WWTP,159188.91999999998,2,copies/L,Hopedale,MA,Worcester,2025-11-13T00:00:00Z,2025-07-31,current
2025-2026,BioBot,Detected,2025-09-10T00:00:00Z,Municipal,South Hadley Div. of WPC,674703.7949999999,2,copies/L,Chicopee,MA,Hampden,2025-11-13T00:00:00Z,2025-09-10,current
2025-2026,BioBot,Detected,2025-08-06T00:00:00Z,Municipal,South Hadley Div. of WPC,280730.21,1,copies/L,Chicopee,MA,Hampden,2025-11-13T00:00:00Z,2025-08-06,current
2025-2026,BioBot,Detected,2025-10-02T00:00:00Z,Municipal,Springfield WWTP,461008.855,2,copies/L,Agawam,MA,Hampden,2025-11-13T00:00:00Z,2025-10-02,current
2025-2026,BioBot,Detected,2025-07-26T00:00:00Z,Municipal,SESD-Peabody/Salem Pump,1042392.0066666667,3,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-07-26,current
2025-2026,BioBot,Detected,2025-10-29T00:00:00Z,Municipal,Hull WWTF,184780.99666666667,3,copies/L,Hull,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-29,current
2025-2026,BioBot,Detected,2025-07-25T00:00:00Z,Municipal,Pittsfield WWTP,171506.42,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-07-25,current
2025-2026,BioBot,Detected,2025-07-24T00:00:00Z,Municipal,Uxbridge WWTF,127268.57666666668,3,copies/L,Uxbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-07-24,current
2025-2026,BioBot,Detected,2025-10-06T00:00:00Z,Municipal,MFN Regional Wastewater District,147447.115,2,copies/L,Norton,MA,Bristol,2025-11-13T00:00:00Z,2025-10-06,current
2025-2026,BioBot,Detected,2025-10-06T00:00:00Z,Municipal,MFN Regional Wastewater District,306035.545,2,copies/L,Norton,MA,Bristol,2025-11-13T00:00:00Z,2025-10-06,current
2025-2026,BioBot,Detected,2025-11-04T00:00:00Z,Municipal,Hull WWTF,164911.32666666666,3,copies/L,Hull,MA,Plymouth,2025-11-13T00:00:00Z,2025-11-04,current
2025-2026,BioBot,Detected,2025-10-08T00:00:00Z,Municipal,Hull WWTF,617582.9899999999,3,copies/L,Hull,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-08,current
2025-2026,BioBot,Not Detected,2025-11-02T00:00:00Z,Municipal,Brockton/ Abington,149997.5875,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-11-02,current
2025-2026,BioBot,Detected,2025-10-14T00:00:00Z,Municipal,Surfside WTF,85387.395,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-10-14,current
2025-2026,BioBot,Detected,2025-10-14T00:00:00Z,Municipal,Surfside WTF,145150.39,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-10-14,current
2025-2026,BioBot,Not Detected,2025-10-14T00:00:00Z,Municipal,Surfside WTF,0,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-10-14,current
2025-2026,BioBot,Not Detected,2025-10-14T00:00:00Z,Municipal,Surfside WTF,59762.995,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-10-14,current
2025-2026,BioBot,Detected,2025-07-14T00:00:00Z,Municipal,Hopedale WWTP,106317.04,2,copies/L,Hopedale,MA,Worcester,2025-11-13T00:00:00Z,2025-07-14,current
2025-2026,BioBot,Detected,2025-08-17T00:00:00Z,Municipal,Brockton/ Abington,293296.69,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-17,current
2025-2026,BioBot,Detected,2025-08-27T00:00:00Z,Municipal,Northampton WWTP,197563.58,1,copies/L,Northampton,MA,Hampshire,2025-11-13T00:00:00Z,2025-08-27,current
2025-2026,BioBot,Detected,2025-10-24T00:00:00Z,Municipal,Pittsfield WWTP,72672.82,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-10-24,current
2025-2026,BioBot,Detected,2025-11-05T00:00:00Z,Municipal,Greenfield WPCF,678776.0449999999,2,copies/L,Greenfield,MA,Franklin,2025-11-13T00:00:00Z,2025-11-05,current
2025-2026,BioBot,Detected,2025-10-27T00:00:00Z,Municipal,Hopedale WWTP,84917.25,2,copies/L,Hopedale,MA,Worcester,2025-11-13T00:00:00Z,2025-10-27,current
2025-2026,BioBot,Detected,2025-10-22T00:00:00Z,Municipal,Greenfield WPCF,146073.97999999998,2,copies/L,Greenfield,MA,Franklin,2025-11-13T00:00:00Z,2025-10-22,current
2025-2026,BioBot,Detected,2025-09-18T00:00:00Z,Municipal,Hopedale WWTP,380454.20999999996,2,copies/L,Hopedale,MA,Worcester,2025-11-13T00:00:00Z,2025-09-18,current
2025-2026,BioBot,Detected,2025-11-05T00:00:00Z,Municipal,Northampton WWTP,32523.47,1,copies/L,Northampton,MA,Hampshire,2025-11-13T00:00:00Z,2025-11-05,current
2025-2026,BioBot,Detected,2025-09-09T00:00:00Z,Municipal,S.Deerfield WWTP,182787.01,3,copies/L,Deerfield,MA,Franklin,2025-11-13T00:00:00Z,2025-09-09,current
2025-2026,BioBot,Detected,2025-09-16T00:00:00Z,Municipal,Pittsfield WWTP,281664.4425,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-09-16,current
2025-2026,BioBot,Not Detected,2025-10-07T00:00:00Z,Municipal,New Bedford WWTF,0,1,copies/L,New Bedford,MA,Bristol,2025-11-13T00:00:00Z,2025-10-07,current
2025-2026,BioBot,Detected,2025-10-07T00:00:00Z,Municipal,New Bedford WWTF,4628.55,1,copies/L,New Bedford,MA,Bristol,2025-11-13T00:00:00Z,2025-10-07,current
2025-2026,BioBot,Detected,2025-10-07T00:00:00Z,Municipal,New Bedford WWTF,145269.23,1,copies/L,New Bedford,MA,Bristol,2025-11-13T00:00:00Z,2025-10-07,current
2025-2026,BioBot,Detected,2025-07-08T00:00:00Z,Municipal,Lynn WWTF,46096.69,2,copies/L,Lynn,MA,Essex,2025-11-13T00:00:00Z,2025-07-08,current
2025-2026,BioBot,Detected,2025-08-05T00:00:00Z,Municipal,Lynn WWTF,134294.31333333332,3,copies/L,Lynn,MA,Essex,2025-11-13T00:00:00Z,2025-08-05,current
2025-2026,BioBot,Detected,2025-08-05T00:00:00Z,Municipal,Wareham WPCF,209653.05749999997,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-05,current
2025-2026,BioBot,Detected,2025-10-21T00:00:00Z,Municipal,Lynn WWTF,64437.53,2,copies/L,Lynn,MA,Essex,2025-11-13T00:00:00Z,2025-10-21,current
2025-2026,BioBot,Detected,2025-10-06T00:00:00Z,Municipal,Northbridge Sewer Department,406878.445,2,copies/L,Northbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-10-06,current
2025-2026,BioBot,Detected,2025-10-18T00:00:00Z,Municipal,South Hadley Div. of WPC,251797.85,2,copies/L,Chicopee,MA,Hampden,2025-11-13T00:00:00Z,2025-10-18,current
2025-2026,BioBot,Detected,2025-10-02T00:00:00Z,Municipal,Uxbridge WWTF,606263.57,3,copies/L,Uxbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-10-02,current
2025-2026,BioBot,Detected,2025-09-05T00:00:00Z,Municipal,MFN Regional Wastewater District,700719.3,2,copies/L,Norton,MA,Bristol,2025-11-13T00:00:00Z,2025-09-05,current
2025-2026,BioBot,Detected,2025-10-01T00:00:00Z,Municipal,Springfield WWTP,695912.8049999999,2,copies/L,Agawam,MA,Hampden,2025-11-13T00:00:00Z,2025-10-01,current
2025-2026,BioBot,Detected,2025-08-27T00:00:00Z,Municipal,Lynn WWTF,486113.35000000003,2,copies/L,Lynn,MA,Essex,2025-11-13T00:00:00Z,2025-08-27,current
2025-2026,BioBot,Not Detected,2025-09-02T00:00:00Z,Municipal,Montague Clean Water Facility,22309.715,2,copies/L,Montague,MA,Franklin,2025-11-13T00:00:00Z,2025-09-02,current
2025-2026,BioBot,Detected,2025-07-08T00:00:00Z,Municipal,Hull WWTF,112508.97666666667,3,copies/L,Hull,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-08,current
2025-2026,BioBot,Not Detected,2025-10-14T00:00:00Z,Municipal,Montague Clean Water Facility,56489.89,2,copies/L,Montague,MA,Franklin,2025-11-13T00:00:00Z,2025-10-14,current
2025-2026,BioBot,Detected,2025-07-29T00:00:00Z,Municipal,Amherst WWTP,129583.65,1,copies/L,Hadley,MA,Hampshire,2025-11-13T00:00:00Z,2025-07-29,current
2025-2026,BioBot,Detected,2025-08-05T00:00:00Z,Municipal,Amherst WWTP,112784.21,2,copies/L,Hadley,MA,Hampshire,2025-11-13T00:00:00Z,2025-08-05,current
2025-2026,BioBot,Detected,2025-07-31T00:00:00Z,Municipal,Surfside WTF,280406.45666666667,3,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-07-31,current
2025-2026,BioBot,Detected,2025-07-31T00:00:00Z,Municipal,Surfside WTF,414872.5733333333,3,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-07-31,current
2025-2026,BioBot,Detected,2025-07-31T00:00:00Z,Municipal,Surfside WTF,73566.98666666666,3,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-07-31,current
